Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Uniform	Time
1	15158	False	13	80	0	2	0	model-15158.graphml	SCHED	0.03048285000000006
1	15159	False	13	80	0	2	0	model-15159.graphml	SCHED	0.030579386999999958
1	15160	False	13	80	0	2	0	model-15160.graphml	SCHED	0.030495775999999974
1	15161	False	13	90	0	2	0	model-15161.graphml	SCHED	0.030900315999999872
1	15162	False	13	90	0	2	0	model-15162.graphml	SCHED	0.030969860999999987
1	15163	False	13	90	0	2	0	model-15163.graphml	SCHED	0.03282013100000025
1	15164	False	13	90	0	2	0	model-15164.graphml	SCHED	0.031113288999999877
1	15165	False	13	90	0	2	0	model-15165.graphml	SCHED	0.030731307000000374
1	15166	False	13	90	0	2	0	model-15166.graphml	SCHED	0.030707146999999768
1	15167	False	13	90	0	2	0	model-15167.graphml	SCHED	0.03077455000000029
1	15168	False	13	90	0	2	0	model-15168.graphml	SCHED	0.031316382999999615
1	15169	False	13	90	0	2	0	model-15169.graphml	SCHED	0.03107331999999996
1	15170	False	13	90	0	2	0	model-15170.graphml	SCHED	0.030880680000000105
1	15171	False	13	95	0	2	0	model-15171.graphml	SCHED	0.031191482000000104
1	15172	False	13	95	0	2	0	model-15172.graphml	SCHED	0.030997305000000086
1	15173	False	13	95	0	2	0	model-15173.graphml	SCHED	0.030975256000000062
1	15174	False	13	95	0	2	0	model-15174.graphml	SCHED	0.031310276999999775
1	15175	False	13	95	0	2	0	model-15175.graphml	SCHED	0.030943360999999836
1	15176	False	13	95	0	2	0	model-15176.graphml	SCHED	0.031262268000000315
1	15177	False	13	95	0	2	0	model-15177.graphml	SCHED	0.03099747399999986
1	15178	False	13	95	0	2	0	model-15178.graphml	SCHED	0.031470281000000266
1	15179	False	13	95	0	2	0	model-15179.graphml	SCHED	0.03159171099999991
1	15180	False	13	95	0	2	0	model-15180.graphml	SCHED	0.03169658799999997
1	15181	False	13	98	0	2	0	model-15181.graphml	SCHED	0.033862604000000296
1	15182	False	13	98	0	2	0	model-15182.graphml	SCHED	0.03253938099999987
1	15183	False	13	98	0	2	0	model-15183.graphml	SCHED	0.03299789800000008
1	15184	False	13	98	0	2	0	model-15184.graphml	SCHED	0.033154125000000256
1	15185	False	13	98	0	2	0	model-15185.graphml	SCHED	0.03345128200000014
1	15186	False	13	98	0	2	0	model-15186.graphml	SCHED	0.03213752899999989
1	15187	False	13	98	0	2	0	model-15187.graphml	SCHED	0.033016364999999936
1	15188	False	13	98	0	2	0	model-15188.graphml	SCHED	0.03305544699999974
1	15189	False	13	98	0	2	0	model-15189.graphml	SCHED	0.03337684800000007
1	15190	False	13	98	0	2	0	model-15190.graphml	SCHED	0.032980491
2	15191	False	13	50	0	2	0	model-15191.graphml	SCHED	0.058386317000000076
2	15192	False	13	50	0	2	0	model-15192.graphml	SCHED	0.058906520999999934
2	15193	False	13	50	0	2	0	model-15193.graphml	SCHED	0.058640060999999744
2	15194	False	13	50	0	2	0	model-15194.graphml	SCHED	0.0586258850000001
2	15195	False	13	50	0	2	0	model-15195.graphml	SCHED	0.05833807199999974
2	15196	False	13	50	0	2	0	model-15196.graphml	SCHED	0.0585504320000001
2	15197	False	13	50	0	2	0	model-15197.graphml	SCHED	0.05878924200000002
2	15198	False	13	50	0	2	0	model-15198.graphml	SCHED	0.058401004999999895
2	15199	False	13	50	0	2	0	model-15199.graphml	SCHED	0.058409520000000104
2	15200	False	13	50	0	2	0	model-15200.graphml	SCHED	0.044302030999999964
2	15201	False	13	60	0	2	0	model-15201.graphml	SCHED	0.05872132899999993
2	15202	False	13	60	0	2	0	model-15202.graphml	SCHED	0.058816387999999886
2	15203	False	13	60	0	2	0	model-15203.graphml	SCHED	0.058527238999999565
2	15204	False	13	60	0	2	0	model-15204.graphml	SCHED	0.04422564699999976
2	15205	False	13	60	0	2	0	model-15205.graphml	SCHED	0.05847502799999971
2	15206	False	13	60	0	2	0	model-15206.graphml	SCHED	0.060572336999999976
2	15207	False	13	60	0	2	0	model-15207.graphml	SCHED	0.07251473599999958
2	15208	False	13	60	0	2	0	model-15208.graphml	SCHED	0.061469296000000284
2	15209	False	13	60	0	2	0	model-15209.graphml	SCHED	0.05894342900000016
2	15210	False	13	60	0	2	0	model-15210.graphml	SCHED	0.05847840300000051
2	15211	False	13	70	0	2	0	model-15211.graphml	SCHED	0.058567232999999774
2	15212	False	13	70	0	2	0	model-15212.graphml	SCHED	0.058408782999999964
2	15213	False	13	70	0	2	0	model-15213.graphml	SCHED	0.058814007999999696
2	15214	False	13	70	0	2	0	model-15214.graphml	SCHED	0.05820513900000002
2	15215	False	13	70	0	2	0	model-15215.graphml	SCHED	0.058630487000000286
2	15216	False	13	70	0	2	0	model-15216.graphml	SCHED	0.0592512790000006
2	15217	False	13	70	0	2	0	model-15217.graphml	SCHED	0.05842579800000003
2	15218	False	13	70	0	2	0	model-15218.graphml	SCHED	0.058863371000000164
2	15219	False	13	70	0	2	0	model-15219.graphml	SCHED	0.05836888499999926
2	15220	False	13	70	0	2	0	model-15220.graphml	SCHED	0.05874977799999925
2	15221	False	13	80	0	2	0	model-15221.graphml	SCHED	0.058605735000000436
2	15222	False	13	80	0	2	0	model-15222.graphml	SCHED	0.05888461899999964
2	15223	False	13	80	0	2	0	model-15223.graphml	SCHED	0.0583928199999999
2	15224	False	13	80	0	2	0	model-15224.graphml	SCHED	0.05838213699999972
2	15225	False	13	80	0	2	0	model-15225.graphml	SCHED	0.05898259699999997
2	15226	False	13	80	0	2	0	model-15226.graphml	SCHED	0.05790943900000034
2	15227	False	13	80	0	2	0	model-15227.graphml	SCHED	0.05825818100000024
2	15228	False	13	80	0	2	0	model-15228.graphml	SCHED	0.05790530800000049
2	15229	False	13	80	0	2	0	model-15229.graphml	SCHED	0.058177802000000334
2	15230	False	13	80	0	2	0	model-15230.graphml	SCHED	0.0597708129999992
2	15231	False	13	90	0	2	0	model-15231.graphml	SCHED	0.07359484599999977
2	15232	False	13	90	0	2	0	model-15232.graphml	SCHED	0.07443190399999988
2	15233	False	13	90	0	2	0	model-15233.graphml	SCHED	0.07386551899999994
2	15234	False	13	90	0	2	0	model-15234.graphml	SCHED	0.09003172400000015
2	15235	False	13	90	0	2	0	model-15235.graphml	SCHED	0.08968431699999968
2	15236	False	13	90	0	2	0	model-15236.graphml	SCHED	0.09426434100000058
2	15237	False	13	90	0	2	0	model-15237.graphml	SCHED	0.07436843500000023
2	15238	False	13	90	0	2	0	model-15238.graphml	SCHED	0.05847730200000001
2	15239	False	13	90	0	2	0	model-15239.graphml	SCHED	0.07406112700000023
2	15240	False	13	90	0	2	0	model-15240.graphml	SCHED	0.07381988000000028
2	15241	False	13	95	0	2	0	model-15241.graphml	SCHED	0.06045053800000044
2	15242	False	13	95	0	2	0	model-15242.graphml	SCHED	0.09649647400000028
2	15243	False	13	95	0	2	0	model-15243.graphml	SCHED	0.07815276499999957
2	15244	False	13	95	0	2	0	model-15244.graphml	SCHED	0.11520106200000058
2	15245	False	13	95	0	2	0	model-15245.graphml	SCHED	0.07749989599999996
2	15246	False	13	95	0	2	0	model-15246.graphml	SCHED	0.059310855999999745
2	15247	False	13	95	0	2	0	model-15247.graphml	SCHED	0.09140324999999994
2	15248	False	13	95	0	2	0	model-15248.graphml	SCHED	0.07761704999999974
2	15249	False	13	95	0	2	0	model-15249.graphml	SCHED	0.07625805800000052
2	15250	False	13	95	0	2	0	model-15250.graphml	SCHED	0.07403025800000052
2	15251	False	13	98	0	2	0	model-15251.graphml	SCHED	0.08337270100000005
2	15252	False	13	98	0	2	0	model-15252.graphml	SCHED	0.10139150899999994
2	15253	False	13	98	0	2	0	model-15253.graphml	SCHED	0.0656990860000004
2	15254	False	13	98	0	2	0	model-15254.graphml	SCHED	0.06170746499999957
2	15255	False	13	98	0	2	0	model-15255.graphml	SCHED	0.0802169199999998
2	15256	False	13	98	0	2	0	model-15256.graphml	SCHED	0.06557882400000015
2	15257	False	13	98	0	2	0	model-15257.graphml	SCHED	0.06521032000000027
2	15258	False	13	98	0	2	0	model-15258.graphml	SCHED	0.08109588399999978
2	15259	False	13	98	0	2	0	model-15259.graphml	SCHED	0.06516541399999998
2	15260	False	13	98	0	2	0	model-15260.graphml	SCHED	0.09668045100000011
1	15261	False	13	50	0	2	1	model-15261.graphml	SCHED	0.030428152000000708
1	15262	False	13	50	0	2	1	model-15262.graphml	SCHED	0.030179120999999753
1	15263	False	13	50	0	2	1	model-15263.graphml	SCHED	0.030621680000001206
1	15264	False	13	50	0	2	1	model-15264.graphml	SCHED	0.03049425100000036
1	15265	False	13	50	0	2	1	model-15265.graphml	SCHED	0.030367095000000788
1	15266	False	13	50	0	2	1	model-15266.graphml	SCHED	0.030520270000000238
1	15267	False	13	50	0	2	1	model-15267.graphml	SCHED	0.030458349999999967
1	15268	False	13	50	0	2	1	model-15268.graphml	SCHED	0.030307426000000248
1	15269	False	13	50	0	2	1	model-15269.graphml	SCHED	0.03033944700000113
1	15270	False	13	50	0	2	1	model-15270.graphml	SCHED	0.030357629999999247
1	15271	False	13	60	0	2	1	model-15271.graphml	SCHED	0.030394813999999215
1	15272	False	13	60	0	2	1	model-15272.graphml	SCHED	0.030432112999999816
1	15273	False	13	60	0	2	1	model-15273.graphml	SCHED	0.030241404999999943
1	15274	False	13	60	0	2	1	model-15274.graphml	SCHED	0.03055694400000064
1	15275	False	13	60	0	2	1	model-15275.graphml	SCHED	0.030442766000000177
1	15276	False	13	60	0	2	1	model-15276.graphml	SCHED	0.03045668500000076
1	15277	False	13	60	0	2	1	model-15277.graphml	SCHED	0.030608253000000474
1	15278	False	13	60	0	2	1	model-15278.graphml	SCHED	0.03061449699999841
1	15279	False	13	60	0	2	1	model-15279.graphml	SCHED	0.030287492999999444
1	15280	False	13	60	0	2	1	model-15280.graphml	SCHED	0.030550295999999477
1	15281	False	13	70	0	2	1	model-15281.graphml	SCHED	0.030393016999999745
1	15282	False	13	70	0	2	1	model-15282.graphml	SCHED	0.030523485999999878
1	15283	False	13	70	0	2	1	model-15283.graphml	SCHED	0.03058388500000042
1	15284	False	13	70	0	2	1	model-15284.graphml	SCHED	0.030400082999999967
1	15285	False	13	70	0	2	1	model-15285.graphml	SCHED	0.030413296999999062
1	15286	False	13	70	0	2	1	model-15286.graphml	SCHED	0.03032228500000045
1	15287	False	13	70	0	2	1	model-15287.graphml	SCHED	0.03057916000000027
1	15288	False	13	70	0	2	1	model-15288.graphml	SCHED	0.03059887999999944
1	15289	False	13	70	0	2	1	model-15289.graphml	SCHED	0.030564744999999505
1	15290	False	13	70	0	2	1	model-15290.graphml	SCHED	0.030603291000000254
1	15291	False	13	80	0	2	1	model-15291.graphml	SCHED	0.03088971300000054
1	15292	False	13	80	0	2	1	model-15292.graphml	SCHED	0.03068344099999898
1	15293	False	13	80	0	2	1	model-15293.graphml	SCHED	0.030985658999998833
1	15294	False	13	80	0	2	1	model-15294.graphml	SCHED	0.03083934600000049
1	15295	False	13	80	0	2	1	model-15295.graphml	SCHED	0.03072281600000082
1	15296	False	13	80	0	2	1	model-15296.graphml	SCHED	0.030812927999999573
1	15297	False	13	80	0	2	1	model-15297.graphml	SCHED	0.03077728799999946
1	15298	False	13	80	0	2	1	model-15298.graphml	SCHED	0.030919144000000287
1	15299	False	13	80	0	2	1	model-15299.graphml	SCHED	0.030927795000000202
1	15300	False	13	80	0	2	1	model-15300.graphml	SCHED	0.030712018000000896
1	15301	False	13	90	0	2	1	model-15301.graphml	SCHED	0.030611061999998412
1	15302	False	13	90	0	2	1	model-15302.graphml	SCHED	0.030564125999999803
1	15303	False	13	90	0	2	1	model-15303.graphml	SCHED	0.03110776199999954
1	15304	False	13	90	0	2	1	model-15304.graphml	SCHED	0.03116250400000098
1	15305	False	13	90	0	2	1	model-15305.graphml	SCHED	0.030655434999999898
1	15306	False	13	90	0	2	1	model-15306.graphml	SCHED	0.030501143000000397
1	15307	False	13	90	0	2	1	model-15307.graphml	SCHED	0.030502572000001393
1	15308	False	13	90	0	2	1	model-15308.graphml	SCHED	0.03079139499999961
1	15309	False	13	90	0	2	1	model-15309.graphml	SCHED	0.030516214000000375
1	15310	False	13	90	0	2	1	model-15310.graphml	SCHED	0.03077149499999976
1	15311	False	13	95	0	2	1	model-15311.graphml	SCHED	0.031258994999999956
1	15312	False	13	95	0	2	1	model-15312.graphml	SCHED	0.03110750099999926
1	15313	False	13	95	0	2	1	model-15313.graphml	SCHED	0.03113792599999954
1	15314	False	13	95	0	2	1	model-15314.graphml	SCHED	0.0336828589999989
1	15315	False	13	95	0	2	1	model-15315.graphml	SCHED	0.03094899899999959
1	15316	False	13	95	0	2	1	model-15316.graphml	SCHED	0.031352780000000635
1	15317	False	13	95	0	2	1	model-15317.graphml	SCHED	0.03123214399999874
1	15318	False	13	95	0	2	1	model-15318.graphml	SCHED	0.03068992000000037
1	15319	False	13	95	0	2	1	model-15319.graphml	SCHED	0.031139119999998854
1	15320	False	13	95	0	2	1	model-15320.graphml	SCHED	0.03113740500000084
1	15321	False	13	98	0	2	1	model-15321.graphml	SCHED	0.031357829999999254
1	15322	False	13	98	0	2	1	model-15322.graphml	SCHED	0.03145787199999894
1	15323	False	13	98	0	2	1	model-15323.graphml	SCHED	0.032003513999999456
1	15324	False	13	98	0	2	1	model-15324.graphml	SCHED	0.03196345099999931
1	15325	False	13	98	0	2	1	model-15325.graphml	SCHED	0.031494047999999
1	15326	False	13	98	0	2	1	model-15326.graphml	SCHED	0.031771824999999865
1	15327	False	13	98	0	2	1	model-15327.graphml	SCHED	0.03218478700000027
1	15328	False	13	98	0	2	1	model-15328.graphml	SCHED	0.03262585200000068
1	15329	False	13	98	0	2	1	model-15329.graphml	SCHED	0.03246471200000123
1	15330	False	13	98	0	2	1	model-15330.graphml	SCHED	0.03207680800000112
2	15331	False	13	50	0	2	1	model-15331.graphml	SCHED	0.058699428999998915
2	15332	False	13	50	0	2	1	model-15332.graphml	SCHED	0.044578643999999557
2	15333	False	13	50	0	2	1	model-15333.graphml	SCHED	0.05919104200000014
2	15334	False	13	50	0	2	1	model-15334.graphml	SCHED	0.044187983000000486
2	15335	False	13	50	0	2	1	model-15335.graphml	SCHED	0.04424742100000145
2	15336	False	13	50	0	2	1	model-15336.graphml	SCHED	0.059073869000000556
2	15337	False	13	50	0	2	1	model-15337.graphml	SCHED	0.05906334999999885
2	15338	False	13	50	0	2	1	model-15338.graphml	SCHED	0.058849373999999344
2	15339	False	13	50	0	2	1	model-15339.graphml	SCHED	0.05926821300000107
2	15340	False	13	50	0	2	1	model-15340.graphml	SCHED	0.04464019699999966
2	15341	False	13	60	0	2	1	model-15341.graphml	SCHED	0.05911913799999979
2	15342	False	13	60	0	2	1	model-15342.graphml	SCHED	0.05899046300000066
2	15343	False	13	60	0	2	1	model-15343.graphml	SCHED	0.059403694999998535
2	15344	False	13	60	0	2	1	model-15344.graphml	SCHED	0.05910335399999944
2	15345	False	13	60	0	2	1	model-15345.graphml	SCHED	0.05911629899999937
2	15346	False	13	60	0	2	1	model-15346.graphml	SCHED	0.05932003200000047
2	15347	False	13	60	0	2	1	model-15347.graphml	SCHED	0.059778670000000034
2	15348	False	13	60	0	2	1	model-15348.graphml	SCHED	0.044653063999998466
2	15349	False	13	60	0	2	1	model-15349.graphml	SCHED	0.05954870200000073
2	15350	False	13	60	0	2	1	model-15350.graphml	SCHED	0.05950299100000045
2	15351	False	13	70	0	2	1	model-15351.graphml	SCHED	0.05902480299999979
2	15352	False	13	70	0	2	1	model-15352.graphml	SCHED	0.05916720899999994
2	15353	False	13	70	0	2	1	model-15353.graphml	SCHED	0.061997846999998885
2	15354	False	13	70	0	2	1	model-15354.graphml	SCHED	0.04439057299999938
2	15355	False	13	70	0	2	1	model-15355.graphml	SCHED	0.058852286000000475
2	15356	False	13	70	0	2	1	model-15356.graphml	SCHED	0.05922236099999978
2	15357	False	13	70	0	2	1	model-15357.graphml	SCHED	0.05892470900000113
2	15358	False	13	70	0	2	1	model-15358.graphml	SCHED	0.05926900300000071
2	15359	False	13	70	0	2	1	model-15359.graphml	SCHED	0.05870635499999999
2	15360	False	13	70	0	2	1	model-15360.graphml	SCHED	0.059224992000000753
2	15361	False	13	80	0	2	1	model-15361.graphml	SCHED	0.043889964999999975
2	15362	False	13	80	0	2	1	model-15362.graphml	SCHED	0.05916334900000031
2	15363	False	13	80	0	2	1	model-15363.graphml	SCHED	0.05906064000000022
2	15364	False	13	80	0	2	1	model-15364.graphml	SCHED	0.04475145900000044
2	15365	False	13	80	0	2	1	model-15365.graphml	SCHED	0.05872954800000052
2	15366	False	13	80	0	2	1	model-15366.graphml	SCHED	0.04441567699999993
2	15367	False	13	80	0	2	1	model-15367.graphml	SCHED	0.04436401299999915
2	15368	False	13	80	0	2	1	model-15368.graphml	SCHED	0.059003049000001084
2	15369	False	13	80	0	2	1	model-15369.graphml	SCHED	0.05880029199999903
2	15370	False	13	80	0	2	1	model-15370.graphml	SCHED	0.05906603500000074
2	15371	False	13	90	0	2	1	model-15371.graphml	SCHED	0.058772258999999494
2	15372	False	13	90	0	2	1	model-15372.graphml	SCHED	0.09032441599999963
2	15373	False	13	90	0	2	1	model-15373.graphml	SCHED	0.07483003099999941
2	15374	False	13	90	0	2	1	model-15374.graphml	SCHED	0.059050231999998815
2	15375	False	13	90	0	2	1	model-15375.graphml	SCHED	0.07454840099999949
2	15376	False	13	90	0	2	1	model-15376.graphml	SCHED	0.06995425699999913
2	15377	False	13	90	0	2	1	model-15377.graphml	SCHED	0.07474917999999953
2	15378	False	13	90	0	2	1	model-15378.graphml	SCHED	0.059486935000000685
2	15379	False	13	90	0	2	1	model-15379.graphml	SCHED	0.059723460999999034
2	15380	False	13	90	0	2	1	model-15380.graphml	SCHED	0.0448927759999993
2	15381	False	13	95	0	2	1	model-15381.graphml	SCHED	0.059128871000000416
2	15382	False	13	95	0	2	1	model-15382.graphml	SCHED	0.06166061300000081
2	15383	False	13	95	0	2	1	model-15383.graphml	SCHED	0.061135038999999836
2	15384	False	13	95	0	2	1	model-15384.graphml	SCHED	0.06278828200000142
2	15385	False	13	95	0	2	1	model-15385.graphml	SCHED	0.061305225000001684
2	15386	False	13	95	0	2	1	model-15386.graphml	SCHED	0.05971204899999982
2	15387	False	13	95	0	2	1	model-15387.graphml	SCHED	0.06107415299999985
2	15388	False	13	95	0	2	1	model-15388.graphml	SCHED	0.06124317300000115
2	15389	False	13	95	0	2	1	model-15389.graphml	SCHED	0.061899976999999495
2	15390	False	13	95	0	2	1	model-15390.graphml	SCHED	0.05916336799999833
2	15391	False	13	98	0	2	1	model-15391.graphml	SCHED	0.07833504600000119
2	15392	False	13	98	0	2	1	model-15392.graphml	SCHED	0.06163443099999988
2	15393	False	13	98	0	2	1	model-15393.graphml	SCHED	0.06257695599999913
2	15394	False	13	98	0	2	1	model-15394.graphml	SCHED	0.061482613000000796
2	15395	False	13	98	0	2	1	model-15395.graphml	SCHED	0.08100230099999983
2	15396	False	13	98	0	2	1	model-15396.graphml	SCHED	0.061193421999998776
2	15397	False	13	98	0	2	1	model-15397.graphml	SCHED	0.06127889300000078
2	15398	False	13	98	0	2	1	model-15398.graphml	SCHED	0.04775544700000012
2	15399	False	13	98	0	2	1	model-15399.graphml	SCHED	0.061526193999998924
2	15400	False	13	98	0	2	1	model-15400.graphml	SCHED	0.062443167999999716
1	15401	False	13	50	0	2	2	model-15401.graphml	SCHED	0.030466085000000476
1	15402	False	13	50	0	2	2	model-15402.graphml	SCHED	0.030528890999999447
1	15403	False	13	50	0	2	2	model-15403.graphml	SCHED	0.03038017399999937
1	15404	False	13	50	0	2	2	model-15404.graphml	SCHED	0.03036405399999964
1	15405	False	13	50	0	2	2	model-15405.graphml	SCHED	0.031252738000000946
1	15406	False	13	50	0	2	2	model-15406.graphml	SCHED	0.03039015199999895
1	15407	False	13	50	0	2	2	model-15407.graphml	SCHED	0.03056356799999982
1	15408	False	13	50	0	2	2	model-15408.graphml	SCHED	0.030372218000000117
1	15409	False	13	50	0	2	2	model-15409.graphml	SCHED	0.030528209999999945
1	15410	False	13	50	0	2	2	model-15410.graphml	SCHED	0.03045100699999992
1	15411	False	13	60	0	2	2	model-15411.graphml	SCHED	0.030537821999999437
1	15412	False	13	60	0	2	2	model-15412.graphml	SCHED	0.03055043699999871
1	15413	False	13	60	0	2	2	model-15413.graphml	SCHED	0.03085844099999946
1	15414	False	13	60	0	2	2	model-15414.graphml	SCHED	0.030044150000000158
1	15415	False	13	60	0	2	2	model-15415.graphml	SCHED	0.03021025299999991
1	15416	False	13	60	0	2	2	model-15416.graphml	SCHED	0.030414142999999783
1	15417	False	13	60	0	2	2	model-15417.graphml	SCHED	0.03043775299999929
1	15418	False	13	60	0	2	2	model-15418.graphml	SCHED	0.030181677000001628
1	15419	False	13	60	0	2	2	model-15419.graphml	SCHED	0.030308782000000534
1	15420	False	13	60	0	2	2	model-15420.graphml	SCHED	0.030259829000000238
1	15421	False	13	70	0	2	2	model-15421.graphml	SCHED	0.0302548060000003
1	15422	False	13	70	0	2	2	model-15422.graphml	SCHED	0.030180467999999294
1	15423	False	13	70	0	2	2	model-15423.graphml	SCHED	0.031826688999998964
1	15424	False	13	70	0	2	2	model-15424.graphml	SCHED	0.0407523249999997
1	15425	False	13	70	0	2	2	model-15425.graphml	SCHED	0.04027532200000117
1	15426	False	13	70	0	2	2	model-15426.graphml	SCHED	0.04022419500000041
1	15427	False	13	70	0	2	2	model-15427.graphml	SCHED	0.040170970000001915
1	15428	False	13	70	0	2	2	model-15428.graphml	SCHED	0.040234488999999485
1	15429	False	13	70	0	2	2	model-15429.graphml	SCHED	0.04023588400000122
1	15430	False	13	70	0	2	2	model-15430.graphml	SCHED	0.040595112000001876
1	15431	False	13	80	0	2	2	model-15431.graphml	SCHED	0.04009968099999739
1	15432	False	13	80	0	2	2	model-15432.graphml	SCHED	0.04042546900000232
1	15433	False	13	80	0	2	2	model-15433.graphml	SCHED	0.03993003900000147
1	15434	False	13	80	0	2	2	model-15434.graphml	SCHED	0.040629080000002205
1	15435	False	13	80	0	2	2	model-15435.graphml	SCHED	0.04036141100000279
1	15436	False	13	80	0	2	2	model-15436.graphml	SCHED	0.040716198000001924
1	15437	False	13	80	0	2	2	model-15437.graphml	SCHED	0.040334695999998615
1	15438	False	13	80	0	2	2	model-15438.graphml	SCHED	0.040152100000000246
1	15439	False	13	80	0	2	2	model-15439.graphml	SCHED	0.04046935499999904
1	15440	False	13	80	0	2	2	model-15440.graphml	SCHED	0.04006726599999766
1	15441	False	13	90	0	2	2	model-15441.graphml	SCHED	0.04024220899999875
1	15442	False	13	90	0	2	2	model-15442.graphml	SCHED	0.040494271000000026
1	15443	False	13	90	0	2	2	model-15443.graphml	SCHED	0.040798217999999054
1	15444	False	13	90	0	2	2	model-15444.graphml	SCHED	0.04096578100000059
1	15445	False	13	90	0	2	2	model-15445.graphml	SCHED	0.03449160499999948
1	15446	False	13	90	0	2	2	model-15446.graphml	SCHED	0.030634834000000666
1	15447	False	13	90	0	2	2	model-15447.graphml	SCHED	0.03063659500000071
1	15448	False	13	90	0	2	2	model-15448.graphml	SCHED	0.03052573100000089
1	15449	False	13	90	0	2	2	model-15449.graphml	SCHED	0.030630598999998426
1	15450	False	13	90	0	2	2	model-15450.graphml	SCHED	0.030460889000000435
1	15451	False	13	95	0	2	2	model-15451.graphml	SCHED	0.03150365899999841
1	15452	False	13	95	0	2	2	model-15452.graphml	SCHED	0.03150371400000296
1	15453	False	13	95	0	2	2	model-15453.graphml	SCHED	0.03157513799999734
1	15454	False	13	95	0	2	2	model-15454.graphml	SCHED	0.031557999000000336
1	15455	False	13	95	0	2	2	model-15455.graphml	SCHED	0.030657655999998923
1	15456	False	13	95	0	2	2	model-15456.graphml	SCHED	0.03149175800000137
1	15457	False	13	95	0	2	2	model-15457.graphml	SCHED	0.03151217599999967
1	15458	False	13	95	0	2	2	model-15458.graphml	SCHED	0.03105269899999996
1	15459	False	13	95	0	2	2	model-15459.graphml	SCHED	0.031401653999999724
1	15460	False	13	95	0	2	2	model-15460.graphml	SCHED	0.03147482800000034
1	15461	False	13	98	0	2	2	model-15461.graphml	SCHED	0.0319388570000001
1	15462	False	13	98	0	2	2	model-15462.graphml	SCHED	0.03311120700000103
1	15463	False	13	98	0	2	2	model-15463.graphml	SCHED	0.032075716999997894
1	15464	False	13	98	0	2	2	model-15464.graphml	SCHED	0.032304054999997334
1	15465	False	13	98	0	2	2	model-15465.graphml	SCHED	0.03202565100000143
1	15466	False	13	98	0	2	2	model-15466.graphml	SCHED	0.03228945200000055
1	15467	False	13	98	0	2	2	model-15467.graphml	SCHED	0.032050171000001626
