Path	P1	P2	P3	P4	P5	P6	P7	lat	lat_sync	lat_syncref	lat_async
S1	2	7	5	1	4	3	6	0	170	170	170
S2	2	7	5	1	4	3	6	0	110	100	110
S1	2	7	5	1	4	6	3	0	170	170	170
S2	2	7	5	1	4	6	3	0	110	100	110
S1	2	7	5	1	6	3	4	0	170	170	170
S2	2	7	5	1	6	3	4	0	110	100	110
S1	2	7	5	1	6	4	3	0	170	170	170
S2	2	7	5	1	6	4	3	0	110	100	110
S1	2	7	5	3	1	4	6	0	170	170	170
S2	2	7	5	3	1	4	6	0	110	100	110
S1	2	7	5	3	1	6	4	0	170	170	170
S2	2	7	5	3	1	6	4	0	110	100	110
S1	2	7	5	3	4	1	6	0	170	170	170
S2	2	7	5	3	4	1	6	0	110	100	110
S1	2	7	5	3	4	6	1	0	170	170	170
S2	2	7	5	3	4	6	1	0	110	100	110
S1	2	7	5	3	6	1	4	0	170	170	170
S2	2	7	5	3	6	1	4	0	110	100	110
S1	2	7	5	3	6	4	1	0	170	170	170
S2	2	7	5	3	6	4	1	0	110	100	110
S1	2	7	5	4	1	3	6	0	170	170	170
S2	2	7	5	4	1	3	6	0	110	100	110
S1	2	7	5	4	1	6	3	0	170	170	170
S2	2	7	5	4	1	6	3	0	110	100	110
S1	2	7	5	4	3	1	6	0	170	170	170
S2	2	7	5	4	3	1	6	0	110	100	110
S1	2	7	5	4	3	6	1	0	170	170	170
S2	2	7	5	4	3	6	1	0	110	100	110
S1	2	7	5	4	6	1	3	0	170	170	170
S2	2	7	5	4	6	1	3	0	110	100	110
S1	2	7	5	4	6	3	1	0	170	170	170
S2	2	7	5	4	6	3	1	0	110	100	110
S1	2	7	5	6	1	3	4	0	170	170	170
S2	2	7	5	6	1	3	4	0	110	100	110
S1	2	7	5	6	1	4	3	0	170	170	170
S2	2	7	5	6	1	4	3	0	110	100	110
S1	2	7	5	6	3	1	4	0	170	170	170
S2	2	7	5	6	3	1	4	0	110	100	110
S1	2	7	5	6	3	4	1	0	170	170	170
S2	2	7	5	6	3	4	1	0	110	100	110
S1	2	7	5	6	4	1	3	0	170	170	170
S2	2	7	5	6	4	1	3	0	110	100	110
S1	2	7	5	6	4	3	1	0	170	170	170
S2	2	7	5	6	4	3	1	0	110	100	110
S1	2	7	6	1	3	4	5	0	170	170	170
S2	2	7	6	1	3	4	5	0	60	60	60
S1	2	7	6	1	3	5	4	0	170	170	170
S2	2	7	6	1	3	5	4	0	60	60	60
S1	2	7	6	1	4	3	5	0	170	170	170
S2	2	7	6	1	4	3	5	0	60	60	60
S1	2	7	6	1	4	5	3	0	170	170	170
S2	2	7	6	1	4	5	3	0	60	60	60
S1	2	7	6	1	5	3	4	0	170	170	170
S2	2	7	6	1	5	3	4	0	60	60	60
S1	2	7	6	1	5	4	3	0	170	170	170
S2	2	7	6	1	5	4	3	0	60	60	60
S1	2	7	6	3	1	4	5	0	170	170	170
S2	2	7	6	3	1	4	5	0	60	60	60
S1	2	7	6	3	1	5	4	0	170	170	170
S2	2	7	6	3	1	5	4	0	60	60	60
S1	2	7	6	3	4	1	5	0	170	170	170
S2	2	7	6	3	4	1	5	0	60	60	60
S1	2	7	6	3	4	5	1	0	170	170	170
S2	2	7	6	3	4	5	1	0	60	60	60
S1	2	7	6	3	5	1	4	0	170	170	170
S2	2	7	6	3	5	1	4	0	60	60	60
S1	2	7	6	3	5	4	1	0	170	170	170
S2	2	7	6	3	5	4	1	0	60	60	60
S1	2	7	6	4	1	3	5	0	170	170	170
S2	2	7	6	4	1	3	5	0	60	60	60
S1	2	7	6	4	1	5	3	0	170	170	170
S2	2	7	6	4	1	5	3	0	60	60	60
S1	2	7	6	4	3	1	5	0	170	170	170
S2	2	7	6	4	3	1	5	0	60	60	60
S1	2	7	6	4	3	5	1	0	170	170	170
S2	2	7	6	4	3	5	1	0	60	60	60
S1	2	7	6	4	5	1	3	0	170	170	170
S2	2	7	6	4	5	1	3	0	60	60	60
S1	2	7	6	4	5	3	1	0	170	170	170
S2	2	7	6	4	5	3	1	0	60	60	60
S1	2	7	6	5	1	3	4	0	170	170	170
S2	2	7	6	5	1	3	4	0	60	60	60
S1	2	7	6	5	1	4	3	0	170	170	170
S2	2	7	6	5	1	4	3	0	60	60	60
S1	2	7	6	5	3	1	4	0	170	170	170
S2	2	7	6	5	3	1	4	0	60	60	60
S1	2	7	6	5	3	4	1	0	170	170	170
S2	2	7	6	5	3	4	1	0	60	60	60
S1	2	7	6	5	4	1	3	0	170	170	170
S2	2	7	6	5	4	1	3	0	60	60	60
S1	2	7	6	5	4	3	1	0	170	170	170
S2	2	7	6	5	4	3	1	0	60	60	60
S1	3	1	2	4	5	6	7	0	70	70	70
S2	3	1	2	4	5	6	7	0	120	120	120
S1	3	1	2	4	5	7	6	0	70	70	70
S2	3	1	2	4	5	7	6	0	120	120	120
S1	3	1	2	4	6	5	7	0	70	70	70
S2	3	1	2	4	6	5	7	0	120	120	120
S1	3	1	2	4	6	7	5	0	70	70	70
S2	3	1	2	4	6	7	5	0	120	120	120
S1	3	1	2	4	7	5	6	0	70	70	70
S2	3	1	2	4	7	5	6	0	120	120	120
S1	3	1	2	4	7	6	5	0	70	70	70
S2	3	1	2	4	7	6	5	0	120	120	120
S1	3	1	2	5	4	6	7	0	70	70	70
S2	3	1	2	5	4	6	7	0	120	120	120
S1	3	1	2	5	4	7	6	0	70	70	70
S2	3	1	2	5	4	7	6	0	120	120	120
S1	3	1	2	5	6	4	7	0	70	70	70
S2	3	1	2	5	6	4	7	0	120	120	120
S1	3	1	2	5	6	7	4	0	70	70	70
S2	3	1	2	5	6	7	4	0	120	120	120
S1	3	1	2	5	7	4	6	0	70	70	70
S2	3	1	2	5	7	4	6	0	120	120	120
S1	3	1	2	5	7	6	4	0	70	70	70
S2	3	1	2	5	7	6	4	0	120	120	120
S1	3	1	2	6	4	5	7	0	70	70	70
S2	3	1	2	6	4	5	7	0	120	120	120
S1	3	1	2	6	4	7	5	0	70	70	70
S2	3	1	2	6	4	7	5	0	120	120	120
S1	3	1	2	6	5	4	7	0	70	70	70
S2	3	1	2	6	5	4	7	0	120	120	120
S1	3	1	2	6	5	7	4	0	70	70	70
S2	3	1	2	6	5	7	4	0	120	120	120
S1	3	1	2	6	7	4	5	0	70	70	70
S2	3	1	2	6	7	4	5	0	120	120	120
S1	3	1	2	6	7	5	4	0	70	70	70
S2	3	1	2	6	7	5	4	0	120	120	120
S1	3	1	2	7	4	5	6	0	70	70	70
S2	3	1	2	7	4	5	6	0	120	120	120
S1	3	1	2	7	4	6	5	0	70	70	70
S2	3	1	2	7	4	6	5	0	120	120	120
S1	3	1	2	7	5	4	6	0	70	70	70
S2	3	1	2	7	5	4	6	0	120	120	120
S1	3	1	2	7	5	6	4	0	70	70	70
S2	3	1	2	7	5	6	4	0	120	120	120
S1	3	1	2	7	6	4	5	0	70	70	70
S2	3	1	2	7	6	4	5	0	120	120	120
S1	3	1	2	7	6	5	4	0	70	70	70
S2	3	1	2	7	6	5	4	0	120	120	120
S1	3	1	4	2	5	6	7	0	90	80	90
S2	3	1	4	2	5	6	7	0	120	120	120
S1	3	1	4	2	5	7	6	0	90	80	90
S2	3	1	4	2	5	7	6	0	120	120	120
S1	3	1	4	2	6	5	7	0	90	80	90
S2	3	1	4	2	6	5	7	0	120	120	120
S1	3	1	4	2	6	7	5	0	90	80	90
S2	3	1	4	2	6	7	5	0	120	120	120
S1	3	1	4	2	7	5	6	0	90	80	90
S2	3	1	4	2	7	5	6	0	120	120	120
S1	3	1	4	2	7	6	5	0	90	80	90
S2	3	1	4	2	7	6	5	0	120	120	120
S1	3	1	4	5	2	6	7	0	80	80	80
S2	3	1	4	5	2	6	7	0	120	120	120
S1	3	1	4	5	2	7	6	0	80	80	80
S2	3	1	4	5	2	7	6	0	120	120	120
S1	3	1	4	5	6	2	7	0	80	80	80
S2	3	1	4	5	6	2	7	0	120	120	120
S1	3	1	4	5	6	7	2	0	80	80	80
S2	3	1	4	5	6	7	2	0	120	120	120
S1	3	1	4	5	7	2	6	0	80	80	80
S2	3	1	4	5	7	2	6	0	120	120	120
S1	3	1	4	5	7	6	2	0	80	80	80
S2	3	1	4	5	7	6	2	0	120	120	120
S1	3	1	4	6	2	5	7	0	80	80	80
S2	3	1	4	6	2	5	7	0	120	120	120
S1	3	1	4	6	2	7	5	0	80	80	80
S2	3	1	4	6	2	7	5	0	120	120	120
S1	3	1	4	6	5	2	7	0	80	80	80
S2	3	1	4	6	5	2	7	0	120	120	120
S1	3	1	4	6	5	7	2	0	80	80	80
S2	3	1	4	6	5	7	2	0	120	120	120
S1	3	1	4	6	7	2	5	0	80	80	80
S2	3	1	4	6	7	2	5	0	120	120	120
S1	3	1	4	6	7	5	2	0	80	80	80
S2	3	1	4	6	7	5	2	0	120	120	120
S1	3	1	4	7	2	5	6	0	80	80	80
S2	3	1	4	7	2	5	6	0	120	120	120
S1	3	1	4	7	2	6	5	0	80	80	80
S2	3	1	4	7	2	6	5	0	120	120	120
S1	3	1	4	7	5	2	6	0	80	80	80
S2	3	1	4	7	5	2	6	0	120	120	120
S1	3	1	4	7	5	6	2	0	80	80	80
S2	3	1	4	7	5	6	2	0	120	120	120
S1	3	1	4	7	6	2	5	0	80	80	80
S2	3	1	4	7	6	2	5	0	120	120	120
S1	3	1	4	7	6	5	2	0	80	80	80
S2	3	1	4	7	6	5	2	0	120	120	120
S1	3	1	5	2	4	6	7	0	100	90	116
S2	3	1	5	2	4	6	7	0	120	120	120
S1	3	1	5	2	4	7	6	0	100	90	116
S2	3	1	5	2	4	7	6	0	120	120	120
S1	3	1	5	2	6	4	7	0	100	93	103
S2	3	1	5	2	6	4	7	0	120	120	120
S1	3	1	5	2	6	7	4	0	100	97	103
S2	3	1	5	2	6	7	4	0	120	120	120
S1	3	1	5	2	7	4	6	0	100	93	103
S2	3	1	5	2	7	4	6	0	120	120	120
S1	3	1	5	2	7	6	4	0	100	97	103
S2	3	1	5	2	7	6	4	0	120	120	120
S1	3	1	5	4	2	6	7	0	100	90	116
S2	3	1	5	4	2	6	7	0	120	120	120
S1	3	1	5	4	2	7	6	0	100	90	116
S2	3	1	5	4	2	7	6	0	120	120	120
S1	3	1	5	4	6	2	7	0	100	93	103
S2	3	1	5	4	6	2	7	0	120	120	120
S1	3	1	5	4	6	7	2	0	100	97	103
S2	3	1	5	4	6	7	2	0	120	120	120
S1	3	1	5	4	7	2	6	0	100	93	103
S2	3	1	5	4	7	2	6	0	120	120	120
S1	3	1	5	4	7	6	2	0	100	97	103
S2	3	1	5	4	7	6	2	0	120	120	120
S1	3	1	5	6	2	4	7	0	90	80	90
S2	3	1	5	6	2	4	7	0	120	120	120
S1	3	1	5	6	2	7	4	0	90	80	90
S2	3	1	5	6	2	7	4	0	120	120	120
S1	3	1	5	6	4	2	7	0	90	80	90
S2	3	1	5	6	4	2	7	0	120	120	120
S1	3	1	5	6	4	7	2	0	90	80	90
S2	3	1	5	6	4	7	2	0	120	120	120
S1	3	1	5	6	7	2	4	0	90	80	90
S2	3	1	5	6	7	2	4	0	120	120	120
S1	3	1	5	6	7	4	2	0	90	80	90
S2	3	1	5	6	7	4	2	0	120	120	120
S1	3	1	5	7	2	4	6	0	90	80	90
S2	3	1	5	7	2	4	6	0	120	120	120
S1	3	1	5	7	2	6	4	0	90	80	90
S2	3	1	5	7	2	6	4	0	120	120	120
S1	3	1	5	7	4	2	6	0	90	80	90
S2	3	1	5	7	4	2	6	0	120	120	120
S1	3	1	5	7	4	6	2	0	90	80	90
S2	3	1	5	7	4	6	2	0	120	120	120
S1	3	1	5	7	6	2	4	0	90	80	90
S2	3	1	5	7	6	2	4	0	120	120	120
S1	3	1	5	7	6	4	2	0	90	80	90
S2	3	1	5	7	6	4	2	0	120	120	120
S1	3	1	6	2	4	5	7	0	110	110	146
S2	3	1	6	2	4	5	7	0	120	120	120
S1	3	1	6	2	4	7	5	0	110	110	126
S2	3	1	6	2	4	7	5	0	120	120	120
S1	3	1	6	2	5	4	7	0	110	110	146
S2	3	1	6	2	5	4	7	0	120	120	120
S1	3	1	6	2	5	7	4	0	110	110	126
S2	3	1	6	2	5	7	4	0	120	120	120
S1	3	1	6	2	7	4	5	0	110	110	113
S2	3	1	6	2	7	4	5	0	120	120	120
S1	3	1	6	2	7	5	4	0	110	110	113
S2	3	1	6	2	7	5	4	0	120	120	120
S1	3	1	6	4	2	5	7	0	110	110	146
S2	3	1	6	4	2	5	7	0	120	120	120
S1	3	1	6	4	2	7	5	0	110	110	126
S2	3	1	6	4	2	7	5	0	120	120	120
S1	3	1	6	4	5	2	7	0	110	110	146
S2	3	1	6	4	5	2	7	0	120	120	120
S1	3	1	6	4	5	7	2	0	110	110	126
S2	3	1	6	4	5	7	2	0	120	120	120
S1	3	1	6	4	7	2	5	0	110	110	113
S2	3	1	6	4	7	2	5	0	120	120	120
S1	3	1	6	4	7	5	2	0	110	110	113
S2	3	1	6	4	7	5	2	0	120	120	120
S1	3	1	6	5	2	4	7	0	110	110	146
S2	3	1	6	5	2	4	7	0	120	120	120
S1	3	1	6	5	2	7	4	0	110	110	126
S2	3	1	6	5	2	7	4	0	120	120	120
S1	3	1	6	5	4	2	7	0	110	110	146
S2	3	1	6	5	4	2	7	0	120	120	120
S1	3	1	6	5	4	7	2	0	110	110	126
S2	3	1	6	5	4	7	2	0	120	120	120
S1	3	1	6	5	7	2	4	0	110	110	113
S2	3	1	6	5	7	2	4	0	120	120	120
S1	3	1	6	5	7	4	2	0	110	110	113
S2	3	1	6	5	7	4	2	0	120	120	120
S1	3	1	6	7	2	4	5	0	100	80	100
S2	3	1	6	7	2	4	5	0	120	120	120
S1	3	1	6	7	2	5	4	0	100	80	100
S2	3	1	6	7	2	5	4	0	120	120	120
S1	3	1	6	7	4	2	5	0	100	80	100
S2	3	1	6	7	4	2	5	0	120	120	120
S1	3	1	6	7	4	5	2	0	100	80	100
S2	3	1	6	7	4	5	2	0	120	120	120
S1	3	1	6	7	5	2	4	0	100	80	100
S2	3	1	6	7	5	2	4	0	120	120	120
S1	3	1	6	7	5	4	2	0	100	80	100
S2	3	1	6	7	5	4	2	0	120	120	120
S1	3	1	7	2	4	5	6	0	170	170	170
S2	3	1	7	2	4	5	6	0	70	70	70
S1	3	1	7	2	4	6	5	0	170	170	170
S2	3	1	7	2	4	6	5	0	70	70	70
S1	3	1	7	2	5	4	6	0	170	170	170
S2	3	1	7	2	5	4	6	0	70	70	70
S1	3	1	7	2	5	6	4	0	170	170	170
S2	3	1	7	2	5	6	4	0	70	70	70
S1	3	1	7	2	6	4	5	0	170	170	170
S2	3	1	7	2	6	4	5	0	70	70	70
S1	3	1	7	2	6	5	4	0	170	170	170
S2	3	1	7	2	6	5	4	0	70	70	70
S1	3	1	7	4	2	5	6	0	170	170	170
S2	3	1	7	4	2	5	6	0	70	70	70
S1	3	1	7	4	2	6	5	0	170	170	170
S2	3	1	7	4	2	6	5	0	70	70	70
S1	3	1	7	4	5	2	6	0	170	170	170
S2	3	1	7	4	5	2	6	0	70	70	70
S1	3	1	7	4	5	6	2	0	170	170	170
S2	3	1	7	4	5	6	2	0	70	70	70
S1	3	1	7	4	6	2	5	0	170	170	170
S2	3	1	7	4	6	2	5	0	70	70	70
S1	3	1	7	4	6	5	2	0	170	170	170
S2	3	1	7	4	6	5	2	0	70	70	70
S1	3	1	7	5	2	4	6	0	170	170	170
S2	3	1	7	5	2	4	6	0	70	70	70
S1	3	1	7	5	2	6	4	0	170	170	170
S2	3	1	7	5	2	6	4	0	70	70	70
S1	3	1	7	5	4	2	6	0	170	170	170
S2	3	1	7	5	4	2	6	0	70	70	70
S1	3	1	7	5	4	6	2	0	170	170	170
S2	3	1	7	5	4	6	2	0	70	70	70
S1	3	1	7	5	6	2	4	0	170	170	170
S2	3	1	7	5	6	2	4	0	70	70	70
S1	3	1	7	5	6	4	2	0	170	170	170
S2	3	1	7	5	6	4	2	0	70	70	70
S1	3	1	7	6	2	4	5	0	170	170	170
S2	3	1	7	6	2	4	5	0	70	70	70
S1	3	1	7	6	2	5	4	0	170	170	170
S2	3	1	7	6	2	5	4	0	70	70	70
S1	3	1	7	6	4	2	5	0	170	170	170
S2	3	1	7	6	4	2	5	0	70	70	70
S1	3	1	7	6	4	5	2	0	170	170	170
S2	3	1	7	6	4	5	2	0	70	70	70
S1	3	1	7	6	5	2	4	0	170	170	170
S2	3	1	7	6	5	2	4	0	70	70	70
S1	3	1	7	6	5	4	2	0	170	170	170
S2	3	1	7	6	5	4	2	0	70	70	70
S1	3	2	1	4	5	6	7	0	70	70	70
S2	3	2	1	4	5	6	7	0	120	120	120
S1	3	2	1	4	5	7	6	0	70	70	70
S2	3	2	1	4	5	7	6	0	120	120	120
S1	3	2	1	4	6	5	7	0	70	70	70
S2	3	2	1	4	6	5	7	0	120	120	120
S1	3	2	1	4	6	7	5	0	70	70	70
S2	3	2	1	4	6	7	5	0	120	120	120
S1	3	2	1	4	7	5	6	0	70	70	70
S2	3	2	1	4	7	5	6	0	120	120	120
S1	3	2	1	4	7	6	5	0	70	70	70
S2	3	2	1	4	7	6	5	0	120	120	120
S1	3	2	1	5	4	6	7	0	70	70	70
S2	3	2	1	5	4	6	7	0	120	120	120
S1	3	2	1	5	4	7	6	0	70	70	70
S2	3	2	1	5	4	7	6	0	120	120	120
S1	3	2	1	5	6	4	7	0	70	70	70
S2	3	2	1	5	6	4	7	0	120	120	120
S1	3	2	1	5	6	7	4	0	70	70	70
S2	3	2	1	5	6	7	4	0	120	120	120
S1	3	2	1	5	7	4	6	0	70	70	70
S2	3	2	1	5	7	4	6	0	120	120	120
S1	3	2	1	5	7	6	4	0	70	70	70
S2	3	2	1	5	7	6	4	0	120	120	120
S1	3	2	1	6	4	5	7	0	70	70	70
S2	3	2	1	6	4	5	7	0	120	120	120
S1	3	2	1	6	4	7	5	0	70	70	70
S2	3	2	1	6	4	7	5	0	120	120	120
S1	3	2	1	6	5	4	7	0	70	70	70
S2	3	2	1	6	5	4	7	0	120	120	120
S1	3	2	1	6	5	7	4	0	70	70	70
S2	3	2	1	6	5	7	4	0	120	120	120
S1	3	2	1	6	7	4	5	0	70	70	70
S2	3	2	1	6	7	4	5	0	120	120	120
S1	3	2	1	6	7	5	4	0	70	70	70
S2	3	2	1	6	7	5	4	0	120	120	120
S1	3	2	1	7	4	5	6	0	70	70	70
S2	3	2	1	7	4	5	6	0	120	120	120
S1	3	2	1	7	4	6	5	0	70	70	70
S2	3	2	1	7	4	6	5	0	120	120	120
S1	3	2	1	7	5	4	6	0	70	70	70
S2	3	2	1	7	5	4	6	0	120	120	120
S1	3	2	1	7	5	6	4	0	70	70	70
S2	3	2	1	7	5	6	4	0	120	120	120
S1	3	2	1	7	6	4	5	0	70	70	70
S2	3	2	1	7	6	4	5	0	120	120	120
S1	3	2	1	7	6	5	4	0	70	70	70
S2	3	2	1	7	6	5	4	0	120	120	120
S1	3	2	4	1	5	6	7	0	90	80	90
S2	3	2	4	1	5	6	7	0	120	120	120
S1	3	2	4	1	5	7	6	0	90	80	90
S2	3	2	4	1	5	7	6	0	120	120	120
S1	3	2	4	1	6	5	7	0	90	80	90
S2	3	2	4	1	6	5	7	0	120	120	120
S1	3	2	4	1	6	7	5	0	90	80	90
S2	3	2	4	1	6	7	5	0	120	120	120
S1	3	2	4	1	7	5	6	0	90	80	90
S2	3	2	4	1	7	5	6	0	120	120	120
S1	3	2	4	1	7	6	5	0	90	80	90
S2	3	2	4	1	7	6	5	0	120	120	120
S1	3	2	4	5	1	6	7	0	80	80	80
S2	3	2	4	5	1	6	7	0	120	120	120
S1	3	2	4	5	1	7	6	0	80	80	80
S2	3	2	4	5	1	7	6	0	120	120	120
S1	3	2	4	5	6	1	7	0	80	80	80
S2	3	2	4	5	6	1	7	0	120	120	120
S1	3	2	4	5	6	7	1	0	80	80	80
S2	3	2	4	5	6	7	1	0	120	120	120
S1	3	2	4	5	7	1	6	0	80	80	80
S2	3	2	4	5	7	1	6	0	120	120	120
S1	3	2	4	5	7	6	1	0	80	80	80
S2	3	2	4	5	7	6	1	0	120	120	120
S1	3	2	4	6	1	5	7	0	80	80	80
S2	3	2	4	6	1	5	7	0	120	120	120
S1	3	2	4	6	1	7	5	0	80	80	80
S2	3	2	4	6	1	7	5	0	120	120	120
S1	3	2	4	6	5	1	7	0	80	80	80
S2	3	2	4	6	5	1	7	0	120	120	120
S1	3	2	4	6	5	7	1	0	80	80	80
S2	3	2	4	6	5	7	1	0	120	120	120
S1	3	2	4	6	7	1	5	0	80	80	80
S2	3	2	4	6	7	1	5	0	120	120	120
S1	3	2	4	6	7	5	1	0	80	80	80
S2	3	2	4	6	7	5	1	0	120	120	120
S1	3	2	4	7	1	5	6	0	80	80	80
S2	3	2	4	7	1	5	6	0	120	120	120
S1	3	2	4	7	1	6	5	0	80	80	80
S2	3	2	4	7	1	6	5	0	120	120	120
S1	3	2	4	7	5	1	6	0	80	80	80
S2	3	2	4	7	5	1	6	0	120	120	120
S1	3	2	4	7	5	6	1	0	80	80	80
S2	3	2	4	7	5	6	1	0	120	120	120
S1	3	2	4	7	6	1	5	0	80	80	80
S2	3	2	4	7	6	1	5	0	120	120	120
S1	3	2	4	7	6	5	1	0	80	80	80
S2	3	2	4	7	6	5	1	0	120	120	120
S1	3	2	5	1	4	6	7	0	100	90	116
S2	3	2	5	1	4	6	7	0	120	120	120
S1	3	2	5	1	4	7	6	0	100	90	116
S2	3	2	5	1	4	7	6	0	120	120	120
S1	3	2	5	1	6	4	7	0	100	93	103
S2	3	2	5	1	6	4	7	0	120	120	120
S1	3	2	5	1	6	7	4	0	100	97	103
S2	3	2	5	1	6	7	4	0	120	120	120
S1	3	2	5	1	7	4	6	0	100	93	103
S2	3	2	5	1	7	4	6	0	120	120	120
S1	3	2	5	1	7	6	4	0	100	97	103
S2	3	2	5	1	7	6	4	0	120	120	120
S1	3	2	5	4	1	6	7	0	100	90	116
S2	3	2	5	4	1	6	7	0	120	120	120
S1	3	2	5	4	1	7	6	0	100	90	116
S2	3	2	5	4	1	7	6	0	120	120	120
S1	3	2	5	4	6	1	7	0	100	93	103
S2	3	2	5	4	6	1	7	0	120	120	120
S1	3	2	5	4	6	7	1	0	100	97	103
S2	3	2	5	4	6	7	1	0	120	120	120
S1	3	2	5	4	7	1	6	0	100	93	103
S2	3	2	5	4	7	1	6	0	120	120	120
S1	3	2	5	4	7	6	1	0	100	97	103
S2	3	2	5	4	7	6	1	0	120	120	120
S1	3	2	5	6	1	4	7	0	90	80	90
S2	3	2	5	6	1	4	7	0	120	120	120
S1	3	2	5	6	1	7	4	0	90	80	90
S2	3	2	5	6	1	7	4	0	120	120	120
S1	3	2	5	6	4	1	7	0	90	80	90
S2	3	2	5	6	4	1	7	0	120	120	120
S1	3	2	5	6	4	7	1	0	90	80	90
S2	3	2	5	6	4	7	1	0	120	120	120
S1	3	2	5	6	7	1	4	0	90	80	90
S2	3	2	5	6	7	1	4	0	120	120	120
S1	3	2	5	6	7	4	1	0	90	80	90
S2	3	2	5	6	7	4	1	0	120	120	120
S1	3	2	5	7	1	4	6	0	90	80	90
S2	3	2	5	7	1	4	6	0	120	120	120
S1	3	2	5	7	1	6	4	0	90	80	90
S2	3	2	5	7	1	6	4	0	120	120	120
S1	3	2	5	7	4	1	6	0	90	80	90
S2	3	2	5	7	4	1	6	0	120	120	120
S1	3	2	5	7	4	6	1	0	90	80	90
S2	3	2	5	7	4	6	1	0	120	120	120
S1	3	2	5	7	6	1	4	0	90	80	90
S2	3	2	5	7	6	1	4	0	120	120	120
S1	3	2	5	7	6	4	1	0	90	80	90
S2	3	2	5	7	6	4	1	0	120	120	120
S1	3	2	6	1	4	5	7	0	110	110	146
S2	3	2	6	1	4	5	7	0	120	120	120
S1	3	2	6	1	4	7	5	0	110	110	126
S2	3	2	6	1	4	7	5	0	120	120	120
S1	3	2	6	1	5	4	7	0	110	110	146
S2	3	2	6	1	5	4	7	0	120	120	120
S1	3	2	6	1	5	7	4	0	110	110	126
S2	3	2	6	1	5	7	4	0	120	120	120
S1	3	2	6	1	7	4	5	0	110	110	113
S2	3	2	6	1	7	4	5	0	120	120	120
S1	3	2	6	1	7	5	4	0	110	110	113
S2	3	2	6	1	7	5	4	0	120	120	120
S1	3	2	6	4	1	5	7	0	110	110	146
S2	3	2	6	4	1	5	7	0	120	120	120
S1	3	2	6	4	1	7	5	0	110	110	126
S2	3	2	6	4	1	7	5	0	120	120	120
S1	3	2	6	4	5	1	7	0	110	110	146
S2	3	2	6	4	5	1	7	0	120	120	120
S1	3	2	6	4	5	7	1	0	110	110	126
S2	3	2	6	4	5	7	1	0	120	120	120
S1	3	2	6	4	7	1	5	0	110	110	113
S2	3	2	6	4	7	1	5	0	120	120	120
S1	3	2	6	4	7	5	1	0	110	110	113
S2	3	2	6	4	7	5	1	0	120	120	120
S1	3	2	6	5	1	4	7	0	110	110	146
S2	3	2	6	5	1	4	7	0	120	120	120
S1	3	2	6	5	1	7	4	0	110	110	126
S2	3	2	6	5	1	7	4	0	120	120	120
S1	3	2	6	5	4	1	7	0	110	110	146
S2	3	2	6	5	4	1	7	0	120	120	120
S1	3	2	6	5	4	7	1	0	110	110	126
S2	3	2	6	5	4	7	1	0	120	120	120
S1	3	2	6	5	7	1	4	0	110	110	113
S2	3	2	6	5	7	1	4	0	120	120	120
S1	3	2	6	5	7	4	1	0	110	110	113
S2	3	2	6	5	7	4	1	0	120	120	120
S1	3	2	6	7	1	4	5	0	100	80	100
S2	3	2	6	7	1	4	5	0	120	120	120
S1	3	2	6	7	1	5	4	0	100	80	100
S2	3	2	6	7	1	5	4	0	120	120	120
S1	3	2	6	7	4	1	5	0	100	80	100
S2	3	2	6	7	4	1	5	0	120	120	120
S1	3	2	6	7	4	5	1	0	100	80	100
S2	3	2	6	7	4	5	1	0	120	120	120
S1	3	2	6	7	5	1	4	0	100	80	100
S2	3	2	6	7	5	1	4	0	120	120	120
S1	3	2	6	7	5	4	1	0	100	80	100
S2	3	2	6	7	5	4	1	0	120	120	120
S1	3	2	7	1	4	5	6	0	170	170	170
S2	3	2	7	1	4	5	6	0	70	70	70
S1	3	2	7	1	4	6	5	0	170	170	170
S2	3	2	7	1	4	6	5	0	70	70	70
S1	3	2	7	1	5	4	6	0	170	170	170
S2	3	2	7	1	5	4	6	0	70	70	70
S1	3	2	7	1	5	6	4	0	170	170	170
S2	3	2	7	1	5	6	4	0	70	70	70
S1	3	2	7	1	6	4	5	0	170	170	170
S2	3	2	7	1	6	4	5	0	70	70	70
S1	3	2	7	1	6	5	4	0	170	170	170
S2	3	2	7	1	6	5	4	0	70	70	70
S1	3	2	7	4	1	5	6	0	170	170	170
S2	3	2	7	4	1	5	6	0	70	70	70
S1	3	2	7	4	1	6	5	0	170	170	170
S2	3	2	7	4	1	6	5	0	70	70	70
S1	3	2	7	4	5	1	6	0	170	170	170
S2	3	2	7	4	5	1	6	0	70	70	70
S1	3	2	7	4	5	6	1	0	170	170	170
S2	3	2	7	4	5	6	1	0	70	70	70
S1	3	2	7	4	6	1	5	0	170	170	170
S2	3	2	7	4	6	1	5	0	70	70	70
S1	3	2	7	4	6	5	1	0	170	170	170
S2	3	2	7	4	6	5	1	0	70	70	70
S1	3	2	7	5	1	4	6	0	170	170	170
S2	3	2	7	5	1	4	6	0	70	70	70
S1	3	2	7	5	1	6	4	0	170	170	170
S2	3	2	7	5	1	6	4	0	70	70	70
S1	3	2	7	5	4	1	6	0	170	170	170
S2	3	2	7	5	4	1	6	0	70	70	70
S1	3	2	7	5	4	6	1	0	170	170	170
S2	3	2	7	5	4	6	1	0	70	70	70
S1	3	2	7	5	6	1	4	0	170	170	170
S2	3	2	7	5	6	1	4	0	70	70	70
