Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
2	15197	True	13	50	0	2	0	model-15197.graphml	UNSCHED	9.680114908999997
2	15198	True	13	50	0	2	0	model-15198.graphml	UNSCHED	4.322860308999964
2	15199	True	13	50	0	2	0	model-15199.graphml	UNSCHED	10.44339628399996
2	15200	True	13	50	0	2	0	model-15200.graphml	UNSCHED	0.7064472519999754
2	15201	True	13	60	0	2	0	model-15201.graphml	UNSCHED	5.288805934999971
2	15202	True	13	60	0	2	0	model-15202.graphml	UNSCHED	2.517515107999998
2	15203	True	13	60	0	2	0	model-15203.graphml	UNSCHED	0.8615405989999658
2	15204	True	13	60	0	2	0	model-15204.graphml	UNSCHED	0.2378072249999832
2	15205	True	13	60	0	2	0	model-15205.graphml	UNSCHED	0.46834242099998846
2	15206	True	13	60	0	2	0	model-15206.graphml	UNSCHED	0.5736537139999882
2	15207	True	13	60	0	2	0	model-15207.graphml	UNSCHED	0.37739960099997916
2	15208	True	13	60	0	2	0	model-15208.graphml	UNSCHED	2.318357778999996
2	15209	True	13	60	0	2	0	model-15209.graphml	UNSCHED	0.8587562299999831
2	15210	True	13	60	0	2	0	model-15210.graphml	UNSCHED	2.7342395450000367
2	15211	True	13	70	0	2	0	model-15211.graphml	UNSCHED	1.7363328059999503
2	15212	True	13	70	0	2	0	model-15212.graphml	UNSCHED	0.2700821700000233
2	15213	True	13	70	0	2	0	model-15213.graphml	UNSCHED	0.13555860100001382
2	15214	True	13	70	0	2	0	model-15214.graphml	UNSCHED	1.7424841089999745
2	15215	True	13	70	0	2	0	model-15215.graphml	UNSCHED	3.260432494999975
2	15216	True	13	70	0	2	0	model-15216.graphml	UNSCHED	2.525190412000029
2	15217	True	13	70	0	2	0	model-15217.graphml	UNSCHED	0.9031064239999864
2	15218	True	13	70	0	2	0	model-15218.graphml	UNSCHED	2.122410642000034
2	15219	True	13	70	0	2	0	model-15219.graphml	UNSCHED	2.544792912000048
2	15220	True	13	70	0	2	0	model-15220.graphml	UNSCHED	1.880534167999997
