Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
2	223	False	13	60	0	2	1	model-223.graphml	UNSCHED	0.7674564840001494
2	224	False	13	60	0	2	1	model-224.graphml	UNSCHED	3.523919463999846
2	225	False	13	60	0	2	1	model-225.graphml	UNSCHED	6.540165638999952
2	226	False	13	60	0	2	1	model-226.graphml	UNSCHED	2.9371350670000993
2	227	False	13	60	0	2	1	model-227.graphml	UNSCHED	2.9501244159998805
2	228	False	13	60	0	2	1	model-228.graphml	UNSCHED	1.7941375049999806
2	229	False	13	60	0	2	1	model-229.graphml	UNSCHED	1.2979024520000166
2	230	False	13	60	0	2	1	model-230.graphml	UNSCHED	4.388157508999939
2	231	False	13	70	0	2	1	model-231.graphml	UNSCHED	0.20427979300006882
2	232	False	13	70	0	2	1	model-232.graphml	UNSCHED	0.6704459749998932
2	233	False	13	70	0	2	1	model-233.graphml	UNSCHED	0.3798533080000652
2	234	False	13	70	0	2	1	model-234.graphml	UNSCHED	0.45837416299991673
2	235	False	13	70	0	2	1	model-235.graphml	UNSCHED	1.5480725339998571
2	236	False	13	70	0	2	1	model-236.graphml	UNSCHED	0.3625670279998303
2	237	False	13	70	0	2	1	model-237.graphml	UNSCHED	0.31876375499996357
2	238	False	13	70	0	2	1	model-238.graphml	UNSCHED	1.2553130809999402
2	239	False	13	70	0	2	1	model-239.graphml	UNSCHED	2.3895060370000465
2	240	False	13	70	0	2	1	model-240.graphml	UNSCHED	1.8829839429999993
2	241	False	13	80	0	2	1	model-241.graphml	UNSCHED	0.2024092209999253
2	242	False	13	80	0	2	1	model-242.graphml	UNSCHED	0.19025579899994227
2	243	False	13	80	0	2	1	model-243.graphml	UNSCHED	0.18696102500007328
2	244	False	13	80	0	2	1	model-244.graphml	UNSCHED	0.23491319300001123
2	245	False	13	80	0	2	1	model-245.graphml	UNSCHED	1.7641568740000366
2	246	False	13	80	0	2	1	model-246.graphml	UNSCHED	0.23416751500008104
2	247	False	13	80	0	2	1	model-247.graphml	UNSCHED	0.19001751399991917
2	248	False	13	80	0	2	1	model-248.graphml	UNSCHED	0.1886329310000292
2	249	False	13	80	0	2	1	model-249.graphml	UNSCHED	4.984962330000144
2	250	False	13	80	0	2	1	model-250.graphml	UNSCHED	2.4118410870000844
2	251	False	13	90	0	2	1	model-251.graphml	UNSCHED	0.5957741899999291
2	252	False	13	90	0	2	1	model-252.graphml	UNSCHED	0.520270051000125
2	253	False	13	90	0	2	1	model-253.graphml	UNSCHED	0.22035130200015374
2	254	False	13	90	0	2	1	model-254.graphml	UNSCHED	0.13600407099988843
2	255	False	13	90	0	2	1	model-255.graphml	UNSCHED	0.2996720009998626
2	256	False	13	90	0	2	1	model-256.graphml	UNSCHED	0.3160453499999676
2	257	False	13	90	0	2	1	model-257.graphml	UNSCHED	0.15638887000000068
2	258	False	13	90	0	2	1	model-258.graphml	UNSCHED	1.043468442999938
2	259	False	13	90	0	2	1	model-259.graphml	UNSCHED	0.1862238730000172
2	260	False	13	90	0	2	1	model-260.graphml	UNSCHED	1.0304766880001353
2	261	False	13	95	0	2	1	model-261.graphml	UNSCHED	0.18118759799995132
2	262	False	13	95	0	2	1	model-262.graphml	UNSCHED	0.40874881500008087
2	263	False	13	95	0	2	1	model-263.graphml	UNSCHED	0.25979391900000337
2	264	False	13	95	0	2	1	model-264.graphml	UNSCHED	0.7306295549999504
2	265	False	13	95	0	2	1	model-265.graphml	UNSCHED	0.4146369999998569
2	266	False	13	95	0	2	1	model-266.graphml	UNSCHED	0.5748918210001648
2	267	False	13	95	0	2	1	model-267.graphml	UNSCHED	0.6590617669999119
2	268	False	13	95	0	2	1	model-268.graphml	UNSCHED	0.12388048999991952
2	269	False	13	95	0	2	1	model-269.graphml	UNSCHED	0.21944396300000335
2	270	False	13	95	0	2	1	model-270.graphml	UNSCHED	0.18047922599998856
2	271	False	13	98	0	2	1	model-271.graphml	UNSCHED	0.1493669389999468
2	272	False	13	98	0	2	1	model-272.graphml	UNSCHED	0.5380458950000957
2	273	False	13	98	0	2	1	model-273.graphml	UNSCHED	0.1555980319999435
2	274	False	13	98	0	2	1	model-274.graphml	UNSCHED	0.30301733800001784
2	275	False	13	98	0	2	1	model-275.graphml	UNSCHED	0.35287058700009766
2	276	False	13	98	0	2	1	model-276.graphml	UNSCHED	0.3768872140001349
2	277	False	13	98	0	2	1	model-277.graphml	UNSCHED	0.3966887730000508
2	278	False	13	98	0	2	1	model-278.graphml	UNSCHED	0.9975904119999086
2	279	False	13	98	0	2	1	model-279.graphml	UNSCHED	0.4965178680001827
2	280	False	13	98	0	2	1	model-280.graphml	UNSCHED	0.27127651699993294
1	281	False	13	50	0	2	2	model-281.graphml	UNSCHED	56.482755286000156
1	282	False	13	50	0	2	2	model-282.graphml	UNSCHED	43.17199245199981
1	283	False	13	50	0	2	2	model-283.graphml	UNSCHED	9.185934653000004
1	284	False	13	50	0	2	2	model-284.graphml	UNSCHED	11.361854643000015
1	285	False	13	50	0	2	2	model-285.graphml	UNSCHED	10.398733180999898
1	286	False	13	50	0	2	2	model-286.graphml	UNSCHED	27.398918190999893
1	287	False	13	50	0	2	2	model-287.graphml	UNSCHED	9.71315920699999
1	288	False	13	50	0	2	2	model-288.graphml	UNSCHED	32.817989175999855
1	289	False	13	50	0	2	2	model-289.graphml	UNSCHED	21.225444143999994
1	290	False	13	50	0	2	2	model-290.graphml	UNSCHED	13.350614053000072
1	291	False	13	60	0	2	2	model-291.graphml	UNSCHED	22.96839273599994
1	292	False	13	60	0	2	2	model-292.graphml	UNSCHED	5.013035239000146
1	293	False	13	60	0	2	2	model-293.graphml	UNSCHED	4.311085877999858
1	294	False	13	60	0	2	2	model-294.graphml	UNSCHED	3.7165743610000845
1	295	False	13	60	0	2	2	model-295.graphml	UNSCHED	14.061184017000187
1	296	False	13	60	0	2	2	model-296.graphml	UNSCHED	4.270749227000124
1	297	False	13	60	0	2	2	model-297.graphml	UNSCHED	25.513822681999955
1	298	False	13	60	0	2	2	model-298.graphml	UNSCHED	11.74662384300018
1	299	False	13	60	0	2	2	model-299.graphml	UNSCHED	24.263009053999895
1	300	False	13	60	0	2	2	model-300.graphml	UNSCHED	4.326983770999959
1	301	False	13	70	0	2	2	model-301.graphml	UNSCHED	19.434325714999886
1	302	False	13	70	0	2	2	model-302.graphml	UNSCHED	2.4691630639999858
1	303	False	13	70	0	2	2	model-303.graphml	UNSCHED	2.3056076249999933
1	304	False	13	70	0	2	2	model-304.graphml	UNSCHED	4.09101541400014
1	305	False	13	70	0	2	2	model-305.graphml	UNSCHED	1.9842614870001398
1	306	False	13	70	0	2	2	model-306.graphml	UNSCHED	3.0305520499998693
1	307	False	13	70	0	2	2	model-307.graphml	UNSCHED	18.50993259500001
1	308	False	13	70	0	2	2	model-308.graphml	UNSCHED	1.6468797560000894
1	309	False	13	70	0	2	2	model-309.graphml	UNSCHED	0.7774862119999852
1	310	False	13	70	0	2	2	model-310.graphml	UNSCHED	6.639856046999967
1	311	False	13	80	0	2	2	model-311.graphml	UNSCHED	3.6433942450000814
1	312	False	13	80	0	2	2	model-312.graphml	UNSCHED	4.408152018999999
1	313	False	13	80	0	2	2	model-313.graphml	UNSCHED	1.1381806409999626
1	314	False	13	80	0	2	2	model-314.graphml	UNSCHED	2.715887398000177
1	315	False	13	80	0	2	2	model-315.graphml	UNSCHED	1.6295065079998494
1	316	False	13	80	0	2	2	model-316.graphml	UNSCHED	1.7443689039998844
1	317	False	13	80	0	2	2	model-317.graphml	UNSCHED	2.03563516600002
1	318	False	13	80	0	2	2	model-318.graphml	UNSCHED	4.427665114999854
1	319	False	13	80	0	2	2	model-319.graphml	UNSCHED	2.327977922999935
1	320	False	13	80	0	2	2	model-320.graphml	UNSCHED	0.4940363610000986
1	321	False	13	90	0	2	2	model-321.graphml	UNSCHED	1.370321039999908
1	322	False	13	90	0	2	2	model-322.graphml	UNSCHED	0.22125880900011907
1	323	False	13	90	0	2	2	model-323.graphml	UNSCHED	1.240817270999969
1	324	False	13	90	0	2	2	model-324.graphml	UNSCHED	0.6617892159999883
1	325	False	13	90	0	2	2	model-325.graphml	UNSCHED	0.219672398000057
1	326	False	13	90	0	2	2	model-326.graphml	UNSCHED	0.6578620360000969
1	327	False	13	90	0	2	2	model-327.graphml	UNSCHED	4.048221888000171
1	328	False	13	90	0	2	2	model-328.graphml	UNSCHED	0.9170885009998528
1	329	False	13	90	0	2	2	model-329.graphml	UNSCHED	1.5512307250000958
1	330	False	13	90	0	2	2	model-330.graphml	UNSCHED	1.7371066410000822
1	331	False	13	95	0	2	2	model-331.graphml	UNSCHED	0.4930916559999332
1	332	False	13	95	0	2	2	model-332.graphml	UNSCHED	0.6393886300002123
1	333	False	13	95	0	2	2	model-333.graphml	UNSCHED	1.890224499000169
1	334	False	13	95	0	2	2	model-334.graphml	UNSCHED	0.5880783009999959
1	335	False	13	95	0	2	2	model-335.graphml	UNSCHED	0.4511919610001769
1	336	False	13	95	0	2	2	model-336.graphml	UNSCHED	0.4652093509998849
1	337	False	13	95	0	2	2	model-337.graphml	UNSCHED	1.0611301550000007
1	338	False	13	95	0	2	2	model-338.graphml	UNSCHED	0.43477732199994534
1	339	False	13	95	0	2	2	model-339.graphml	UNSCHED	1.6278151890001027
1	340	False	13	95	0	2	2	model-340.graphml	UNSCHED	4.557372978999865
1	341	False	13	98	0	2	2	model-341.graphml	UNSCHED	2.0974660049998874
1	342	False	13	98	0	2	2	model-342.graphml	UNSCHED	0.5365633870001147
1	343	False	13	98	0	2	2	model-343.graphml	UNSCHED	0.3829061469998578
1	344	False	13	98	0	2	2	model-344.graphml	UNSCHED	4.68316733100005
1	345	False	13	98	0	2	2	model-345.graphml	UNSCHED	0.3730114560000857
1	346	False	13	98	0	2	2	model-346.graphml	UNSCHED	0.3555582989999948
1	347	False	13	98	0	2	2	model-347.graphml	UNSCHED	3.6801774749999367
1	348	False	13	98	0	2	2	model-348.graphml	UNSCHED	1.342980394000051
1	349	False	13	98	0	2	2	model-349.graphml	UNSCHED	0.25896964099979414
1	350	False	13	98	0	2	2	model-350.graphml	UNSCHED	0.2585714099998313
