Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	Uniform
t25	7	1	3	6	5	2	4	360
t39	7	1	3	6	5	2	4	110
t17	7	1	3	6	5	2	4	210
t25	7	1	3	6	5	4	2	360
t39	7	1	3	6	5	4	2	110
t17	7	1	3	6	5	4	2	210
t25	7	1	4	2	3	5	6	360
t39	7	1	4	2	3	5	6	150
t17	7	1	4	2	3	5	6	210
t25	7	1	4	2	3	6	5	340
t39	7	1	4	2	3	6	5	150
t17	7	1	4	2	3	6	5	210
t25	7	1	4	2	5	3	6	360
t39	7	1	4	2	5	3	6	150
t17	7	1	4	2	5	3	6	210
t25	7	1	4	2	5	6	3	270
t39	7	1	4	2	5	6	3	150
t17	7	1	4	2	5	6	3	210
t25	7	1	4	2	6	3	5	290
t39	7	1	4	2	6	3	5	150
t17	7	1	4	2	6	3	5	210
t25	7	1	4	2	6	5	3	270
t39	7	1	4	2	6	5	3	150
t17	7	1	4	2	6	5	3	210
t25	7	1	4	3	2	5	6	360
t39	7	1	4	3	2	5	6	150
t17	7	1	4	3	2	5	6	210
t25	7	1	4	3	2	6	5	340
t39	7	1	4	3	2	6	5	150
t17	7	1	4	3	2	6	5	210
t25	7	1	4	3	5	2	6	360
t39	7	1	4	3	5	2	6	150
t17	7	1	4	3	5	2	6	210
t25	7	1	4	3	5	6	2	270
t39	7	1	4	3	5	6	2	150
t17	7	1	4	3	5	6	2	210
t25	7	1	4	3	6	2	5	290
t39	7	1	4	3	6	2	5	150
t17	7	1	4	3	6	2	5	210
t25	7	1	4	3	6	5	2	270
t39	7	1	4	3	6	5	2	150
t17	7	1	4	3	6	5	2	210
t25	7	1	4	5	2	3	6	360
t39	7	1	4	5	2	3	6	150
t17	7	1	4	5	2	3	6	210
t25	7	1	4	5	2	6	3	340
t39	7	1	4	5	2	6	3	150
t17	7	1	4	5	2	6	3	210
t25	7	1	4	5	3	2	6	360
t39	7	1	4	5	3	2	6	150
t17	7	1	4	5	3	2	6	210
t25	7	1	4	5	3	6	2	340
t39	7	1	4	5	3	6	2	150
t17	7	1	4	5	3	6	2	210
t25	7	1	4	5	6	2	3	290
t39	7	1	4	5	6	2	3	150
t17	7	1	4	5	6	2	3	210
t25	7	1	4	5	6	3	2	290
t39	7	1	4	5	6	3	2	150
t17	7	1	4	5	6	3	2	210
t25	7	1	4	6	2	3	5	360
t39	7	1	4	6	2	3	5	110
t17	7	1	4	6	2	3	5	210
t25	7	1	4	6	2	5	3	360
t39	7	1	4	6	2	5	3	110
t17	7	1	4	6	2	5	3	210
t25	7	1	4	6	3	2	5	360
t39	7	1	4	6	3	2	5	110
t17	7	1	4	6	3	2	5	210
t25	7	1	4	6	3	5	2	360
t39	7	1	4	6	3	5	2	110
t17	7	1	4	6	3	5	2	210
t25	7	1	4	6	5	2	3	360
t39	7	1	4	6	5	2	3	110
t17	7	1	4	6	5	2	3	210
t25	7	1	4	6	5	3	2	360
t39	7	1	4	6	5	3	2	110
t17	7	1	4	6	5	3	2	210
t25	7	1	5	2	3	4	6	360
t39	7	1	5	2	3	4	6	150
t17	7	1	5	2	3	4	6	210
t25	7	1	5	2	3	6	4	340
t39	7	1	5	2	3	6	4	150
t17	7	1	5	2	3	6	4	210
t25	7	1	5	2	4	3	6	360
t39	7	1	5	2	4	3	6	150
t17	7	1	5	2	4	3	6	210
t25	7	1	5	2	4	6	3	340
t39	7	1	5	2	4	6	3	150
t17	7	1	5	2	4	6	3	210
t25	7	1	5	2	6	3	4	290
t39	7	1	5	2	6	3	4	150
t17	7	1	5	2	6	3	4	210
t25	7	1	5	2	6	4	3	290
t39	7	1	5	2	6	4	3	150
t17	7	1	5	2	6	4	3	210
t25	7	1	5	3	2	4	6	360
t39	7	1	5	3	2	4	6	150
t17	7	1	5	3	2	4	6	210
t25	7	1	5	3	2	6	4	340
t39	7	1	5	3	2	6	4	150
t17	7	1	5	3	2	6	4	210
t25	7	1	5	3	4	2	6	360
t39	7	1	5	3	4	2	6	150
t17	7	1	5	3	4	2	6	210
t25	7	1	5	3	4	6	2	340
t39	7	1	5	3	4	6	2	150
t17	7	1	5	3	4	6	2	210
t25	7	1	5	3	6	2	4	290
t39	7	1	5	3	6	2	4	150
t17	7	1	5	3	6	2	4	210
t25	7	1	5	3	6	4	2	290
t39	7	1	5	3	6	4	2	150
t17	7	1	5	3	6	4	2	210
t25	7	1	5	4	2	3	6	360
t39	7	1	5	4	2	3	6	150
t17	7	1	5	4	2	3	6	210
t25	7	1	5	4	2	6	3	340
t39	7	1	5	4	2	6	3	150
t17	7	1	5	4	2	6	3	210
t25	7	1	5	4	3	2	6	360
t39	7	1	5	4	3	2	6	150
t17	7	1	5	4	3	2	6	210
t25	7	1	5	4	3	6	2	340
t39	7	1	5	4	3	6	2	150
t17	7	1	5	4	3	6	2	210
t25	7	1	5	4	6	2	3	290
t39	7	1	5	4	6	2	3	150
t17	7	1	5	4	6	2	3	210
t25	7	1	5	4	6	3	2	290
t39	7	1	5	4	6	3	2	150
t17	7	1	5	4	6	3	2	210
t25	7	1	5	6	2	3	4	360
t39	7	1	5	6	2	3	4	100
t17	7	1	5	6	2	3	4	210
t25	7	1	5	6	2	4	3	360
t39	7	1	5	6	2	4	3	100
t17	7	1	5	6	2	4	3	210
t25	7	1	5	6	3	2	4	360
t39	7	1	5	6	3	2	4	100
t17	7	1	5	6	3	2	4	210
t25	7	1	5	6	3	4	2	360
t39	7	1	5	6	3	4	2	100
t17	7	1	5	6	3	4	2	210
t25	7	1	5	6	4	2	3	360
t39	7	1	5	6	4	2	3	100
t17	7	1	5	6	4	2	3	210
t25	7	1	5	6	4	3	2	360
t39	7	1	5	6	4	3	2	100
t17	7	1	5	6	4	3	2	210
t25	7	1	6	2	3	4	5	360
t39	7	1	6	2	3	4	5	120
t17	7	1	6	2	3	4	5	210
t25	7	1	6	2	3	5	4	360
t39	7	1	6	2	3	5	4	120
t17	7	1	6	2	3	5	4	210
t25	7	1	6	2	4	3	5	360
t39	7	1	6	2	4	3	5	120
t17	7	1	6	2	4	3	5	210
t25	7	1	6	2	4	5	3	360
t39	7	1	6	2	4	5	3	120
t17	7	1	6	2	4	5	3	210
t25	7	1	6	2	5	3	4	360
t39	7	1	6	2	5	3	4	120
t17	7	1	6	2	5	3	4	210
t25	7	1	6	2	5	4	3	360
t39	7	1	6	2	5	4	3	120
t17	7	1	6	2	5	4	3	210
t25	7	1	6	3	2	4	5	360
t39	7	1	6	3	2	4	5	120
t17	7	1	6	3	2	4	5	210
t25	7	1	6	3	2	5	4	360
t39	7	1	6	3	2	5	4	120
t17	7	1	6	3	2	5	4	210
t25	7	1	6	3	4	2	5	360
t39	7	1	6	3	4	2	5	120
t17	7	1	6	3	4	2	5	210
t25	7	1	6	3	4	5	2	360
t39	7	1	6	3	4	5	2	120
t17	7	1	6	3	4	5	2	210
t25	7	1	6	3	5	2	4	360
t39	7	1	6	3	5	2	4	120
t17	7	1	6	3	5	2	4	210
t25	7	1	6	3	5	4	2	360
t39	7	1	6	3	5	4	2	120
t17	7	1	6	3	5	4	2	210
t25	7	1	6	4	2	3	5	360
t39	7	1	6	4	2	3	5	120
t17	7	1	6	4	2	3	5	210
t25	7	1	6	4	2	5	3	360
t39	7	1	6	4	2	5	3	120
t17	7	1	6	4	2	5	3	210
t25	7	1	6	4	3	2	5	360
t39	7	1	6	4	3	2	5	120
t17	7	1	6	4	3	2	5	210
t25	7	1	6	4	3	5	2	360
t39	7	1	6	4	3	5	2	120
t17	7	1	6	4	3	5	2	210
t25	7	1	6	4	5	2	3	360
t39	7	1	6	4	5	2	3	120
t17	7	1	6	4	5	2	3	210
t25	7	1	6	4	5	3	2	360
t39	7	1	6	4	5	3	2	120
t17	7	1	6	4	5	3	2	210
t25	7	1	6	5	2	3	4	360
t39	7	1	6	5	2	3	4	100
t17	7	1	6	5	2	3	4	210
t25	7	1	6	5	2	4	3	360
t39	7	1	6	5	2	4	3	100
t17	7	1	6	5	2	4	3	210
t25	7	1	6	5	3	2	4	360
t39	7	1	6	5	3	2	4	100
t17	7	1	6	5	3	2	4	210
t25	7	1	6	5	3	4	2	360
t39	7	1	6	5	3	4	2	100
t17	7	1	6	5	3	4	2	210
t25	7	1	6	5	4	2	3	360
t39	7	1	6	5	4	2	3	100
t17	7	1	6	5	4	2	3	210
t25	7	1	6	5	4	3	2	360
t39	7	1	6	5	4	3	2	100
t17	7	1	6	5	4	3	2	210
t25	7	2	1	3	4	5	6	360
t39	7	2	1	3	4	5	6	150
t17	7	2	1	3	4	5	6	210
t25	7	2	1	3	4	6	5	340
t39	7	2	1	3	4	6	5	150
t17	7	2	1	3	4	6	5	210
t25	7	2	1	3	5	4	6	360
t39	7	2	1	3	5	4	6	150
t17	7	2	1	3	5	4	6	210
t25	7	2	1	3	5	6	4	270
t39	7	2	1	3	5	6	4	150
t17	7	2	1	3	5	6	4	210
t25	7	2	1	3	6	4	5	290
t39	7	2	1	3	6	4	5	150
t17	7	2	1	3	6	4	5	210
t25	7	2	1	3	6	5	4	270
t39	7	2	1	3	6	5	4	150
t17	7	2	1	3	6	5	4	210
t25	7	2	1	4	3	5	6	360
t39	7	2	1	4	3	5	6	150
t17	7	2	1	4	3	5	6	210
t25	7	2	1	4	3	6	5	340
t39	7	2	1	4	3	6	5	150
t17	7	2	1	4	3	6	5	210
t25	7	2	1	4	5	3	6	360
t39	7	2	1	4	5	3	6	150
t17	7	2	1	4	5	3	6	210
t25	7	2	1	4	5	6	3	270
t39	7	2	1	4	5	6	3	150
t17	7	2	1	4	5	6	3	210
t25	7	2	1	4	6	3	5	290
t39	7	2	1	4	6	3	5	150
t17	7	2	1	4	6	3	5	210
t25	7	2	1	4	6	5	3	270
t39	7	2	1	4	6	5	3	150
t17	7	2	1	4	6	5	3	210
t25	7	2	1	5	3	4	6	360
t39	7	2	1	5	3	4	6	150
t17	7	2	1	5	3	4	6	210
t25	7	2	1	5	3	6	4	340
t39	7	2	1	5	3	6	4	150
t17	7	2	1	5	3	6	4	210
t25	7	2	1	5	4	3	6	360
t39	7	2	1	5	4	3	6	150
t17	7	2	1	5	4	3	6	210
t25	7	2	1	5	4	6	3	340
t39	7	2	1	5	4	6	3	150
t17	7	2	1	5	4	6	3	210
t25	7	2	1	5	6	3	4	290
t39	7	2	1	5	6	3	4	150
t17	7	2	1	5	6	3	4	210
t25	7	2	1	5	6	4	3	290
t39	7	2	1	5	6	4	3	150
t17	7	2	1	5	6	4	3	210
t25	7	2	1	6	3	4	5	360
t39	7	2	1	6	3	4	5	110
t17	7	2	1	6	3	4	5	210
t25	7	2	1	6	3	5	4	360
t39	7	2	1	6	3	5	4	110
t17	7	2	1	6	3	5	4	210
t25	7	2	1	6	4	3	5	360
t39	7	2	1	6	4	3	5	110
t17	7	2	1	6	4	3	5	210
t25	7	2	1	6	4	5	3	360
t39	7	2	1	6	4	5	3	110
t17	7	2	1	6	4	5	3	210
t25	7	2	1	6	5	3	4	360
t39	7	2	1	6	5	3	4	110
t17	7	2	1	6	5	3	4	210
t25	7	2	1	6	5	4	3	360
t39	7	2	1	6	5	4	3	110
t17	7	2	1	6	5	4	3	210
t25	7	2	3	1	4	5	6	360
t39	7	2	3	1	4	5	6	150
t17	7	2	3	1	4	5	6	210
t25	7	2	3	1	4	6	5	340
t39	7	2	3	1	4	6	5	150
t17	7	2	3	1	4	6	5	210
t25	7	2	3	1	5	4	6	360
t39	7	2	3	1	5	4	6	150
t17	7	2	3	1	5	4	6	210
t25	7	2	3	1	5	6	4	270
t39	7	2	3	1	5	6	4	150
t17	7	2	3	1	5	6	4	210
t25	7	2	3	1	6	4	5	290
t39	7	2	3	1	6	4	5	150
t17	7	2	3	1	6	4	5	210
t25	7	2	3	1	6	5	4	270
t39	7	2	3	1	6	5	4	150
t17	7	2	3	1	6	5	4	210
t25	7	2	3	4	1	5	6	360
t39	7	2	3	4	1	5	6	150
t17	7	2	3	4	1	5	6	210
t25	7	2	3	4	1	6	5	340
t39	7	2	3	4	1	6	5	150
t17	7	2	3	4	1	6	5	210
t25	7	2	3	4	5	1	6	360
t39	7	2	3	4	5	1	6	150
t17	7	2	3	4	5	1	6	210
t25	7	2	3	4	5	6	1	270
t39	7	2	3	4	5	6	1	150
t17	7	2	3	4	5	6	1	210
t25	7	2	3	4	6	1	5	290
t39	7	2	3	4	6	1	5	150
t17	7	2	3	4	6	1	5	210
t25	7	2	3	4	6	5	1	270
t39	7	2	3	4	6	5	1	150
t17	7	2	3	4	6	5	1	210
t25	7	2	3	5	1	4	6	360
t39	7	2	3	5	1	4	6	150
t17	7	2	3	5	1	4	6	210
t25	7	2	3	5	1	6	4	340
t39	7	2	3	5	1	6	4	150
t17	7	2	3	5	1	6	4	210
t25	7	2	3	5	4	1	6	360
t39	7	2	3	5	4	1	6	150
t17	7	2	3	5	4	1	6	210
t25	7	2	3	5	4	6	1	340
t39	7	2	3	5	4	6	1	150
t17	7	2	3	5	4	6	1	210
t25	7	2	3	5	6	1	4	290
t39	7	2	3	5	6	1	4	150
t17	7	2	3	5	6	1	4	210
t25	7	2	3	5	6	4	1	290
t39	7	2	3	5	6	4	1	150
t17	7	2	3	5	6	4	1	210
t25	7	2	3	6	1	4	5	360
t39	7	2	3	6	1	4	5	110
t17	7	2	3	6	1	4	5	210
t25	7	2	3	6	1	5	4	360
t39	7	2	3	6	1	5	4	110
t17	7	2	3	6	1	5	4	210
t25	7	2	3	6	4	1	5	360
t39	7	2	3	6	4	1	5	110
t17	7	2	3	6	4	1	5	210
t25	7	2	3	6	4	5	1	360
t39	7	2	3	6	4	5	1	110
t17	7	2	3	6	4	5	1	210
t25	7	2	3	6	5	1	4	360
t39	7	2	3	6	5	1	4	110
t17	7	2	3	6	5	1	4	210
t25	7	2	3	6	5	4	1	360
t39	7	2	3	6	5	4	1	110
t17	7	2	3	6	5	4	1	210
t25	7	2	4	1	3	5	6	360
t39	7	2	4	1	3	5	6	150
t17	7	2	4	1	3	5	6	210
t25	7	2	4	1	3	6	5	340
t39	7	2	4	1	3	6	5	150
t17	7	2	4	1	3	6	5	210
t25	7	2	4	1	5	3	6	360
t39	7	2	4	1	5	3	6	150
t17	7	2	4	1	5	3	6	210
t25	7	2	4	1	5	6	3	270
t39	7	2	4	1	5	6	3	150
t17	7	2	4	1	5	6	3	210
t25	7	2	4	1	6	3	5	290
t39	7	2	4	1	6	3	5	150
t17	7	2	4	1	6	3	5	210
t25	7	2	4	1	6	5	3	270
t39	7	2	4	1	6	5	3	150
t17	7	2	4	1	6	5	3	210
t25	7	2	4	3	1	5	6	360
t39	7	2	4	3	1	5	6	150
t17	7	2	4	3	1	5	6	210
t25	7	2	4	3	1	6	5	340
t39	7	2	4	3	1	6	5	150
t17	7	2	4	3	1	6	5	210
t25	7	2	4	3	5	1	6	360
t39	7	2	4	3	5	1	6	150
t17	7	2	4	3	5	1	6	210
t25	7	2	4	3	5	6	1	270
t39	7	2	4	3	5	6	1	150
t17	7	2	4	3	5	6	1	210
t25	7	2	4	3	6	1	5	290
t39	7	2	4	3	6	1	5	150
t17	7	2	4	3	6	1	5	210
t25	7	2	4	3	6	5	1	270
t39	7	2	4	3	6	5	1	150
t17	7	2	4	3	6	5	1	210
t25	7	2	4	5	1	3	6	360
t39	7	2	4	5	1	3	6	150
t17	7	2	4	5	1	3	6	210
t25	7	2	4	5	1	6	3	340
t39	7	2	4	5	1	6	3	150
t17	7	2	4	5	1	6	3	210
t25	7	2	4	5	3	1	6	360
t39	7	2	4	5	3	1	6	150
t17	7	2	4	5	3	1	6	210
t25	7	2	4	5	3	6	1	340
t39	7	2	4	5	3	6	1	150
t17	7	2	4	5	3	6	1	210
t25	7	2	4	5	6	1	3	290
t39	7	2	4	5	6	1	3	150
t17	7	2	4	5	6	1	3	210
t25	7	2	4	5	6	3	1	290
t39	7	2	4	5	6	3	1	150
t17	7	2	4	5	6	3	1	210
t25	7	2	4	6	1	3	5	360
t39	7	2	4	6	1	3	5	110
t17	7	2	4	6	1	3	5	210
t25	7	2	4	6	1	5	3	360
t39	7	2	4	6	1	5	3	110
t17	7	2	4	6	1	5	3	210
t25	7	2	4	6	3	1	5	360
t39	7	2	4	6	3	1	5	110
t17	7	2	4	6	3	1	5	210
t25	7	2	4	6	3	5	1	360
t39	7	2	4	6	3	5	1	110
t17	7	2	4	6	3	5	1	210
t25	7	2	4	6	5	1	3	360
t39	7	2	4	6	5	1	3	110
t17	7	2	4	6	5	1	3	210
t25	7	2	4	6	5	3	1	360
t39	7	2	4	6	5	3	1	110
t17	7	2	4	6	5	3	1	210
t25	7	2	5	1	3	4	6	360
t39	7	2	5	1	3	4	6	150
t17	7	2	5	1	3	4	6	210
t25	7	2	5	1	3	6	4	340
t39	7	2	5	1	3	6	4	150
t17	7	2	5	1	3	6	4	210
t25	7	2	5	1	4	3	6	360
t39	7	2	5	1	4	3	6	150
t17	7	2	5	1	4	3	6	210
t25	7	2	5	1	4	6	3	340
t39	7	2	5	1	4	6	3	150
t17	7	2	5	1	4	6	3	210
t25	7	2	5	1	6	3	4	290
t39	7	2	5	1	6	3	4	150
t17	7	2	5	1	6	3	4	210
t25	7	2	5	1	6	4	3	290
t39	7	2	5	1	6	4	3	150
t17	7	2	5	1	6	4	3	210
t25	7	2	5	3	1	4	6	360
t39	7	2	5	3	1	4	6	150
t17	7	2	5	3	1	4	6	210
t25	7	2	5	3	1	6	4	340
t39	7	2	5	3	1	6	4	150
t17	7	2	5	3	1	6	4	210
t25	7	2	5	3	4	1	6	360
t39	7	2	5	3	4	1	6	150
t17	7	2	5	3	4	1	6	210
t25	7	2	5	3	4	6	1	340
t39	7	2	5	3	4	6	1	150
t17	7	2	5	3	4	6	1	210
t25	7	2	5	3	6	1	4	290
t39	7	2	5	3	6	1	4	150
t17	7	2	5	3	6	1	4	210
t25	7	2	5	3	6	4	1	290
t39	7	2	5	3	6	4	1	150
t17	7	2	5	3	6	4	1	210
t25	7	2	5	4	1	3	6	360
t39	7	2	5	4	1	3	6	150
t17	7	2	5	4	1	3	6	210
t25	7	2	5	4	1	6	3	340
t39	7	2	5	4	1	6	3	150
t17	7	2	5	4	1	6	3	210
t25	7	2	5	4	3	1	6	360
t39	7	2	5	4	3	1	6	150
t17	7	2	5	4	3	1	6	210
t25	7	2	5	4	3	6	1	340
t39	7	2	5	4	3	6	1	150
t17	7	2	5	4	3	6	1	210
t25	7	2	5	4	6	1	3	290
t39	7	2	5	4	6	1	3	150
t17	7	2	5	4	6	1	3	210
t25	7	2	5	4	6	3	1	290
t39	7	2	5	4	6	3	1	150
t17	7	2	5	4	6	3	1	210
t25	7	2	5	6	1	3	4	360
t39	7	2	5	6	1	3	4	100
t17	7	2	5	6	1	3	4	210
t25	7	2	5	6	1	4	3	360
t39	7	2	5	6	1	4	3	100
t17	7	2	5	6	1	4	3	210
t25	7	2	5	6	3	1	4	360
t39	7	2	5	6	3	1	4	100
t17	7	2	5	6	3	1	4	210
t25	7	2	5	6	3	4	1	360
t39	7	2	5	6	3	4	1	100
t17	7	2	5	6	3	4	1	210
t25	7	2	5	6	4	1	3	360
t39	7	2	5	6	4	1	3	100
t17	7	2	5	6	4	1	3	210
t25	7	2	5	6	4	3	1	360
t39	7	2	5	6	4	3	1	100
t17	7	2	5	6	4	3	1	210
t25	7	2	6	1	3	4	5	360
t39	7	2	6	1	3	4	5	120
t17	7	2	6	1	3	4	5	210
t25	7	2	6	1	3	5	4	360
t39	7	2	6	1	3	5	4	120
t17	7	2	6	1	3	5	4	210
t25	7	2	6	1	4	3	5	360
t39	7	2	6	1	4	3	5	120
t17	7	2	6	1	4	3	5	210
t25	7	2	6	1	4	5	3	360
t39	7	2	6	1	4	5	3	120
t17	7	2	6	1	4	5	3	210
t25	7	2	6	1	5	3	4	360
t39	7	2	6	1	5	3	4	120
t17	7	2	6	1	5	3	4	210
t25	7	2	6	1	5	4	3	360
t39	7	2	6	1	5	4	3	120
t17	7	2	6	1	5	4	3	210
t25	7	2	6	3	1	4	5	360
t39	7	2	6	3	1	4	5	120
t17	7	2	6	3	1	4	5	210
t25	7	2	6	3	1	5	4	360
t39	7	2	6	3	1	5	4	120
t17	7	2	6	3	1	5	4	210
t25	7	2	6	3	4	1	5	360
t39	7	2	6	3	4	1	5	120
t17	7	2	6	3	4	1	5	210
t25	7	2	6	3	4	5	1	360
t39	7	2	6	3	4	5	1	120
t17	7	2	6	3	4	5	1	210
t25	7	2	6	3	5	1	4	360
t39	7	2	6	3	5	1	4	120
t17	7	2	6	3	5	1	4	210
t25	7	2	6	3	5	4	1	360
t39	7	2	6	3	5	4	1	120
t17	7	2	6	3	5	4	1	210
t25	7	2	6	4	1	3	5	360
t39	7	2	6	4	1	3	5	120
t17	7	2	6	4	1	3	5	210
t25	7	2	6	4	1	5	3	360
t39	7	2	6	4	1	5	3	120
t17	7	2	6	4	1	5	3	210
t25	7	2	6	4	3	1	5	360
t39	7	2	6	4	3	1	5	120
t17	7	2	6	4	3	1	5	210
t25	7	2	6	4	3	5	1	360
t39	7	2	6	4	3	5	1	120
t17	7	2	6	4	3	5	1	210
t25	7	2	6	4	5	1	3	360
t39	7	2	6	4	5	1	3	120
t17	7	2	6	4	5	1	3	210
t25	7	2	6	4	5	3	1	360
t39	7	2	6	4	5	3	1	120
t17	7	2	6	4	5	3	1	210
t25	7	2	6	5	1	3	4	360
t39	7	2	6	5	1	3	4	100
t17	7	2	6	5	1	3	4	210
t25	7	2	6	5	1	4	3	360
t39	7	2	6	5	1	4	3	100
t17	7	2	6	5	1	4	3	210
t25	7	2	6	5	3	1	4	360
t39	7	2	6	5	3	1	4	100
t17	7	2	6	5	3	1	4	210
t25	7	2	6	5	3	4	1	360
t39	7	2	6	5	3	4	1	100
t17	7	2	6	5	3	4	1	210
t25	7	2	6	5	4	1	3	360
t39	7	2	6	5	4	1	3	100
t17	7	2	6	5	4	1	3	210
t25	7	2	6	5	4	3	1	360
t39	7	2	6	5	4	3	1	100
t17	7	2	6	5	4	3	1	210
t25	7	3	1	2	4	5	6	360
t39	7	3	1	2	4	5	6	150
t17	7	3	1	2	4	5	6	210
t25	7	3	1	2	4	6	5	340
t39	7	3	1	2	4	6	5	150
t17	7	3	1	2	4	6	5	210
t25	7	3	1	2	5	4	6	360
t39	7	3	1	2	5	4	6	150
t17	7	3	1	2	5	4	6	210
t25	7	3	1	2	5	6	4	270
t39	7	3	1	2	5	6	4	150
t17	7	3	1	2	5	6	4	210
t25	7	3	1	2	6	4	5	290
t39	7	3	1	2	6	4	5	150
t17	7	3	1	2	6	4	5	210
t25	7	3	1	2	6	5	4	270
t39	7	3	1	2	6	5	4	150
t17	7	3	1	2	6	5	4	210
t25	7	3	1	4	2	5	6	360
t39	7	3	1	4	2	5	6	150
t17	7	3	1	4	2	5	6	210
t25	7	3	1	4	2	6	5	340
t39	7	3	1	4	2	6	5	150
t17	7	3	1	4	2	6	5	210
t25	7	3	1	4	5	2	6	360
t39	7	3	1	4	5	2	6	150
t17	7	3	1	4	5	2	6	210
t25	7	3	1	4	5	6	2	270
t39	7	3	1	4	5	6	2	150
t17	7	3	1	4	5	6	2	210
t25	7	3	1	4	6	2	5	290
t39	7	3	1	4	6	2	5	150
t17	7	3	1	4	6	2	5	210
t25	7	3	1	4	6	5	2	270
t39	7	3	1	4	6	5	2	150
t17	7	3	1	4	6	5	2	210
t25	7	3	1	5	2	4	6	360
t39	7	3	1	5	2	4	6	150
t17	7	3	1	5	2	4	6	210
t25	7	3	1	5	2	6	4	340
t39	7	3	1	5	2	6	4	150
t17	7	3	1	5	2	6	4	210
t25	7	3	1	5	4	2	6	360
t39	7	3	1	5	4	2	6	150
t17	7	3	1	5	4	2	6	210
t25	7	3	1	5	4	6	2	340
t39	7	3	1	5	4	6	2	150
t17	7	3	1	5	4	6	2	210
t25	7	3	1	5	6	2	4	290
t39	7	3	1	5	6	2	4	150
t17	7	3	1	5	6	2	4	210
t25	7	3	1	5	6	4	2	290
t39	7	3	1	5	6	4	2	150
t17	7	3	1	5	6	4	2	210
t25	7	3	1	6	2	4	5	360
t39	7	3	1	6	2	4	5	110
t17	7	3	1	6	2	4	5	210
t25	7	3	1	6	2	5	4	360
t39	7	3	1	6	2	5	4	110
t17	7	3	1	6	2	5	4	210
t25	7	3	1	6	4	2	5	360
t39	7	3	1	6	4	2	5	110
t17	7	3	1	6	4	2	5	210
t25	7	3	1	6	4	5	2	360
t39	7	3	1	6	4	5	2	110
t17	7	3	1	6	4	5	2	210
t25	7	3	1	6	5	2	4	360
t39	7	3	1	6	5	2	4	110
t17	7	3	1	6	5	2	4	210
t25	7	3	1	6	5	4	2	360
t39	7	3	1	6	5	4	2	110
t17	7	3	1	6	5	4	2	210
t25	7	3	2	1	4	5	6	360
t39	7	3	2	1	4	5	6	150
t17	7	3	2	1	4	5	6	210
t25	7	3	2	1	4	6	5	340
t39	7	3	2	1	4	6	5	150
t17	7	3	2	1	4	6	5	210
t25	7	3	2	1	5	4	6	360
t39	7	3	2	1	5	4	6	150
t17	7	3	2	1	5	4	6	210
t25	7	3	2	1	5	6	4	270
t39	7	3	2	1	5	6	4	150
t17	7	3	2	1	5	6	4	210
t25	7	3	2	1	6	4	5	290
t39	7	3	2	1	6	4	5	150
t17	7	3	2	1	6	4	5	210
t25	7	3	2	1	6	5	4	270
t39	7	3	2	1	6	5	4	150
t17	7	3	2	1	6	5	4	210
t25	7	3	2	4	1	5	6	360
t39	7	3	2	4	1	5	6	150
t17	7	3	2	4	1	5	6	210
t25	7	3	2	4	1	6	5	340
t39	7	3	2	4	1	6	5	150
t17	7	3	2	4	1	6	5	210
t25	7	3	2	4	5	1	6	360
t39	7	3	2	4	5	1	6	150
t17	7	3	2	4	5	1	6	210
t25	7	3	2	4	5	6	1	270
t39	7	3	2	4	5	6	1	150
t17	7	3	2	4	5	6	1	210
t25	7	3	2	4	6	1	5	290
t39	7	3	2	4	6	1	5	150
t17	7	3	2	4	6	1	5	210
t25	7	3	2	4	6	5	1	270
t39	7	3	2	4	6	5	1	150
t17	7	3	2	4	6	5	1	210
t25	7	3	2	5	1	4	6	360
t39	7	3	2	5	1	4	6	150
t17	7	3	2	5	1	4	6	210
t25	7	3	2	5	1	6	4	340
t39	7	3	2	5	1	6	4	150
t17	7	3	2	5	1	6	4	210
t25	7	3	2	5	4	1	6	360
t39	7	3	2	5	4	1	6	150
t17	7	3	2	5	4	1	6	210
t25	7	3	2	5	4	6	1	340
t39	7	3	2	5	4	6	1	150
t17	7	3	2	5	4	6	1	210
t25	7	3	2	5	6	1	4	290
t39	7	3	2	5	6	1	4	150
t17	7	3	2	5	6	1	4	210
t25	7	3	2	5	6	4	1	290
t39	7	3	2	5	6	4	1	150
t17	7	3	2	5	6	4	1	210
t25	7	3	2	6	1	4	5	360
t39	7	3	2	6	1	4	5	110
t17	7	3	2	6	1	4	5	210
t25	7	3	2	6	1	5	4	360
t39	7	3	2	6	1	5	4	110
t17	7	3	2	6	1	5	4	210
t25	7	3	2	6	4	1	5	360
t39	7	3	2	6	4	1	5	110
t17	7	3	2	6	4	1	5	210
t25	7	3	2	6	4	5	1	360
t39	7	3	2	6	4	5	1	110
t17	7	3	2	6	4	5	1	210
t25	7	3	2	6	5	1	4	360
t39	7	3	2	6	5	1	4	110
t17	7	3	2	6	5	1	4	210
t25	7	3	2	6	5	4	1	360
t39	7	3	2	6	5	4	1	110
t17	7	3	2	6	5	4	1	210
t25	7	3	4	1	2	5	6	360
t39	7	3	4	1	2	5	6	150
t17	7	3	4	1	2	5	6	210
t25	7	3	4	1	2	6	5	340
t39	7	3	4	1	2	6	5	150
t17	7	3	4	1	2	6	5	210
t25	7	3	4	1	5	2	6	360
t39	7	3	4	1	5	2	6	150
