Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	Uniform
t25	4	1	5	3	7	6	2	230
t39	4	1	5	3	7	6	2	210
t17	4	1	5	3	7	6	2	100
t25	4	1	5	6	2	3	7	420
t39	4	1	5	6	2	3	7	210
t17	4	1	5	6	2	3	7	210
t25	4	1	5	6	2	7	3	350
t39	4	1	5	6	2	7	3	210
t17	4	1	5	6	2	7	3	150
t25	4	1	5	6	3	2	7	420
t39	4	1	5	6	3	2	7	210
t17	4	1	5	6	3	2	7	210
t25	4	1	5	6	3	7	2	350
t39	4	1	5	6	3	7	2	210
t17	4	1	5	6	3	7	2	150
t25	4	1	5	6	7	2	3	250
t39	4	1	5	6	7	2	3	210
t17	4	1	5	6	7	2	3	100
t25	4	1	5	6	7	3	2	250
t39	4	1	5	6	7	3	2	210
t17	4	1	5	6	7	3	2	100
t25	4	1	5	7	2	3	6	390
t39	4	1	5	7	2	3	6	180
t17	4	1	5	7	2	3	6	180
t25	4	1	5	7	2	6	3	360
t39	4	1	5	7	2	6	3	180
t17	4	1	5	7	2	6	3	150
t25	4	1	5	7	3	2	6	390
t39	4	1	5	7	3	2	6	180
t17	4	1	5	7	3	2	6	180
t25	4	1	5	7	3	6	2	360
t39	4	1	5	7	3	6	2	180
t17	4	1	5	7	3	6	2	150
t25	4	1	5	7	6	2	3	310
t39	4	1	5	7	6	2	3	180
t17	4	1	5	7	6	2	3	100
t25	4	1	5	7	6	3	2	310
t39	4	1	5	7	6	3	2	180
t17	4	1	5	7	6	3	2	100
t25	4	1	6	2	3	5	7	420
t39	4	1	6	2	3	5	7	210
t17	4	1	6	2	3	5	7	210
t25	4	1	6	2	3	7	5	350
t39	4	1	6	2	3	7	5	210
t17	4	1	6	2	3	7	5	150
t25	4	1	6	2	5	3	7	420
t39	4	1	6	2	5	3	7	210
t17	4	1	6	2	5	3	7	210
t25	4	1	6	2	5	7	3	300
t39	4	1	6	2	5	7	3	210
t17	4	1	6	2	5	7	3	100
t25	4	1	6	2	7	3	5	250
t39	4	1	6	2	7	3	5	210
t17	4	1	6	2	7	3	5	100
t25	4	1	6	2	7	5	3	250
t39	4	1	6	2	7	5	3	210
t17	4	1	6	2	7	5	3	100
t25	4	1	6	3	2	5	7	420
t39	4	1	6	3	2	5	7	210
t17	4	1	6	3	2	5	7	210
t25	4	1	6	3	2	7	5	350
t39	4	1	6	3	2	7	5	210
t17	4	1	6	3	2	7	5	150
t25	4	1	6	3	5	2	7	420
t39	4	1	6	3	5	2	7	210
t17	4	1	6	3	5	2	7	210
t25	4	1	6	3	5	7	2	300
t39	4	1	6	3	5	7	2	210
t17	4	1	6	3	5	7	2	100
t25	4	1	6	3	7	2	5	250
t39	4	1	6	3	7	2	5	210
t17	4	1	6	3	7	2	5	100
t25	4	1	6	3	7	5	2	250
t39	4	1	6	3	7	5	2	210
t17	4	1	6	3	7	5	2	100
t25	4	1	6	5	2	3	7	420
t39	4	1	6	5	2	3	7	210
t17	4	1	6	5	2	3	7	210
t25	4	1	6	5	2	7	3	350
t39	4	1	6	5	2	7	3	210
t17	4	1	6	5	2	7	3	150
t25	4	1	6	5	3	2	7	420
t39	4	1	6	5	3	2	7	210
t17	4	1	6	5	3	2	7	210
t25	4	1	6	5	3	7	2	350
t39	4	1	6	5	3	7	2	210
t17	4	1	6	5	3	7	2	150
t25	4	1	6	5	7	2	3	250
t39	4	1	6	5	7	2	3	210
t17	4	1	6	5	7	2	3	100
t25	4	1	6	5	7	3	2	250
t39	4	1	6	5	7	3	2	210
t17	4	1	6	5	7	3	2	100
t25	4	1	6	7	2	3	5	380
t39	4	1	6	7	2	3	5	170
t17	4	1	6	7	2	3	5	170
t25	4	1	6	7	2	5	3	360
t39	4	1	6	7	2	5	3	170
t17	4	1	6	7	2	5	3	150
t25	4	1	6	7	3	2	5	380
t39	4	1	6	7	3	2	5	170
t17	4	1	6	7	3	2	5	170
t25	4	1	6	7	3	5	2	360
t39	4	1	6	7	3	5	2	170
t17	4	1	6	7	3	5	2	150
t25	4	1	6	7	5	2	3	310
t39	4	1	6	7	5	2	3	170
t17	4	1	6	7	5	2	3	100
t25	4	1	6	7	5	3	2	310
t39	4	1	6	7	5	3	2	170
t17	4	1	6	7	5	3	2	100
t25	4	1	7	2	3	5	6	400
t39	4	1	7	2	3	5	6	190
t17	4	1	7	2	3	5	6	190
t25	4	1	7	2	3	6	5	360
t39	4	1	7	2	3	6	5	190
t17	4	1	7	2	3	6	5	150
t25	4	1	7	2	5	3	6	400
t39	4	1	7	2	5	3	6	190
t17	4	1	7	2	5	3	6	190
t25	4	1	7	2	5	6	3	310
t39	4	1	7	2	5	6	3	190
t17	4	1	7	2	5	6	3	100
t25	4	1	7	2	6	3	5	310
t39	4	1	7	2	6	3	5	190
t17	4	1	7	2	6	3	5	100
t25	4	1	7	2	6	5	3	310
t39	4	1	7	2	6	5	3	190
t17	4	1	7	2	6	5	3	100
t25	4	1	7	3	2	5	6	400
t39	4	1	7	3	2	5	6	190
t17	4	1	7	3	2	5	6	190
t25	4	1	7	3	2	6	5	360
t39	4	1	7	3	2	6	5	190
t17	4	1	7	3	2	6	5	150
t25	4	1	7	3	5	2	6	400
t39	4	1	7	3	5	2	6	190
t17	4	1	7	3	5	2	6	190
t25	4	1	7	3	5	6	2	310
t39	4	1	7	3	5	6	2	190
t17	4	1	7	3	5	6	2	100
t25	4	1	7	3	6	2	5	310
t39	4	1	7	3	6	2	5	190
t17	4	1	7	3	6	2	5	100
t25	4	1	7	3	6	5	2	310
t39	4	1	7	3	6	5	2	190
t17	4	1	7	3	6	5	2	100
t25	4	1	7	5	2	3	6	400
t39	4	1	7	5	2	3	6	190
t17	4	1	7	5	2	3	6	190
t25	4	1	7	5	2	6	3	360
t39	4	1	7	5	2	6	3	190
t17	4	1	7	5	2	6	3	150
t25	4	1	7	5	3	2	6	400
t39	4	1	7	5	3	2	6	190
t17	4	1	7	5	3	2	6	190
t25	4	1	7	5	3	6	2	360
t39	4	1	7	5	3	6	2	190
t17	4	1	7	5	3	6	2	150
t25	4	1	7	5	6	2	3	310
t39	4	1	7	5	6	2	3	190
t17	4	1	7	5	6	2	3	100
t25	4	1	7	5	6	3	2	310
t39	4	1	7	5	6	3	2	190
t17	4	1	7	5	6	3	2	100
t25	4	1	7	6	2	3	5	380
t39	4	1	7	6	2	3	5	170
t17	4	1	7	6	2	3	5	170
t25	4	1	7	6	2	5	3	360
t39	4	1	7	6	2	5	3	170
t17	4	1	7	6	2	5	3	150
t25	4	1	7	6	3	2	5	380
t39	4	1	7	6	3	2	5	170
t17	4	1	7	6	3	2	5	170
t25	4	1	7	6	3	5	2	360
t39	4	1	7	6	3	5	2	170
t17	4	1	7	6	3	5	2	150
t25	4	1	7	6	5	2	3	310
t39	4	1	7	6	5	2	3	170
t17	4	1	7	6	5	2	3	100
t25	4	1	7	6	5	3	2	310
t39	4	1	7	6	5	3	2	170
t17	4	1	7	6	5	3	2	100
t25	4	2	1	3	5	6	7	420
t39	4	2	1	3	5	6	7	210
t17	4	2	1	3	5	6	7	210
t25	4	2	1	3	5	7	6	400
t39	4	2	1	3	5	7	6	210
t17	4	2	1	3	5	7	6	200
t25	4	2	1	3	6	5	7	420
t39	4	2	1	3	6	5	7	210
t17	4	2	1	3	6	5	7	210
t25	4	2	1	3	6	7	5	260
t39	4	2	1	3	6	7	5	210
t17	4	2	1	3	6	7	5	130
t25	4	2	1	3	7	5	6	300
t39	4	2	1	3	7	5	6	210
t17	4	2	1	3	7	5	6	150
t25	4	2	1	3	7	6	5	260
t39	4	2	1	3	7	6	5	210
t17	4	2	1	3	7	6	5	130
t25	4	2	1	5	3	6	7	420
t39	4	2	1	5	3	6	7	210
t17	4	2	1	5	3	6	7	210
t25	4	2	1	5	3	7	6	400
t39	4	2	1	5	3	7	6	210
t17	4	2	1	5	3	7	6	200
t25	4	2	1	5	6	3	7	420
t39	4	2	1	5	6	3	7	210
t17	4	2	1	5	6	3	7	210
t25	4	2	1	5	6	7	3	220
t39	4	2	1	5	6	7	3	210
t17	4	2	1	5	6	7	3	90
t25	4	2	1	5	7	3	6	300
t39	4	2	1	5	7	3	6	210
t17	4	2	1	5	7	3	6	150
t25	4	2	1	5	7	6	3	220
t39	4	2	1	5	7	6	3	210
t17	4	2	1	5	7	6	3	90
t25	4	2	1	6	3	5	7	420
t39	4	2	1	6	3	5	7	210
t17	4	2	1	6	3	5	7	210
t25	4	2	1	6	3	7	5	360
t39	4	2	1	6	3	7	5	210
t17	4	2	1	6	3	7	5	160
t25	4	2	1	6	5	3	7	420
t39	4	2	1	6	5	3	7	210
t17	4	2	1	6	5	3	7	210
t25	4	2	1	6	5	7	3	290
t39	4	2	1	6	5	7	3	210
t17	4	2	1	6	5	7	3	90
t25	4	2	1	6	7	3	5	260
t39	4	2	1	6	7	3	5	210
t17	4	2	1	6	7	3	5	110
t25	4	2	1	6	7	5	3	240
t39	4	2	1	6	7	5	3	210
t17	4	2	1	6	7	5	3	90
t25	4	2	1	7	3	5	6	390
t39	4	2	1	7	3	5	6	180
t17	4	2	1	7	3	5	6	180
t25	4	2	1	7	3	6	5	370
t39	4	2	1	7	3	6	5	180
t17	4	2	1	7	3	6	5	160
t25	4	2	1	7	5	3	6	390
t39	4	2	1	7	5	3	6	180
t17	4	2	1	7	5	3	6	180
t25	4	2	1	7	5	6	3	300
t39	4	2	1	7	5	6	3	180
t17	4	2	1	7	5	6	3	90
t25	4	2	1	7	6	3	5	320
t39	4	2	1	7	6	3	5	180
t17	4	2	1	7	6	3	5	110
t25	4	2	1	7	6	5	3	300
t39	4	2	1	7	6	5	3	180
t17	4	2	1	7	6	5	3	90
t25	4	2	3	1	5	6	7	420
t39	4	2	3	1	5	6	7	210
t17	4	2	3	1	5	6	7	210
t25	4	2	3	1	5	7	6	400
t39	4	2	3	1	5	7	6	210
t17	4	2	3	1	5	7	6	200
t25	4	2	3	1	6	5	7	420
t39	4	2	3	1	6	5	7	210
t17	4	2	3	1	6	5	7	210
t25	4	2	3	1	6	7	5	260
t39	4	2	3	1	6	7	5	210
t17	4	2	3	1	6	7	5	130
t25	4	2	3	1	7	5	6	300
t39	4	2	3	1	7	5	6	210
t17	4	2	3	1	7	5	6	150
t25	4	2	3	1	7	6	5	260
t39	4	2	3	1	7	6	5	210
t17	4	2	3	1	7	6	5	130
t25	4	2	3	5	1	6	7	420
t39	4	2	3	5	1	6	7	210
t17	4	2	3	5	1	6	7	210
t25	4	2	3	5	1	7	6	400
t39	4	2	3	5	1	7	6	210
t17	4	2	3	5	1	7	6	200
t25	4	2	3	5	6	1	7	420
t39	4	2	3	5	6	1	7	210
t17	4	2	3	5	6	1	7	210
t25	4	2	3	5	6	7	1	220
t39	4	2	3	5	6	7	1	210
t17	4	2	3	5	6	7	1	90
t25	4	2	3	5	7	1	6	300
t39	4	2	3	5	7	1	6	210
t17	4	2	3	5	7	1	6	150
t25	4	2	3	5	7	6	1	220
t39	4	2	3	5	7	6	1	210
t17	4	2	3	5	7	6	1	90
t25	4	2	3	6	1	5	7	420
t39	4	2	3	6	1	5	7	210
t17	4	2	3	6	1	5	7	210
t25	4	2	3	6	1	7	5	360
t39	4	2	3	6	1	7	5	210
t17	4	2	3	6	1	7	5	160
t25	4	2	3	6	5	1	7	420
t39	4	2	3	6	5	1	7	210
t17	4	2	3	6	5	1	7	210
t25	4	2	3	6	5	7	1	290
t39	4	2	3	6	5	7	1	210
t17	4	2	3	6	5	7	1	90
t25	4	2	3	6	7	1	5	260
t39	4	2	3	6	7	1	5	210
t17	4	2	3	6	7	1	5	110
t25	4	2	3	6	7	5	1	240
t39	4	2	3	6	7	5	1	210
t17	4	2	3	6	7	5	1	90
t25	4	2	3	7	1	5	6	390
t39	4	2	3	7	1	5	6	180
t17	4	2	3	7	1	5	6	180
t25	4	2	3	7	1	6	5	370
t39	4	2	3	7	1	6	5	180
t17	4	2	3	7	1	6	5	160
t25	4	2	3	7	5	1	6	390
t39	4	2	3	7	5	1	6	180
t17	4	2	3	7	5	1	6	180
t25	4	2	3	7	5	6	1	300
t39	4	2	3	7	5	6	1	180
t17	4	2	3	7	5	6	1	90
t25	4	2	3	7	6	1	5	320
t39	4	2	3	7	6	1	5	180
t17	4	2	3	7	6	1	5	110
t25	4	2	3	7	6	5	1	300
t39	4	2	3	7	6	5	1	180
t17	4	2	3	7	6	5	1	90
t25	4	2	5	1	3	6	7	420
t39	4	2	5	1	3	6	7	210
t17	4	2	5	1	3	6	7	210
t25	4	2	5	1	3	7	6	400
t39	4	2	5	1	3	7	6	210
t17	4	2	5	1	3	7	6	200
t25	4	2	5	1	6	3	7	420
t39	4	2	5	1	6	3	7	210
t17	4	2	5	1	6	3	7	210
t25	4	2	5	1	6	7	3	230
t39	4	2	5	1	6	7	3	210
t17	4	2	5	1	6	7	3	100
t25	4	2	5	1	7	3	6	300
t39	4	2	5	1	7	3	6	210
t17	4	2	5	1	7	3	6	150
t25	4	2	5	1	7	6	3	230
t39	4	2	5	1	7	6	3	210
t17	4	2	5	1	7	6	3	100
t25	4	2	5	3	1	6	7	420
t39	4	2	5	3	1	6	7	210
t17	4	2	5	3	1	6	7	210
t25	4	2	5	3	1	7	6	400
t39	4	2	5	3	1	7	6	210
t17	4	2	5	3	1	7	6	200
t25	4	2	5	3	6	1	7	420
t39	4	2	5	3	6	1	7	210
t17	4	2	5	3	6	1	7	210
t25	4	2	5	3	6	7	1	230
t39	4	2	5	3	6	7	1	210
t17	4	2	5	3	6	7	1	100
t25	4	2	5	3	7	1	6	300
t39	4	2	5	3	7	1	6	210
t17	4	2	5	3	7	1	6	150
t25	4	2	5	3	7	6	1	230
t39	4	2	5	3	7	6	1	210
t17	4	2	5	3	7	6	1	100
t25	4	2	5	6	1	3	7	420
t39	4	2	5	6	1	3	7	210
t17	4	2	5	6	1	3	7	210
t25	4	2	5	6	1	7	3	350
t39	4	2	5	6	1	7	3	210
t17	4	2	5	6	1	7	3	150
t25	4	2	5	6	3	1	7	420
t39	4	2	5	6	3	1	7	210
t17	4	2	5	6	3	1	7	210
t25	4	2	5	6	3	7	1	350
t39	4	2	5	6	3	7	1	210
t17	4	2	5	6	3	7	1	150
t25	4	2	5	6	7	1	3	250
t39	4	2	5	6	7	1	3	210
t17	4	2	5	6	7	1	3	100
t25	4	2	5	6	7	3	1	250
t39	4	2	5	6	7	3	1	210
t17	4	2	5	6	7	3	1	100
t25	4	2	5	7	1	3	6	390
t39	4	2	5	7	1	3	6	180
t17	4	2	5	7	1	3	6	180
t25	4	2	5	7	1	6	3	360
t39	4	2	5	7	1	6	3	180
t17	4	2	5	7	1	6	3	150
t25	4	2	5	7	3	1	6	390
t39	4	2	5	7	3	1	6	180
t17	4	2	5	7	3	1	6	180
t25	4	2	5	7	3	6	1	360
t39	4	2	5	7	3	6	1	180
t17	4	2	5	7	3	6	1	150
t25	4	2	5	7	6	1	3	310
t39	4	2	5	7	6	1	3	180
t17	4	2	5	7	6	1	3	100
t25	4	2	5	7	6	3	1	310
t39	4	2	5	7	6	3	1	180
t17	4	2	5	7	6	3	1	100
t25	4	2	6	1	3	5	7	420
t39	4	2	6	1	3	5	7	210
t17	4	2	6	1	3	5	7	210
t25	4	2	6	1	3	7	5	350
t39	4	2	6	1	3	7	5	210
t17	4	2	6	1	3	7	5	150
t25	4	2	6	1	5	3	7	420
t39	4	2	6	1	5	3	7	210
t17	4	2	6	1	5	3	7	210
t25	4	2	6	1	5	7	3	300
t39	4	2	6	1	5	7	3	210
t17	4	2	6	1	5	7	3	100
t25	4	2	6	1	7	3	5	250
t39	4	2	6	1	7	3	5	210
t17	4	2	6	1	7	3	5	100
t25	4	2	6	1	7	5	3	250
t39	4	2	6	1	7	5	3	210
t17	4	2	6	1	7	5	3	100
t25	4	2	6	3	1	5	7	420
t39	4	2	6	3	1	5	7	210
t17	4	2	6	3	1	5	7	210
t25	4	2	6	3	1	7	5	350
t39	4	2	6	3	1	7	5	210
t17	4	2	6	3	1	7	5	150
t25	4	2	6	3	5	1	7	420
t39	4	2	6	3	5	1	7	210
t17	4	2	6	3	5	1	7	210
t25	4	2	6	3	5	7	1	300
t39	4	2	6	3	5	7	1	210
t17	4	2	6	3	5	7	1	100
t25	4	2	6	3	7	1	5	250
t39	4	2	6	3	7	1	5	210
t17	4	2	6	3	7	1	5	100
t25	4	2	6	3	7	5	1	250
t39	4	2	6	3	7	5	1	210
t17	4	2	6	3	7	5	1	100
t25	4	2	6	5	1	3	7	420
t39	4	2	6	5	1	3	7	210
t17	4	2	6	5	1	3	7	210
t25	4	2	6	5	1	7	3	350
t39	4	2	6	5	1	7	3	210
t17	4	2	6	5	1	7	3	150
t25	4	2	6	5	3	1	7	420
t39	4	2	6	5	3	1	7	210
t17	4	2	6	5	3	1	7	210
t25	4	2	6	5	3	7	1	350
t39	4	2	6	5	3	7	1	210
t17	4	2	6	5	3	7	1	150
t25	4	2	6	5	7	1	3	250
t39	4	2	6	5	7	1	3	210
t17	4	2	6	5	7	1	3	100
t25	4	2	6	5	7	3	1	250
t39	4	2	6	5	7	3	1	210
t17	4	2	6	5	7	3	1	100
t25	4	2	6	7	1	3	5	380
t39	4	2	6	7	1	3	5	170
t17	4	2	6	7	1	3	5	170
t25	4	2	6	7	1	5	3	360
t39	4	2	6	7	1	5	3	170
t17	4	2	6	7	1	5	3	150
t25	4	2	6	7	3	1	5	380
t39	4	2	6	7	3	1	5	170
t17	4	2	6	7	3	1	5	170
t25	4	2	6	7	3	5	1	360
t39	4	2	6	7	3	5	1	170
t17	4	2	6	7	3	5	1	150
t25	4	2	6	7	5	1	3	310
t39	4	2	6	7	5	1	3	170
t17	4	2	6	7	5	1	3	100
t25	4	2	6	7	5	3	1	310
t39	4	2	6	7	5	3	1	170
t17	4	2	6	7	5	3	1	100
t25	4	2	7	1	3	5	6	400
t39	4	2	7	1	3	5	6	190
t17	4	2	7	1	3	5	6	190
t25	4	2	7	1	3	6	5	360
t39	4	2	7	1	3	6	5	190
t17	4	2	7	1	3	6	5	150
t25	4	2	7	1	5	3	6	400
t39	4	2	7	1	5	3	6	190
t17	4	2	7	1	5	3	6	190
t25	4	2	7	1	5	6	3	310
t39	4	2	7	1	5	6	3	190
t17	4	2	7	1	5	6	3	100
t25	4	2	7	1	6	3	5	310
t39	4	2	7	1	6	3	5	190
t17	4	2	7	1	6	3	5	100
t25	4	2	7	1	6	5	3	310
t39	4	2	7	1	6	5	3	190
t17	4	2	7	1	6	5	3	100
t25	4	2	7	3	1	5	6	400
t39	4	2	7	3	1	5	6	190
t17	4	2	7	3	1	5	6	190
t25	4	2	7	3	1	6	5	360
t39	4	2	7	3	1	6	5	190
t17	4	2	7	3	1	6	5	150
t25	4	2	7	3	5	1	6	400
t39	4	2	7	3	5	1	6	190
t17	4	2	7	3	5	1	6	190
t25	4	2	7	3	5	6	1	310
t39	4	2	7	3	5	6	1	190
t17	4	2	7	3	5	6	1	100
t25	4	2	7	3	6	1	5	310
t39	4	2	7	3	6	1	5	190
t17	4	2	7	3	6	1	5	100
t25	4	2	7	3	6	5	1	310
t39	4	2	7	3	6	5	1	190
t17	4	2	7	3	6	5	1	100
t25	4	2	7	5	1	3	6	400
t39	4	2	7	5	1	3	6	190
t17	4	2	7	5	1	3	6	190
t25	4	2	7	5	1	6	3	360
t39	4	2	7	5	1	6	3	190
t17	4	2	7	5	1	6	3	150
t25	4	2	7	5	3	1	6	400
t39	4	2	7	5	3	1	6	190
t17	4	2	7	5	3	1	6	190
t25	4	2	7	5	3	6	1	360
t39	4	2	7	5	3	6	1	190
t17	4	2	7	5	3	6	1	150
t25	4	2	7	5	6	1	3	310
t39	4	2	7	5	6	1	3	190
t17	4	2	7	5	6	1	3	100
t25	4	2	7	5	6	3	1	310
t39	4	2	7	5	6	3	1	190
t17	4	2	7	5	6	3	1	100
t25	4	2	7	6	1	3	5	380
t39	4	2	7	6	1	3	5	170
t17	4	2	7	6	1	3	5	170
t25	4	2	7	6	1	5	3	360
t39	4	2	7	6	1	5	3	170
t17	4	2	7	6	1	5	3	150
t25	4	2	7	6	3	1	5	380
t39	4	2	7	6	3	1	5	170
t17	4	2	7	6	3	1	5	170
t25	4	2	7	6	3	5	1	360
t39	4	2	7	6	3	5	1	170
t17	4	2	7	6	3	5	1	150
t25	4	2	7	6	5	1	3	310
t39	4	2	7	6	5	1	3	170
t17	4	2	7	6	5	1	3	100
t25	4	2	7	6	5	3	1	310
t39	4	2	7	6	5	3	1	170
t17	4	2	7	6	5	3	1	100
t25	4	3	1	2	5	6	7	420
t39	4	3	1	2	5	6	7	210
t17	4	3	1	2	5	6	7	210
t25	4	3	1	2	5	7	6	400
t39	4	3	1	2	5	7	6	210
t17	4	3	1	2	5	7	6	200
t25	4	3	1	2	6	5	7	420
t39	4	3	1	2	6	5	7	210
t17	4	3	1	2	6	5	7	210
t25	4	3	1	2	6	7	5	260
t39	4	3	1	2	6	7	5	210
t17	4	3	1	2	6	7	5	130
t25	4	3	1	2	7	5	6	300
t39	4	3	1	2	7	5	6	210
t17	4	3	1	2	7	5	6	150
t25	4	3	1	2	7	6	5	260
t39	4	3	1	2	7	6	5	210
t17	4	3	1	2	7	6	5	130
t25	4	3	1	5	2	6	7	420
t39	4	3	1	5	2	6	7	210
t17	4	3	1	5	2	6	7	210
t25	4	3	1	5	2	7	6	400
t39	4	3	1	5	2	7	6	210
t17	4	3	1	5	2	7	6	200
t25	4	3	1	5	6	2	7	420
t39	4	3	1	5	6	2	7	210
t17	4	3	1	5	6	2	7	210
t25	4	3	1	5	6	7	2	220
t39	4	3	1	5	6	7	2	210
t17	4	3	1	5	6	7	2	90
t25	4	3	1	5	7	2	6	300
t39	4	3	1	5	7	2	6	210
t17	4	3	1	5	7	2	6	150
t25	4	3	1	5	7	6	2	220
t39	4	3	1	5	7	6	2	210
t17	4	3	1	5	7	6	2	90
t25	4	3	1	6	2	5	7	420
t39	4	3	1	6	2	5	7	210
t17	4	3	1	6	2	5	7	210
t25	4	3	1	6	2	7	5	360
t39	4	3	1	6	2	7	5	210
t17	4	3	1	6	2	7	5	160
t25	4	3	1	6	5	2	7	420
t39	4	3	1	6	5	2	7	210
t17	4	3	1	6	5	2	7	210
t25	4	3	1	6	5	7	2	290
t39	4	3	1	6	5	7	2	210
t17	4	3	1	6	5	7	2	90
t25	4	3	1	6	7	2	5	260
t39	4	3	1	6	7	2	5	210
t17	4	3	1	6	7	2	5	110
t25	4	3	1	6	7	5	2	240
t39	4	3	1	6	7	5	2	210
t17	4	3	1	6	7	5	2	90
t25	4	3	1	7	2	5	6	390
t39	4	3	1	7	2	5	6	180
t17	4	3	1	7	2	5	6	180
t25	4	3	1	7	2	6	5	370
t39	4	3	1	7	2	6	5	180
t17	4	3	1	7	2	6	5	160
t25	4	3	1	7	5	2	6	390
t39	4	3	1	7	5	2	6	180
t17	4	3	1	7	5	2	6	180
t25	4	3	1	7	5	6	2	300
t39	4	3	1	7	5	6	2	180
t17	4	3	1	7	5	6	2	90
t25	4	3	1	7	6	2	5	320
t39	4	3	1	7	6	2	5	180
t17	4	3	1	7	6	2	5	110
t25	4	3	1	7	6	5	2	300
t39	4	3	1	7	6	5	2	180
t17	4	3	1	7	6	5	2	90
t25	4	3	2	1	5	6	7	420
t39	4	3	2	1	5	6	7	210
t17	4	3	2	1	5	6	7	210
t25	4	3	2	1	5	7	6	400
t39	4	3	2	1	5	7	6	210
t17	4	3	2	1	5	7	6	200
t25	4	3	2	1	6	5	7	420
t39	4	3	2	1	6	5	7	210
t17	4	3	2	1	6	5	7	210
t25	4	3	2	1	6	7	5	260
t39	4	3	2	1	6	7	5	210
t17	4	3	2	1	6	7	5	130
t25	4	3	2	1	7	5	6	300
t39	4	3	2	1	7	5	6	210
t17	4	3	2	1	7	5	6	150
t25	4	3	2	1	7	6	5	260
t39	4	3	2	1	7	6	5	210
t17	4	3	2	1	7	6	5	130
t25	4	3	2	5	1	6	7	420
t39	4	3	2	5	1	6	7	210
t17	4	3	2	5	1	6	7	210
t25	4	3	2	5	1	7	6	400
t39	4	3	2	5	1	7	6	210
t17	4	3	2	5	1	7	6	200
t25	4	3	2	5	6	1	7	420
t39	4	3	2	5	6	1	7	210
t17	4	3	2	5	6	1	7	210
t25	4	3	2	5	6	7	1	220
t39	4	3	2	5	6	7	1	210
t17	4	3	2	5	6	7	1	90
t25	4	3	2	5	7	1	6	300
t39	4	3	2	5	7	1	6	210
t17	4	3	2	5	7	1	6	150
t25	4	3	2	5	7	6	1	220
t39	4	3	2	5	7	6	1	210
t17	4	3	2	5	7	6	1	90
t25	4	3	2	6	1	5	7	420
t39	4	3	2	6	1	5	7	210
t17	4	3	2	6	1	5	7	210
t25	4	3	2	6	1	7	5	360
t39	4	3	2	6	1	7	5	210
t17	4	3	2	6	1	7	5	160
t25	4	3	2	6	5	1	7	420
t39	4	3	2	6	5	1	7	210
t17	4	3	2	6	5	1	7	210
t25	4	3	2	6	5	7	1	290
t39	4	3	2	6	5	7	1	210
t17	4	3	2	6	5	7	1	90
t25	4	3	2	6	7	1	5	260
t39	4	3	2	6	7	1	5	210
t17	4	3	2	6	7	1	5	110
t25	4	3	2	6	7	5	1	240
t39	4	3	2	6	7	5	1	210
t17	4	3	2	6	7	5	1	90
t25	4	3	2	7	1	5	6	390
t39	4	3	2	7	1	5	6	180
t17	4	3	2	7	1	5	6	180
t25	4	3	2	7	1	6	5	370
t39	4	3	2	7	1	6	5	180
t17	4	3	2	7	1	6	5	160
t25	4	3	2	7	5	1	6	390
t39	4	3	2	7	5	1	6	180
t17	4	3	2	7	5	1	6	180
t25	4	3	2	7	5	6	1	300
t39	4	3	2	7	5	6	1	180
t17	4	3	2	7	5	6	1	90
t25	4	3	2	7	6	1	5	320
t39	4	3	2	7	6	1	5	180
t17	4	3	2	7	6	1	5	110
t25	4	3	2	7	6	5	1	300
t39	4	3	2	7	6	5	1	180
t17	4	3	2	7	6	5	1	90
t25	4	3	5	1	2	6	7	420
t39	4	3	5	1	2	6	7	210
t17	4	3	5	1	2	6	7	210
t25	4	3	5	1	2	7	6	400
t39	4	3	5	1	2	7	6	210
t17	4	3	5	1	2	7	6	200
t25	4	3	5	1	6	2	7	420
t39	4	3	5	1	6	2	7	210
t17	4	3	5	1	6	2	7	210
t25	4	3	5	1	6	7	2	230
t39	4	3	5	1	6	7	2	210
t17	4	3	5	1	6	7	2	100
t25	4	3	5	1	7	2	6	300
t39	4	3	5	1	7	2	6	210
t17	4	3	5	1	7	2	6	150
t25	4	3	5	1	7	6	2	230
t39	4	3	5	1	7	6	2	210
t17	4	3	5	1	7	6	2	100
t25	4	3	5	2	1	6	7	420
t39	4	3	5	2	1	6	7	210
t17	4	3	5	2	1	6	7	210
t25	4	3	5	2	1	7	6	400
t39	4	3	5	2	1	7	6	210
t17	4	3	5	2	1	7	6	200
t25	4	3	5	2	6	1	7	420
t39	4	3	5	2	6	1	7	210
t17	4	3	5	2	6	1	7	210
t25	4	3	5	2	6	7	1	230
t39	4	3	5	2	6	7	1	210
t17	4	3	5	2	6	7	1	100
t25	4	3	5	2	7	1	6	300
t39	4	3	5	2	7	1	6	210
t17	4	3	5	2	7	1	6	150
t25	4	3	5	2	7	6	1	230
t39	4	3	5	2	7	6	1	210
t17	4	3	5	2	7	6	1	100
t25	4	3	5	6	1	2	7	420
t39	4	3	5	6	1	2	7	210
t17	4	3	5	6	1	2	7	210
t25	4	3	5	6	1	7	2	350
t39	4	3	5	6	1	7	2	210
t17	4	3	5	6	1	7	2	150
t25	4	3	5	6	2	1	7	420
t39	4	3	5	6	2	1	7	210
t17	4	3	5	6	2	1	7	210
t25	4	3	5	6	2	7	1	350
t39	4	3	5	6	2	7	1	210
