Chain	S_P	S_TC	S_O2OR	S_O1OR	S_OM	S_S	S_LA	STD	TC	SYNC	SYNCREF
P::2	6	3	4	5	2	1	7	0	96	96	76
LA::4	6	3	4	5	2	7	1	0	116	116	116
P::2	6	3	4	5	2	7	1	0	106	106	106
LA::4	6	3	4	5	7	1	2	0	116	116	116
P::2	6	3	4	5	7	1	2	0	106	106	106
LA::4	6	3	4	5	7	2	1	0	116	116	116
P::2	6	3	4	5	7	2	1	0	106	106	106
LA::4	6	3	4	7	1	2	5	0	116	116	116
P::2	6	3	4	7	1	2	5	0	106	106	106
LA::4	6	3	4	7	1	5	2	0	116	116	116
P::2	6	3	4	7	1	5	2	0	106	106	106
LA::4	6	3	4	7	2	1	5	0	116	116	116
P::2	6	3	4	7	2	1	5	0	106	106	106
LA::4	6	3	4	7	2	5	1	0	116	116	116
P::2	6	3	4	7	2	5	1	0	106	106	106
LA::4	6	3	4	7	5	1	2	0	116	116	116
P::2	6	3	4	7	5	1	2	0	106	106	106
LA::4	6	3	4	7	5	2	1	0	116	116	116
P::2	6	3	4	7	5	2	1	0	106	106	106
LA::4	6	3	5	1	2	4	7	0	116	116	116
P::2	6	3	5	1	2	4	7	0	96	96	76
LA::4	6	3	5	1	2	7	4	0	116	116	116
P::2	6	3	5	1	2	7	4	0	106	106	106
LA::4	6	3	5	1	4	2	7	0	116	116	116
P::2	6	3	5	1	4	2	7	0	96	96	76
LA::4	6	3	5	1	4	7	2	0	116	116	116
P::2	6	3	5	1	4	7	2	0	106	106	106
LA::4	6	3	5	1	7	2	4	0	116	116	116
P::2	6	3	5	1	7	2	4	0	106	106	106
LA::4	6	3	5	1	7	4	2	0	116	116	116
P::2	6	3	5	1	7	4	2	0	106	106	106
LA::4	6	3	5	2	1	4	7	0	116	116	116
P::2	6	3	5	2	1	4	7	0	96	96	76
LA::4	6	3	5	2	1	7	4	0	116	116	116
P::2	6	3	5	2	1	7	4	0	106	106	106
LA::4	6	3	5	2	4	1	7	0	116	116	116
P::2	6	3	5	2	4	1	7	0	96	96	76
LA::4	6	3	5	2	4	7	1	0	116	116	116
P::2	6	3	5	2	4	7	1	0	106	106	106
LA::4	6	3	5	2	7	1	4	0	116	116	116
P::2	6	3	5	2	7	1	4	0	106	106	106
LA::4	6	3	5	2	7	4	1	0	116	116	116
P::2	6	3	5	2	7	4	1	0	106	106	106
LA::4	6	3	5	4	1	2	7	0	116	116	116
P::2	6	3	5	4	1	2	7	0	96	96	76
LA::4	6	3	5	4	1	7	2	0	116	116	116
P::2	6	3	5	4	1	7	2	0	106	106	106
LA::4	6	3	5	4	2	1	7	0	116	116	116
P::2	6	3	5	4	2	1	7	0	96	96	76
LA::4	6	3	5	4	2	7	1	0	116	116	116
P::2	6	3	5	4	2	7	1	0	106	106	106
LA::4	6	3	5	4	7	1	2	0	116	116	116
P::2	6	3	5	4	7	1	2	0	106	106	106
LA::4	6	3	5	4	7	2	1	0	116	116	116
P::2	6	3	5	4	7	2	1	0	106	106	106
LA::4	6	3	5	7	1	2	4	0	116	116	116
P::2	6	3	5	7	1	2	4	0	106	106	106
LA::4	6	3	5	7	1	4	2	0	116	116	116
P::2	6	3	5	7	1	4	2	0	106	106	106
LA::4	6	3	5	7	2	1	4	0	116	116	116
P::2	6	3	5	7	2	1	4	0	106	106	106
LA::4	6	3	5	7	2	4	1	0	116	116	116
P::2	6	3	5	7	2	4	1	0	106	106	106
LA::4	6	3	5	7	4	1	2	0	116	116	116
P::2	6	3	5	7	4	1	2	0	106	106	106
LA::4	6	3	5	7	4	2	1	0	116	116	116
P::2	6	3	5	7	4	2	1	0	106	106	106
LA::4	6	3	7	1	2	4	5	0	58	58	55
P::2	6	3	7	1	2	4	5	0	166	166	166
LA::4	6	3	7	1	2	5	4	0	58	58	55
P::2	6	3	7	1	2	5	4	0	166	166	166
LA::4	6	3	7	1	4	2	5	0	58	58	55
P::2	6	3	7	1	4	2	5	0	166	166	166
LA::4	6	3	7	1	4	5	2	0	58	58	55
P::2	6	3	7	1	4	5	2	0	166	166	166
LA::4	6	3	7	1	5	2	4	0	58	58	55
P::2	6	3	7	1	5	2	4	0	166	166	166
LA::4	6	3	7	1	5	4	2	0	58	58	55
P::2	6	3	7	1	5	4	2	0	166	166	166
LA::4	6	3	7	2	1	4	5	0	58	58	55
P::2	6	3	7	2	1	4	5	0	166	166	166
LA::4	6	3	7	2	1	5	4	0	58	58	55
P::2	6	3	7	2	1	5	4	0	166	166	166
LA::4	6	3	7	2	4	1	5	0	58	58	55
P::2	6	3	7	2	4	1	5	0	166	166	166
LA::4	6	3	7	2	4	5	1	0	58	58	55
P::2	6	3	7	2	4	5	1	0	166	166	166
LA::4	6	3	7	2	5	1	4	0	58	58	55
P::2	6	3	7	2	5	1	4	0	166	166	166
LA::4	6	3	7	2	5	4	1	0	58	58	55
P::2	6	3	7	2	5	4	1	0	166	166	166
LA::4	6	3	7	4	1	2	5	0	58	58	55
P::2	6	3	7	4	1	2	5	0	166	166	166
LA::4	6	3	7	4	1	5	2	0	58	58	55
P::2	6	3	7	4	1	5	2	0	166	166	166
LA::4	6	3	7	4	2	1	5	0	58	58	55
P::2	6	3	7	4	2	1	5	0	166	166	166
LA::4	6	3	7	4	2	5	1	0	58	58	55
P::2	6	3	7	4	2	5	1	0	166	166	166
LA::4	6	3	7	4	5	1	2	0	58	58	55
P::2	6	3	7	4	5	1	2	0	166	166	166
LA::4	6	3	7	4	5	2	1	0	58	58	55
P::2	6	3	7	4	5	2	1	0	166	166	166
LA::4	6	3	7	5	1	2	4	0	58	58	55
P::2	6	3	7	5	1	2	4	0	166	166	166
LA::4	6	3	7	5	1	4	2	0	58	58	55
P::2	6	3	7	5	1	4	2	0	166	166	166
LA::4	6	3	7	5	2	1	4	0	58	58	55
P::2	6	3	7	5	2	1	4	0	166	166	166
LA::4	6	3	7	5	2	4	1	0	58	58	55
P::2	6	3	7	5	2	4	1	0	166	166	166
LA::4	6	3	7	5	4	1	2	0	58	58	55
P::2	6	3	7	5	4	1	2	0	166	166	166
LA::4	6	3	7	5	4	2	1	0	58	58	55
P::2	6	3	7	5	4	2	1	0	166	166	166
LA::4	6	4	1	2	3	5	7	0	116	116	116
P::2	6	4	1	2	3	5	7	0	96	96	76
LA::4	6	4	1	2	3	7	5	0	116	116	116
P::2	6	4	1	2	3	7	5	0	106	106	106
LA::4	6	4	1	2	5	3	7	0	116	116	116
P::2	6	4	1	2	5	3	7	0	96	96	76
LA::4	6	4	1	2	5	7	3	0	116	116	116
P::2	6	4	1	2	5	7	3	0	106	106	106
LA::4	6	4	1	2	7	3	5	0	116	116	116
P::2	6	4	1	2	7	3	5	0	106	106	106
LA::4	6	4	1	2	7	5	3	0	116	116	116
P::2	6	4	1	2	7	5	3	0	106	106	106
LA::4	6	4	1	3	2	5	7	0	116	116	116
P::2	6	4	1	3	2	5	7	0	96	96	76
LA::4	6	4	1	3	2	7	5	0	116	116	116
P::2	6	4	1	3	2	7	5	0	106	106	106
LA::4	6	4	1	3	5	2	7	0	116	116	116
P::2	6	4	1	3	5	2	7	0	96	96	76
LA::4	6	4	1	3	5	7	2	0	116	116	116
P::2	6	4	1	3	5	7	2	0	106	106	106
LA::4	6	4	1	3	7	2	5	0	116	116	116
P::2	6	4	1	3	7	2	5	0	106	106	106
LA::4	6	4	1	3	7	5	2	0	116	116	116
P::2	6	4	1	3	7	5	2	0	106	106	106
LA::4	6	4	1	5	2	3	7	0	116	116	116
P::2	6	4	1	5	2	3	7	0	96	96	76
LA::4	6	4	1	5	2	7	3	0	116	116	116
P::2	6	4	1	5	2	7	3	0	106	106	106
LA::4	6	4	1	5	3	2	7	0	116	116	116
P::2	6	4	1	5	3	2	7	0	96	96	76
LA::4	6	4	1	5	3	7	2	0	116	116	116
P::2	6	4	1	5	3	7	2	0	106	106	106
LA::4	6	4	1	5	7	2	3	0	116	116	116
P::2	6	4	1	5	7	2	3	0	106	106	106
LA::4	6	4	1	5	7	3	2	0	116	116	116
P::2	6	4	1	5	7	3	2	0	106	106	106
LA::4	6	4	1	7	2	3	5	0	116	116	116
P::2	6	4	1	7	2	3	5	0	106	106	106
LA::4	6	4	1	7	2	5	3	0	116	116	116
P::2	6	4	1	7	2	5	3	0	106	106	106
LA::4	6	4	1	7	3	2	5	0	116	116	116
P::2	6	4	1	7	3	2	5	0	106	106	106
LA::4	6	4	1	7	3	5	2	0	116	116	116
P::2	6	4	1	7	3	5	2	0	106	106	106
LA::4	6	4	1	7	5	2	3	0	116	116	116
P::2	6	4	1	7	5	2	3	0	106	106	106
LA::4	6	4	1	7	5	3	2	0	116	116	116
P::2	6	4	1	7	5	3	2	0	106	106	106
LA::4	6	4	2	1	3	5	7	0	116	116	116
P::2	6	4	2	1	3	5	7	0	96	96	76
LA::4	6	4	2	1	3	7	5	0	116	116	116
P::2	6	4	2	1	3	7	5	0	106	106	106
LA::4	6	4	2	1	5	3	7	0	116	116	116
P::2	6	4	2	1	5	3	7	0	96	96	76
LA::4	6	4	2	1	5	7	3	0	116	116	116
P::2	6	4	2	1	5	7	3	0	106	106	106
LA::4	6	4	2	1	7	3	5	0	116	116	116
P::2	6	4	2	1	7	3	5	0	106	106	106
LA::4	6	4	2	1	7	5	3	0	116	116	116
P::2	6	4	2	1	7	5	3	0	106	106	106
LA::4	6	4	2	3	1	5	7	0	116	116	116
P::2	6	4	2	3	1	5	7	0	96	96	76
LA::4	6	4	2	3	1	7	5	0	116	116	116
P::2	6	4	2	3	1	7	5	0	106	106	106
LA::4	6	4	2	3	5	1	7	0	116	116	116
P::2	6	4	2	3	5	1	7	0	96	96	76
LA::4	6	4	2	3	5	7	1	0	116	116	116
P::2	6	4	2	3	5	7	1	0	106	106	106
LA::4	6	4	2	3	7	1	5	0	116	116	116
P::2	6	4	2	3	7	1	5	0	106	106	106
LA::4	6	4	2	3	7	5	1	0	116	116	116
P::2	6	4	2	3	7	5	1	0	106	106	106
LA::4	6	4	2	5	1	3	7	0	116	116	116
P::2	6	4	2	5	1	3	7	0	96	96	76
LA::4	6	4	2	5	1	7	3	0	116	116	116
P::2	6	4	2	5	1	7	3	0	106	106	106
LA::4	6	4	2	5	3	1	7	0	116	116	116
P::2	6	4	2	5	3	1	7	0	96	96	76
LA::4	6	4	2	5	3	7	1	0	116	116	116
P::2	6	4	2	5	3	7	1	0	106	106	106
LA::4	6	4	2	5	7	1	3	0	116	116	116
P::2	6	4	2	5	7	1	3	0	106	106	106
LA::4	6	4	2	5	7	3	1	0	116	116	116
P::2	6	4	2	5	7	3	1	0	106	106	106
LA::4	6	4	2	7	1	3	5	0	116	116	116
P::2	6	4	2	7	1	3	5	0	106	106	106
LA::4	6	4	2	7	1	5	3	0	116	116	116
P::2	6	4	2	7	1	5	3	0	106	106	106
LA::4	6	4	2	7	3	1	5	0	116	116	116
P::2	6	4	2	7	3	1	5	0	106	106	106
LA::4	6	4	2	7	3	5	1	0	116	116	116
P::2	6	4	2	7	3	5	1	0	106	106	106
LA::4	6	4	2	7	5	1	3	0	116	116	116
P::2	6	4	2	7	5	1	3	0	106	106	106
LA::4	6	4	2	7	5	3	1	0	116	116	116
P::2	6	4	2	7	5	3	1	0	106	106	106
LA::4	6	4	3	1	2	5	7	0	116	116	116
P::2	6	4	3	1	2	5	7	0	96	96	76
LA::4	6	4	3	1	2	7	5	0	116	116	116
P::2	6	4	3	1	2	7	5	0	106	106	106
LA::4	6	4	3	1	5	2	7	0	116	116	116
P::2	6	4	3	1	5	2	7	0	96	96	76
LA::4	6	4	3	1	5	7	2	0	116	116	116
P::2	6	4	3	1	5	7	2	0	106	106	106
LA::4	6	4	3	1	7	2	5	0	116	116	116
P::2	6	4	3	1	7	2	5	0	106	106	106
LA::4	6	4	3	1	7	5	2	0	116	116	116
P::2	6	4	3	1	7	5	2	0	106	106	106
LA::4	6	4	3	2	1	5	7	0	116	116	116
P::2	6	4	3	2	1	5	7	0	96	96	76
LA::4	6	4	3	2	1	7	5	0	116	116	116
P::2	6	4	3	2	1	7	5	0	106	106	106
LA::4	6	4	3	2	5	1	7	0	116	116	116
P::2	6	4	3	2	5	1	7	0	96	96	76
LA::4	6	4	3	2	5	7	1	0	116	116	116
P::2	6	4	3	2	5	7	1	0	106	106	106
LA::4	6	4	3	2	7	1	5	0	116	116	116
P::2	6	4	3	2	7	1	5	0	106	106	106
LA::4	6	4	3	2	7	5	1	0	116	116	116
P::2	6	4	3	2	7	5	1	0	106	106	106
LA::4	6	4	3	5	1	2	7	0	116	116	116
P::2	6	4	3	5	1	2	7	0	96	96	76
LA::4	6	4	3	5	1	7	2	0	116	116	116
P::2	6	4	3	5	1	7	2	0	106	106	106
LA::4	6	4	3	5	2	1	7	0	116	116	116
P::2	6	4	3	5	2	1	7	0	96	96	76
LA::4	6	4	3	5	2	7	1	0	116	116	116
P::2	6	4	3	5	2	7	1	0	106	106	106
LA::4	6	4	3	5	7	1	2	0	116	116	116
P::2	6	4	3	5	7	1	2	0	106	106	106
LA::4	6	4	3	5	7	2	1	0	116	116	116
P::2	6	4	3	5	7	2	1	0	106	106	106
LA::4	6	4	3	7	1	2	5	0	116	116	116
P::2	6	4	3	7	1	2	5	0	106	106	106
LA::4	6	4	3	7	1	5	2	0	116	116	116
P::2	6	4	3	7	1	5	2	0	106	106	106
LA::4	6	4	3	7	2	1	5	0	116	116	116
P::2	6	4	3	7	2	1	5	0	106	106	106
LA::4	6	4	3	7	2	5	1	0	116	116	116
P::2	6	4	3	7	2	5	1	0	106	106	106
LA::4	6	4	3	7	5	1	2	0	116	116	116
P::2	6	4	3	7	5	1	2	0	106	106	106
LA::4	6	4	3	7	5	2	1	0	116	116	116
P::2	6	4	3	7	5	2	1	0	106	106	106
LA::4	6	4	5	1	2	3	7	0	116	116	116
P::2	6	4	5	1	2	3	7	0	96	96	76
LA::4	6	4	5	1	2	7	3	0	116	116	116
P::2	6	4	5	1	2	7	3	0	106	106	106
LA::4	6	4	5	1	3	2	7	0	116	116	116
P::2	6	4	5	1	3	2	7	0	96	96	76
LA::4	6	4	5	1	3	7	2	0	116	116	116
P::2	6	4	5	1	3	7	2	0	106	106	106
LA::4	6	4	5	1	7	2	3	0	116	116	116
P::2	6	4	5	1	7	2	3	0	106	106	106
LA::4	6	4	5	1	7	3	2	0	116	116	116
P::2	6	4	5	1	7	3	2	0	106	106	106
LA::4	6	4	5	2	1	3	7	0	116	116	116
P::2	6	4	5	2	1	3	7	0	96	96	76
LA::4	6	4	5	2	1	7	3	0	116	116	116
P::2	6	4	5	2	1	7	3	0	106	106	106
LA::4	6	4	5	2	3	1	7	0	116	116	116
P::2	6	4	5	2	3	1	7	0	96	96	76
LA::4	6	4	5	2	3	7	1	0	116	116	116
P::2	6	4	5	2	3	7	1	0	106	106	106
LA::4	6	4	5	2	7	1	3	0	116	116	116
P::2	6	4	5	2	7	1	3	0	106	106	106
LA::4	6	4	5	2	7	3	1	0	116	116	116
P::2	6	4	5	2	7	3	1	0	106	106	106
LA::4	6	4	5	3	1	2	7	0	116	116	116
P::2	6	4	5	3	1	2	7	0	96	96	76
LA::4	6	4	5	3	1	7	2	0	116	116	116
P::2	6	4	5	3	1	7	2	0	106	106	106
LA::4	6	4	5	3	2	1	7	0	116	116	116
P::2	6	4	5	3	2	1	7	0	96	96	76
LA::4	6	4	5	3	2	7	1	0	116	116	116
P::2	6	4	5	3	2	7	1	0	106	106	106
LA::4	6	4	5	3	7	1	2	0	116	116	116
P::2	6	4	5	3	7	1	2	0	106	106	106
LA::4	6	4	5	3	7	2	1	0	116	116	116
P::2	6	4	5	3	7	2	1	0	106	106	106
LA::4	6	4	5	7	1	2	3	0	116	116	116
P::2	6	4	5	7	1	2	3	0	106	106	106
LA::4	6	4	5	7	1	3	2	0	116	116	116
P::2	6	4	5	7	1	3	2	0	106	106	106
LA::4	6	4	5	7	2	1	3	0	116	116	116
P::2	6	4	5	7	2	1	3	0	106	106	106
LA::4	6	4	5	7	2	3	1	0	116	116	116
P::2	6	4	5	7	2	3	1	0	106	106	106
LA::4	6	4	5	7	3	1	2	0	116	116	116
P::2	6	4	5	7	3	1	2	0	106	106	106
LA::4	6	4	5	7	3	2	1	0	116	116	116
P::2	6	4	5	7	3	2	1	0	106	106	106
LA::4	6	4	7	1	2	3	5	0	58	58	55
P::2	6	4	7	1	2	3	5	0	166	166	166
LA::4	6	4	7	1	2	5	3	0	58	58	55
P::2	6	4	7	1	2	5	3	0	166	166	166
LA::4	6	4	7	1	3	2	5	0	58	58	55
P::2	6	4	7	1	3	2	5	0	166	166	166
LA::4	6	4	7	1	3	5	2	1868	58	58	55
P::2	6	4	7	1	3	5	2	5462	166	166	166
LA::4	6	4	7	1	5	2	3	0	58	58	55
P::2	6	4	7	1	5	2	3	0	166	166	166
LA::4	6	4	7	1	5	3	2	0	58	58	55
P::2	6	4	7	1	5	3	2	0	166	166	166
LA::4	6	4	7	2	1	3	5	0	58	58	55
P::2	6	4	7	2	1	3	5	0	166	166	166
LA::4	6	4	7	2	1	5	3	0	58	58	55
P::2	6	4	7	2	1	5	3	0	166	166	166
LA::4	6	4	7	2	3	1	5	0	58	58	55
P::2	6	4	7	2	3	1	5	0	166	166	166
LA::4	6	4	7	2	3	5	1	5006	58	58	55
P::2	6	4	7	2	3	5	1	14677	166	166	166
LA::4	6	4	7	2	5	1	3	0	58	58	55
P::2	6	4	7	2	5	1	3	0	166	166	166
LA::4	6	4	7	2	5	3	1	0	58	58	55
P::2	6	4	7	2	5	3	1	0	166	166	166
LA::4	6	4	7	3	1	2	5	0	58	58	55
P::2	6	4	7	3	1	2	5	0	166	166	166
LA::4	6	4	7	3	1	5	2	0	58	58	55
P::2	6	4	7	3	1	5	2	0	166	166	166
LA::4	6	4	7	3	2	1	5	0	58	58	55
P::2	6	4	7	3	2	1	5	0	166	166	166
LA::4	6	4	7	3	2	5	1	0	58	58	55
P::2	6	4	7	3	2	5	1	0	166	166	166
LA::4	6	4	7	3	5	1	2	0	58	58	55
P::2	6	4	7	3	5	1	2	0	166	166	166
LA::4	6	4	7	3	5	2	1	0	58	58	55
P::2	6	4	7	3	5	2	1	0	166	166	166
LA::4	6	4	7	5	1	2	3	0	58	58	55
P::2	6	4	7	5	1	2	3	0	166	166	166
LA::4	6	4	7	5	1	3	2	0	58	58	55
P::2	6	4	7	5	1	3	2	0	166	166	166
LA::4	6	4	7	5	2	1	3	0	58	58	55
P::2	6	4	7	5	2	1	3	0	166	166	166
LA::4	6	4	7	5	2	3	1	0	58	58	55
P::2	6	4	7	5	2	3	1	0	166	166	166
LA::4	6	4	7	5	3	1	2	0	58	58	55
P::2	6	4	7	5	3	1	2	0	166	166	166
LA::4	6	4	7	5	3	2	1	0	58	58	55
P::2	6	4	7	5	3	2	1	0	166	166	166
LA::4	6	5	1	2	3	4	7	0	116	116	116
P::2	6	5	1	2	3	4	7	0	96	96	76
LA::4	6	5	1	2	3	7	4	0	116	116	116
P::2	6	5	1	2	3	7	4	0	106	106	106
LA::4	6	5	1	2	4	3	7	0	116	116	116
P::2	6	5	1	2	4	3	7	0	96	96	76
LA::4	6	5	1	2	4	7	3	0	116	116	116
P::2	6	5	1	2	4	7	3	0	106	106	106
LA::4	6	5	1	2	7	3	4	0	116	116	116
P::2	6	5	1	2	7	3	4	0	106	106	106
LA::4	6	5	1	2	7	4	3	0	116	116	116
P::2	6	5	1	2	7	4	3	0	106	106	106
LA::4	6	5	1	3	2	4	7	0	116	116	116
P::2	6	5	1	3	2	4	7	0	96	96	76
LA::4	6	5	1	3	2	7	4	0	116	116	116
P::2	6	5	1	3	2	7	4	0	106	106	106
LA::4	6	5	1	3	4	2	7	0	116	116	116
P::2	6	5	1	3	4	2	7	0	96	96	76
LA::4	6	5	1	3	4	7	2	0	116	116	116
P::2	6	5	1	3	4	7	2	0	106	106	106
LA::4	6	5	1	3	7	2	4	0	116	116	116
P::2	6	5	1	3	7	2	4	0	106	106	106
LA::4	6	5	1	3	7	4	2	0	116	116	116
P::2	6	5	1	3	7	4	2	0	106	106	106
LA::4	6	5	1	4	2	3	7	0	116	116	116
P::2	6	5	1	4	2	3	7	0	96	96	76
LA::4	6	5	1	4	2	7	3	0	116	116	116
P::2	6	5	1	4	2	7	3	0	106	106	106
LA::4	6	5	1	4	3	2	7	0	116	116	116
P::2	6	5	1	4	3	2	7	0	96	96	76
LA::4	6	5	1	4	3	7	2	0	116	116	116
P::2	6	5	1	4	3	7	2	0	106	106	106
LA::4	6	5	1	4	7	2	3	0	116	116	116
P::2	6	5	1	4	7	2	3	0	106	106	106
LA::4	6	5	1	4	7	3	2	0	116	116	116
P::2	6	5	1	4	7	3	2	0	106	106	106
LA::4	6	5	1	7	2	3	4	0	116	116	116
P::2	6	5	1	7	2	3	4	0	106	106	106
LA::4	6	5	1	7	2	4	3	0	116	116	116
P::2	6	5	1	7	2	4	3	0	106	106	106
LA::4	6	5	1	7	3	2	4	0	116	116	116
P::2	6	5	1	7	3	2	4	0	106	106	106
LA::4	6	5	1	7	3	4	2	0	116	116	116
P::2	6	5	1	7	3	4	2	0	106	106	106
LA::4	6	5	1	7	4	2	3	0	116	116	116
P::2	6	5	1	7	4	2	3	0	106	106	106
LA::4	6	5	1	7	4	3	2	0	116	116	116
P::2	6	5	1	7	4	3	2	0	106	106	106
LA::4	6	5	2	1	3	4	7	0	116	116	116
P::2	6	5	2	1	3	4	7	0	96	96	76
LA::4	6	5	2	1	3	7	4	0	116	116	116
P::2	6	5	2	1	3	7	4	0	106	106	106
LA::4	6	5	2	1	4	3	7	0	116	116	116
P::2	6	5	2	1	4	3	7	0	96	96	76
LA::4	6	5	2	1	4	7	3	0	116	116	116
P::2	6	5	2	1	4	7	3	0	106	106	106
LA::4	6	5	2	1	7	3	4	0	116	116	116
P::2	6	5	2	1	7	3	4	0	106	106	106
LA::4	6	5	2	1	7	4	3	0	116	116	116
P::2	6	5	2	1	7	4	3	0	106	106	106
LA::4	6	5	2	3	1	4	7	0	116	116	116
P::2	6	5	2	3	1	4	7	0	96	96	76
LA::4	6	5	2	3	1	7	4	0	116	116	116
P::2	6	5	2	3	1	7	4	0	106	106	106
LA::4	6	5	2	3	4	1	7	0	116	116	116
P::2	6	5	2	3	4	1	7	0	96	96	76
LA::4	6	5	2	3	4	7	1	0	116	116	116
P::2	6	5	2	3	4	7	1	0	106	106	106
LA::4	6	5	2	3	7	1	4	0	116	116	116
P::2	6	5	2	3	7	1	4	0	106	106	106
LA::4	6	5	2	3	7	4	1	0	116	116	116
P::2	6	5	2	3	7	4	1	0	106	106	106
LA::4	6	5	2	4	1	3	7	0	116	116	116
P::2	6	5	2	4	1	3	7	0	96	96	76
LA::4	6	5	2	4	1	7	3	0	116	116	116
P::2	6	5	2	4	1	7	3	0	106	106	106
LA::4	6	5	2	4	3	1	7	0	116	116	116
P::2	6	5	2	4	3	1	7	0	96	96	76
LA::4	6	5	2	4	3	7	1	0	116	116	116
P::2	6	5	2	4	3	7	1	0	106	106	106
LA::4	6	5	2	4	7	1	3	0	116	116	116
P::2	6	5	2	4	7	1	3	0	106	106	106
LA::4	6	5	2	4	7	3	1	0	116	116	116
P::2	6	5	2	4	7	3	1	0	106	106	106
LA::4	6	5	2	7	1	3	4	0	116	116	116
P::2	6	5	2	7	1	3	4	0	106	106	106
LA::4	6	5	2	7	1	4	3	0	116	116	116
P::2	6	5	2	7	1	4	3	0	106	106	106
LA::4	6	5	2	7	3	1	4	0	116	116	116
P::2	6	5	2	7	3	1	4	0	106	106	106
LA::4	6	5	2	7	3	4	1	0	116	116	116
P::2	6	5	2	7	3	4	1	0	106	106	106
LA::4	6	5	2	7	4	1	3	0	116	116	116
P::2	6	5	2	7	4	1	3	0	106	106	106
LA::4	6	5	2	7	4	3	1	0	116	116	116
P::2	6	5	2	7	4	3	1	0	106	106	106
LA::4	6	5	3	1	2	4	7	0	116	116	116
P::2	6	5	3	1	2	4	7	0	96	96	76
LA::4	6	5	3	1	2	7	4	0	116	116	116
P::2	6	5	3	1	2	7	4	0	106	106	106
LA::4	6	5	3	1	4	2	7	0	116	116	116
P::2	6	5	3	1	4	2	7	0	96	96	76
LA::4	6	5	3	1	4	7	2	0	116	116	116
P::2	6	5	3	1	4	7	2	0	106	106	106
LA::4	6	5	3	1	7	2	4	0	116	116	116
P::2	6	5	3	1	7	2	4	0	106	106	106
LA::4	6	5	3	1	7	4	2	0	116	116	116
P::2	6	5	3	1	7	4	2	0	106	106	106
LA::4	6	5	3	2	1	4	7	0	116	116	116
P::2	6	5	3	2	1	4	7	0	96	96	76
LA::4	6	5	3	2	1	7	4	0	116	116	116
P::2	6	5	3	2	1	7	4	0	106	106	106
LA::4	6	5	3	2	4	1	7	0	116	116	116
P::2	6	5	3	2	4	1	7	0	96	96	76
LA::4	6	5	3	2	4	7	1	0	116	116	116
P::2	6	5	3	2	4	7	1	0	106	106	106
LA::4	6	5	3	2	7	1	4	0	116	116	116
P::2	6	5	3	2	7	1	4	0	106	106	106
LA::4	6	5	3	2	7	4	1	0	116	116	116
P::2	6	5	3	2	7	4	1	0	106	106	106
LA::4	6	5	3	4	1	2	7	0	116	116	116
P::2	6	5	3	4	1	2	7	0	96	96	76
LA::4	6	5	3	4	1	7	2	0	116	116	116
P::2	6	5	3	4	1	7	2	0	106	106	106
LA::4	6	5	3	4	2	1	7	0	116	116	116
P::2	6	5	3	4	2	1	7	0	96	96	76
LA::4	6	5	3	4	2	7	1	0	116	116	116
P::2	6	5	3	4	2	7	1	0	106	106	106
LA::4	6	5	3	4	7	1	2	0	116	116	116
P::2	6	5	3	4	7	1	2	0	106	106	106
LA::4	6	5	3	4	7	2	1	0	116	116	116
P::2	6	5	3	4	7	2	1	0	106	106	106
LA::4	6	5	3	7	1	2	4	0	116	116	116
P::2	6	5	3	7	1	2	4	0	106	106	106
LA::4	6	5	3	7	1	4	2	0	116	116	116
P::2	6	5	3	7	1	4	2	0	106	106	106
LA::4	6	5	3	7	2	1	4	0	116	116	116
P::2	6	5	3	7	2	1	4	0	106	106	106
LA::4	6	5	3	7	2	4	1	0	116	116	116
P::2	6	5	3	7	2	4	1	0	106	106	106
LA::4	6	5	3	7	4	1	2	0	116	116	116
P::2	6	5	3	7	4	1	2	0	106	106	106
LA::4	6	5	3	7	4	2	1	0	116	116	116
P::2	6	5	3	7	4	2	1	0	106	106	106
LA::4	6	5	4	1	2	3	7	0	116	116	116
P::2	6	5	4	1	2	3	7	0	96	96	76
LA::4	6	5	4	1	2	7	3	0	116	116	116
P::2	6	5	4	1	2	7	3	0	106	106	106
LA::4	6	5	4	1	3	2	7	0	116	116	116
P::2	6	5	4	1	3	2	7	0	96	96	76
LA::4	6	5	4	1	3	7	2	0	116	116	116
P::2	6	5	4	1	3	7	2	0	106	106	106
LA::4	6	5	4	1	7	2	3	0	116	116	116
P::2	6	5	4	1	7	2	3	0	106	106	106
LA::4	6	5	4	1	7	3	2	0	116	116	116
P::2	6	5	4	1	7	3	2	0	106	106	106
LA::4	6	5	4	2	1	3	7	0	116	116	116
P::2	6	5	4	2	1	3	7	0	96	96	76
LA::4	6	5	4	2	1	7	3	0	116	116	116
P::2	6	5	4	2	1	7	3	0	106	106	106
LA::4	6	5	4	2	3	1	7	0	116	116	116
P::2	6	5	4	2	3	1	7	0	96	96	76
LA::4	6	5	4	2	3	7	1	0	116	116	116
P::2	6	5	4	2	3	7	1	0	106	106	106
LA::4	6	5	4	2	7	1	3	0	116	116	116
P::2	6	5	4	2	7	1	3	0	106	106	106
LA::4	6	5	4	2	7	3	1	0	116	116	116
P::2	6	5	4	2	7	3	1	0	106	106	106
LA::4	6	5	4	3	1	2	7	0	116	116	116
P::2	6	5	4	3	1	2	7	0	96	96	76
