Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	EMSOFT17	Time
1	15287	True	13	70	0	2	1	model-15287.graphml	SCHED	0.0738460190000012
1	15288	True	13	70	0	2	1	model-15288.graphml	SCHED	0.05174500200000054
1	15289	True	13	70	0	2	1	model-15289.graphml	SCHED	0.06734237499999907
1	15290	True	13	70	0	2	1	model-15290.graphml	SCHED	0.1169660350000008
1	15291	True	13	80	0	2	1	model-15291.graphml	SCHED	0.043776772999997604
1	15292	True	13	80	0	2	1	model-15292.graphml	SCHED	0.04744079199999973
1	15293	True	13	80	0	2	1	model-15293.graphml	SCHED	0.055673797999997277
1	15294	True	13	80	0	2	1	model-15294.graphml	SCHED	0.0473559320000021
1	15295	True	13	80	0	2	1	model-15295.graphml	SCHED	0.06578761600000149
1	15296	True	13	80	0	2	1	model-15296.graphml	SCHED	0.0603734189999976
1	15297	True	13	80	0	2	1	model-15297.graphml	SCHED	0.07228293500000049
1	15298	True	13	80	0	2	1	model-15298.graphml	SCHED	0.046644210000000186
1	15299	True	13	80	0	2	1	model-15299.graphml	SCHED	0.0564832200000005
1	15300	True	13	80	0	2	1	model-15300.graphml	SCHED	0.04706334000000112
1	15301	True	13	90	0	2	1	model-15301.graphml	SCHED	0.15646800200000044
1	15302	True	13	90	0	2	1	model-15302.graphml	SCHED	0.136711076000001
1	15303	True	13	90	0	2	1	model-15303.graphml	SCHED	0.1424422629999995
1	15304	True	13	90	0	2	1	model-15304.graphml	SCHED	0.15557877400000208
1	15305	True	13	90	0	2	1	model-15305.graphml	SCHED	0.13228642099999988
1	15306	True	13	90	0	2	1	model-15306.graphml	SCHED	0.19602138000000124
1	15307	True	13	90	0	2	1	model-15307.graphml	SCHED	0.1631040920000011
1	15308	True	13	90	0	2	1	model-15308.graphml	SCHED	0.1559374059999996
1	15309	True	13	90	0	2	1	model-15309.graphml	SCHED	0.24990572900000174
1	15310	True	13	90	0	2	1	model-15310.graphml	SCHED	0.21924333900000192
1	15311	True	13	95	0	2	1	model-15311.graphml	SCHED	0.6702056059999997
1	15312	True	13	95	0	2	1	model-15312.graphml	SCHED	0.37403107800000157
1	15313	True	13	95	0	2	1	model-15313.graphml	SCHED	0.5239935960000004
1	15314	True	13	95	0	2	1	model-15314.graphml	SCHED	0.21939208599999915
1	15315	True	13	95	0	2	1	model-15315.graphml	SCHED	0.36121765700000097
1	15316	True	13	95	0	2	1	model-15316.graphml	SCHED	0.318013925999999
1	15317	True	13	95	0	2	1	model-15317.graphml	SCHED	0.22829104599999894
1	15318	True	13	95	0	2	1	model-15318.graphml	SCHED	0.21686284700000158
1	15319	True	13	95	0	2	1	model-15319.graphml	SCHED	0.37132981799999953
1	15320	True	13	95	0	2	1	model-15320.graphml	SCHED	0.21683381200000085
1	15321	True	13	98	0	2	1	model-15321.graphml	SCHED	0.2959334879999993
1	15322	True	13	98	0	2	1	model-15322.graphml	SCHED	0.37216911500000194
1	15323	True	13	98	0	2	1	model-15323.graphml	SCHED	0.4650305940000017
1	15324	True	13	98	0	2	1	model-15324.graphml	SCHED	1.1037525559999999
1	15325	True	13	98	0	2	1	model-15325.graphml	SCHED	0.22100755400000338
1	15326	True	13	98	0	2	1	model-15326.graphml	SCHED	0.4391007689999995
1	15327	True	13	98	0	2	1	model-15327.graphml	SCHED	0.7484677509999997
1	15328	True	13	98	0	2	1	model-15328.graphml	SCHED	0.34213032099999907
1	15329	True	13	98	0	2	1	model-15329.graphml	SCHED	0.2536228979999997
1	15330	True	13	98	0	2	1	model-15330.graphml	SCHED	0.4591523379999991
2	15331	True	13	50	0	2	1	model-15331.graphml	SCHED	0.05113856800000249
2	15332	True	13	50	0	2	1	model-15332.graphml	SCHED	0.041366008000000676
2	15333	True	13	50	0	2	1	model-15333.graphml	SCHED	0.04364489599999999
2	15334	True	13	50	0	2	1	model-15334.graphml	SCHED	0.050728289999998566
2	15335	True	13	50	0	2	1	model-15335.graphml	SCHED	0.055450217000000634
2	15336	True	13	50	0	2	1	model-15336.graphml	SCHED	0.042069425999997634
2	15337	True	13	50	0	2	1	model-15337.graphml	SCHED	0.04112868500000033
2	15338	True	13	50	0	2	1	model-15338.graphml	SCHED	0.03147905800000217
2	15339	True	13	50	0	2	1	model-15339.graphml	SCHED	0.04737190099999822
2	15340	True	13	50	0	2	1	model-15340.graphml	SCHED	0.055080222999997375
2	15341	True	13	60	0	2	1	model-15341.graphml	SCHED	0.0589903050000018
2	15342	True	13	60	0	2	1	model-15342.graphml	SCHED	0.04852310899999779
2	15343	True	13	60	0	2	1	model-15343.graphml	SCHED	0.041453330999999594
2	15344	True	13	60	0	2	1	model-15344.graphml	SCHED	0.04613589099999871
2	15345	True	13	60	0	2	1	model-15345.graphml	SCHED	0.04869936100000061
2	15346	True	13	60	0	2	1	model-15346.graphml	SCHED	0.05023458900000222
2	15347	True	13	60	0	2	1	model-15347.graphml	SCHED	0.05961950899999735
2	15348	True	13	60	0	2	1	model-15348.graphml	SCHED	0.043976240000002775
2	15349	True	13	60	0	2	1	model-15349.graphml	SCHED	0.044178345999998925
2	15350	True	13	60	0	2	1	model-15350.graphml	SCHED	0.05497326100000066
2	15351	True	13	70	0	2	1	model-15351.graphml	SCHED	0.05024355400000147
2	15352	True	13	70	0	2	1	model-15352.graphml	SCHED	0.037038260999999295
2	15353	True	13	70	0	2	1	model-15353.graphml	SCHED	0.0360162769999981
2	15354	True	13	70	0	2	1	model-15354.graphml	SCHED	0.056135691999998016
2	15355	True	13	70	0	2	1	model-15355.graphml	SCHED	0.04592902699999968
2	15356	True	13	70	0	2	1	model-15356.graphml	SCHED	0.04003738300000137
2	15357	True	13	70	0	2	1	model-15357.graphml	SCHED	0.07370288799999969
2	15358	True	13	70	0	2	1	model-15358.graphml	SCHED	0.04234065099999995
2	15359	True	13	70	0	2	1	model-15359.graphml	SCHED	0.03490379699999835
2	15360	True	13	70	0	2	1	model-15360.graphml	SCHED	0.12064625500000048
2	15361	True	13	80	0	2	1	model-15361.graphml	SCHED	0.04469088899999818
2	15362	True	13	80	0	2	1	model-15362.graphml	SCHED	0.035507759999998
2	15363	True	13	80	0	2	1	model-15363.graphml	SCHED	0.04687486299999932
2	15364	True	13	80	0	2	1	model-15364.graphml	SCHED	0.030370023999999773
2	15365	True	13	80	0	2	1	model-15365.graphml	SCHED	0.04729262400000067
2	15366	True	13	80	0	2	1	model-15366.graphml	SCHED	0.05620924399999794
2	15367	True	13	80	0	2	1	model-15367.graphml	SCHED	0.04341604799999743
2	15368	True	13	80	0	2	1	model-15368.graphml	SCHED	0.04533392899999811
2	15369	True	13	80	0	2	1	model-15369.graphml	SCHED	0.046335290000001805
2	15370	True	13	80	0	2	1	model-15370.graphml	SCHED	0.03261961099999766
2	15371	True	13	90	0	2	1	model-15371.graphml	SCHED	0.049260276999998354
2	15372	True	13	90	0	2	1	model-15372.graphml	SCHED	0.048172658999998674
2	15373	True	13	90	0	2	1	model-15373.graphml	SCHED	0.08175987699999965
2	15374	True	13	90	0	2	1	model-15374.graphml	SCHED	0.040514023000000066
2	15375	True	13	90	0	2	1	model-15375.graphml	SCHED	0.03060602500000087
2	15376	True	13	90	0	2	1	model-15376.graphml	SCHED	0.0376028280000007
