Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Path	Mixed
1	289	True	13	50	0	2	2	model-289.graphml	T12	2644
1	290	True	13	50	0	2	2	model-290.graphml	T12	1805
1	291	True	13	60	0	2	2	model-291.graphml	T12	2223
1	292	True	13	60	0	2	2	model-292.graphml	T25	3015
1	293	True	13	60	0	2	2	model-293.graphml	T12	3171
1	294	True	13	60	0	2	2	model-294.graphml	T25	508
1	295	True	13	60	0	2	2	model-295.graphml	T12	2165
1	296	True	13	60	0	2	2	model-296.graphml	T12	3171
1	297	True	13	60	0	2	2	model-297.graphml	T25	508
1	298	True	13	60	0	2	2	model-298.graphml	T25	508
1	299	True	13	60	0	2	2	model-299.graphml	T25	3119
1	300	True	13	60	0	2	2	model-300.graphml	T12	2197
1	301	True	13	70	0	2	2	model-301.graphml	T25	3564
1	302	True	13	70	0	2	2	model-302.graphml	T12	2556
1	303	True	13	70	0	2	2	model-303.graphml	T25	3042
1	304	True	13	70	0	2	2	model-304.graphml	T25	594
1	305	True	13	70	0	2	2	model-305.graphml	T12	2526
1	306	True	13	70	0	2	2	model-306.graphml	T25	594
1	307	True	13	70	0	2	2	model-307.graphml	T25	594
1	308	True	13	70	0	2	2	model-308.graphml	T12	4104
1	309	True	13	70	0	2	2	model-309.graphml	T25	594
1	310	True	13	70	0	2	2	model-310.graphml	T25	3744
1	311	True	13	80	0	2	2	model-311.graphml	T25	678
1	312	True	13	80	0	2	2	model-312.graphml	T12	2887
1	313	True	13	80	0	2	2	model-313.graphml	T12	5147
1	314	True	13	80	0	2	2	model-314.graphml	T25	678
1	315	True	13	80	0	2	2	model-315.graphml	T25	5007
1	316	True	13	80	0	2	2	model-316.graphml	T25	4478
1	317	True	13	80	0	2	2	model-317.graphml	T25	678
1	318	True	13	80	0	2	2	model-318.graphml	T12	2887
1	319	True	13	80	0	2	2	model-319.graphml	T25	678
1	320	True	13	80	0	2	2	model-320.graphml	T25	3953
1	321	True	13	90	0	2	2	model-321.graphml	T12	3248
