Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	Mixed
t25	2	6	5	3	1	7	4	150
t39	2	6	5	3	1	7	4	210
t17	2	6	5	3	1	7	4	160
t25	2	6	5	3	4	1	7	210
t39	2	6	5	3	4	1	7	210
t17	2	6	5	3	4	1	7	210
t25	2	6	5	3	4	7	1	150
t39	2	6	5	3	4	7	1	210
t17	2	6	5	3	4	7	1	160
t25	2	6	5	3	7	1	4	100
t39	2	6	5	3	7	1	4	210
t17	2	6	5	3	7	1	4	120
t25	2	6	5	3	7	4	1	100
t39	2	6	5	3	7	4	1	210
t17	2	6	5	3	7	4	1	120
t25	2	6	5	4	1	3	7	210
t39	2	6	5	4	1	3	7	210
t17	2	6	5	4	1	3	7	210
t25	2	6	5	4	1	7	3	150
t39	2	6	5	4	1	7	3	210
t17	2	6	5	4	1	7	3	160
t25	2	6	5	4	3	1	7	210
t39	2	6	5	4	3	1	7	210
t17	2	6	5	4	3	1	7	210
t25	2	6	5	4	3	7	1	150
t39	2	6	5	4	3	7	1	210
t17	2	6	5	4	3	7	1	160
t25	2	6	5	4	7	1	3	100
t39	2	6	5	4	7	1	3	210
t17	2	6	5	4	7	1	3	120
t25	2	6	5	4	7	3	1	100
t39	2	6	5	4	7	3	1	210
t17	2	6	5	4	7	3	1	120
t25	2	6	5	7	1	3	4	210
t39	2	6	5	7	1	3	4	150
t17	2	6	5	7	1	3	4	170
t25	2	6	5	7	1	4	3	210
t39	2	6	5	7	1	4	3	150
t17	2	6	5	7	1	4	3	170
t25	2	6	5	7	3	1	4	210
t39	2	6	5	7	3	1	4	150
t17	2	6	5	7	3	1	4	170
t25	2	6	5	7	3	4	1	210
t39	2	6	5	7	3	4	1	150
t17	2	6	5	7	3	4	1	170
t25	2	6	5	7	4	1	3	210
t39	2	6	5	7	4	1	3	150
t17	2	6	5	7	4	1	3	170
t25	2	6	5	7	4	3	1	210
t39	2	6	5	7	4	3	1	150
t17	2	6	5	7	4	3	1	170
t25	2	6	7	1	3	4	5	210
t39	2	6	7	1	3	4	5	150
t17	2	6	7	1	3	4	5	190
t25	2	6	7	1	3	5	4	210
t39	2	6	7	1	3	5	4	150
t17	2	6	7	1	3	5	4	190
t25	2	6	7	1	4	3	5	210
t39	2	6	7	1	4	3	5	150
t17	2	6	7	1	4	3	5	190
t25	2	6	7	1	4	5	3	210
t39	2	6	7	1	4	5	3	150
t17	2	6	7	1	4	5	3	190
t25	2	6	7	1	5	3	4	210
t39	2	6	7	1	5	3	4	150
t17	2	6	7	1	5	3	4	190
t25	2	6	7	1	5	4	3	210
t39	2	6	7	1	5	4	3	150
t17	2	6	7	1	5	4	3	190
t25	2	6	7	3	1	4	5	210
t39	2	6	7	3	1	4	5	150
t17	2	6	7	3	1	4	5	190
t25	2	6	7	3	1	5	4	210
t39	2	6	7	3	1	5	4	150
t17	2	6	7	3	1	5	4	190
t25	2	6	7	3	4	1	5	210
t39	2	6	7	3	4	1	5	150
t17	2	6	7	3	4	1	5	190
t25	2	6	7	3	4	5	1	210
t39	2	6	7	3	4	5	1	150
t17	2	6	7	3	4	5	1	190
t25	2	6	7	3	5	1	4	210
t39	2	6	7	3	5	1	4	150
t17	2	6	7	3	5	1	4	190
t25	2	6	7	3	5	4	1	210
t39	2	6	7	3	5	4	1	150
t17	2	6	7	3	5	4	1	190
t25	2	6	7	4	1	3	5	210
t39	2	6	7	4	1	3	5	150
t17	2	6	7	4	1	3	5	190
t25	2	6	7	4	1	5	3	210
t39	2	6	7	4	1	5	3	150
t17	2	6	7	4	1	5	3	190
t25	2	6	7	4	3	1	5	210
t39	2	6	7	4	3	1	5	150
t17	2	6	7	4	3	1	5	190
t25	2	6	7	4	3	5	1	210
t39	2	6	7	4	3	5	1	150
t17	2	6	7	4	3	5	1	190
t25	2	6	7	4	5	1	3	210
t39	2	6	7	4	5	1	3	150
t17	2	6	7	4	5	1	3	190
t25	2	6	7	4	5	3	1	210
t39	2	6	7	4	5	3	1	150
t17	2	6	7	4	5	3	1	190
t25	2	6	7	5	1	3	4	210
t39	2	6	7	5	1	3	4	150
t17	2	6	7	5	1	3	4	190
t25	2	6	7	5	1	4	3	210
t39	2	6	7	5	1	4	3	150
t17	2	6	7	5	1	4	3	190
t25	2	6	7	5	3	1	4	210
t39	2	6	7	5	3	1	4	150
t17	2	6	7	5	3	1	4	190
t25	2	6	7	5	3	4	1	210
t39	2	6	7	5	3	4	1	150
t17	2	6	7	5	3	4	1	190
t25	2	6	7	5	4	1	3	210
t39	2	6	7	5	4	1	3	150
t17	2	6	7	5	4	1	3	190
t25	2	6	7	5	4	3	1	210
t39	2	6	7	5	4	3	1	150
t17	2	6	7	5	4	3	1	190
t25	2	7	1	3	4	5	6	190
t39	2	7	1	3	4	5	6	200
t17	2	7	1	3	4	5	6	210
t25	2	7	1	3	4	6	5	150
t39	2	7	1	3	4	6	5	200
t17	2	7	1	3	4	6	5	210
t25	2	7	1	3	5	4	6	190
t39	2	7	1	3	5	4	6	200
t17	2	7	1	3	5	4	6	210
t25	2	7	1	3	5	6	4	100
t39	2	7	1	3	5	6	4	200
t17	2	7	1	3	5	6	4	210
t25	2	7	1	3	6	4	5	100
t39	2	7	1	3	6	4	5	200
t17	2	7	1	3	6	4	5	210
t25	2	7	1	3	6	5	4	100
t39	2	7	1	3	6	5	4	200
t17	2	7	1	3	6	5	4	210
t25	2	7	1	4	3	5	6	190
t39	2	7	1	4	3	5	6	200
t17	2	7	1	4	3	5	6	210
t25	2	7	1	4	3	6	5	150
t39	2	7	1	4	3	6	5	200
t17	2	7	1	4	3	6	5	210
t25	2	7	1	4	5	3	6	190
t39	2	7	1	4	5	3	6	200
t17	2	7	1	4	5	3	6	210
t25	2	7	1	4	5	6	3	100
t39	2	7	1	4	5	6	3	200
t17	2	7	1	4	5	6	3	210
t25	2	7	1	4	6	3	5	100
t39	2	7	1	4	6	3	5	200
t17	2	7	1	4	6	3	5	210
t25	2	7	1	4	6	5	3	100
t39	2	7	1	4	6	5	3	200
t17	2	7	1	4	6	5	3	210
t25	2	7	1	5	3	4	6	190
t39	2	7	1	5	3	4	6	200
t17	2	7	1	5	3	4	6	210
t25	2	7	1	5	3	6	4	150
t39	2	7	1	5	3	6	4	200
t17	2	7	1	5	3	6	4	210
t25	2	7	1	5	4	3	6	190
t39	2	7	1	5	4	3	6	200
t17	2	7	1	5	4	3	6	210
t25	2	7	1	5	4	6	3	150
t39	2	7	1	5	4	6	3	200
t17	2	7	1	5	4	6	3	210
t25	2	7	1	5	6	3	4	100
t39	2	7	1	5	6	3	4	200
t17	2	7	1	5	6	3	4	210
t25	2	7	1	5	6	4	3	100
t39	2	7	1	5	6	4	3	200
t17	2	7	1	5	6	4	3	210
t25	2	7	1	6	3	4	5	190
t39	2	7	1	6	3	4	5	160
t17	2	7	1	6	3	4	5	210
t25	2	7	1	6	3	5	4	190
t39	2	7	1	6	3	5	4	160
t17	2	7	1	6	3	5	4	210
t25	2	7	1	6	4	3	5	190
t39	2	7	1	6	4	3	5	160
t17	2	7	1	6	4	3	5	210
t25	2	7	1	6	4	5	3	190
t39	2	7	1	6	4	5	3	160
t17	2	7	1	6	4	5	3	210
t25	2	7	1	6	5	3	4	190
t39	2	7	1	6	5	3	4	160
t17	2	7	1	6	5	3	4	210
t25	2	7	1	6	5	4	3	190
t39	2	7	1	6	5	4	3	160
t17	2	7	1	6	5	4	3	210
t25	2	7	3	1	4	5	6	190
t39	2	7	3	1	4	5	6	200
t17	2	7	3	1	4	5	6	210
t25	2	7	3	1	4	6	5	150
t39	2	7	3	1	4	6	5	200
t17	2	7	3	1	4	6	5	210
t25	2	7	3	1	5	4	6	190
t39	2	7	3	1	5	4	6	200
t17	2	7	3	1	5	4	6	210
t25	2	7	3	1	5	6	4	100
t39	2	7	3	1	5	6	4	200
t17	2	7	3	1	5	6	4	210
t25	2	7	3	1	6	4	5	100
t39	2	7	3	1	6	4	5	200
t17	2	7	3	1	6	4	5	210
t25	2	7	3	1	6	5	4	100
t39	2	7	3	1	6	5	4	200
t17	2	7	3	1	6	5	4	210
t25	2	7	3	4	1	5	6	190
t39	2	7	3	4	1	5	6	200
t17	2	7	3	4	1	5	6	210
t25	2	7	3	4	1	6	5	150
t39	2	7	3	4	1	6	5	200
t17	2	7	3	4	1	6	5	210
t25	2	7	3	4	5	1	6	190
t39	2	7	3	4	5	1	6	200
t17	2	7	3	4	5	1	6	210
t25	2	7	3	4	5	6	1	100
t39	2	7	3	4	5	6	1	200
t17	2	7	3	4	5	6	1	210
t25	2	7	3	4	6	1	5	100
t39	2	7	3	4	6	1	5	200
t17	2	7	3	4	6	1	5	210
t25	2	7	3	4	6	5	1	100
t39	2	7	3	4	6	5	1	200
t17	2	7	3	4	6	5	1	210
t25	2	7	3	5	1	4	6	190
t39	2	7	3	5	1	4	6	200
t17	2	7	3	5	1	4	6	210
t25	2	7	3	5	1	6	4	150
t39	2	7	3	5	1	6	4	200
t17	2	7	3	5	1	6	4	210
t25	2	7	3	5	4	1	6	190
t39	2	7	3	5	4	1	6	200
t17	2	7	3	5	4	1	6	210
t25	2	7	3	5	4	6	1	150
t39	2	7	3	5	4	6	1	200
t17	2	7	3	5	4	6	1	210
t25	2	7	3	5	6	1	4	100
t39	2	7	3	5	6	1	4	200
t17	2	7	3	5	6	1	4	210
t25	2	7	3	5	6	4	1	100
t39	2	7	3	5	6	4	1	200
t17	2	7	3	5	6	4	1	210
t25	2	7	3	6	1	4	5	190
t39	2	7	3	6	1	4	5	160
t17	2	7	3	6	1	4	5	210
t25	2	7	3	6	1	5	4	190
t39	2	7	3	6	1	5	4	160
t17	2	7	3	6	1	5	4	210
t25	2	7	3	6	4	1	5	190
t39	2	7	3	6	4	1	5	160
t17	2	7	3	6	4	1	5	210
t25	2	7	3	6	4	5	1	190
t39	2	7	3	6	4	5	1	160
t17	2	7	3	6	4	5	1	210
t25	2	7	3	6	5	1	4	190
t39	2	7	3	6	5	1	4	160
t17	2	7	3	6	5	1	4	210
t25	2	7	3	6	5	4	1	190
t39	2	7	3	6	5	4	1	160
t17	2	7	3	6	5	4	1	210
t25	2	7	4	1	3	5	6	190
t39	2	7	4	1	3	5	6	200
t17	2	7	4	1	3	5	6	210
t25	2	7	4	1	3	6	5	150
t39	2	7	4	1	3	6	5	200
t17	2	7	4	1	3	6	5	210
t25	2	7	4	1	5	3	6	190
t39	2	7	4	1	5	3	6	200
t17	2	7	4	1	5	3	6	210
t25	2	7	4	1	5	6	3	100
t39	2	7	4	1	5	6	3	200
t17	2	7	4	1	5	6	3	210
t25	2	7	4	1	6	3	5	100
t39	2	7	4	1	6	3	5	200
t17	2	7	4	1	6	3	5	210
t25	2	7	4	1	6	5	3	100
t39	2	7	4	1	6	5	3	200
t17	2	7	4	1	6	5	3	210
t25	2	7	4	3	1	5	6	190
t39	2	7	4	3	1	5	6	200
t17	2	7	4	3	1	5	6	210
t25	2	7	4	3	1	6	5	150
t39	2	7	4	3	1	6	5	200
t17	2	7	4	3	1	6	5	210
t25	2	7	4	3	5	1	6	190
t39	2	7	4	3	5	1	6	200
t17	2	7	4	3	5	1	6	210
t25	2	7	4	3	5	6	1	100
t39	2	7	4	3	5	6	1	200
t17	2	7	4	3	5	6	1	210
t25	2	7	4	3	6	1	5	100
t39	2	7	4	3	6	1	5	200
t17	2	7	4	3	6	1	5	210
t25	2	7	4	3	6	5	1	100
t39	2	7	4	3	6	5	1	200
t17	2	7	4	3	6	5	1	210
t25	2	7	4	5	1	3	6	190
t39	2	7	4	5	1	3	6	200
t17	2	7	4	5	1	3	6	210
t25	2	7	4	5	1	6	3	150
t39	2	7	4	5	1	6	3	200
t17	2	7	4	5	1	6	3	210
t25	2	7	4	5	3	1	6	190
t39	2	7	4	5	3	1	6	200
t17	2	7	4	5	3	1	6	210
t25	2	7	4	5	3	6	1	150
t39	2	7	4	5	3	6	1	200
t17	2	7	4	5	3	6	1	210
t25	2	7	4	5	6	1	3	100
t39	2	7	4	5	6	1	3	200
t17	2	7	4	5	6	1	3	210
t25	2	7	4	5	6	3	1	100
t39	2	7	4	5	6	3	1	200
t17	2	7	4	5	6	3	1	210
t25	2	7	4	6	1	3	5	190
t39	2	7	4	6	1	3	5	160
t17	2	7	4	6	1	3	5	210
t25	2	7	4	6	1	5	3	190
t39	2	7	4	6	1	5	3	160
t17	2	7	4	6	1	5	3	210
t25	2	7	4	6	3	1	5	190
t39	2	7	4	6	3	1	5	160
t17	2	7	4	6	3	1	5	210
t25	2	7	4	6	3	5	1	190
t39	2	7	4	6	3	5	1	160
t17	2	7	4	6	3	5	1	210
t25	2	7	4	6	5	1	3	190
t39	2	7	4	6	5	1	3	160
t17	2	7	4	6	5	1	3	210
t25	2	7	4	6	5	3	1	190
t39	2	7	4	6	5	3	1	160
t17	2	7	4	6	5	3	1	210
t25	2	7	5	1	3	4	6	190
t39	2	7	5	1	3	4	6	200
t17	2	7	5	1	3	4	6	210
t25	2	7	5	1	3	6	4	150
t39	2	7	5	1	3	6	4	200
t17	2	7	5	1	3	6	4	210
t25	2	7	5	1	4	3	6	190
t39	2	7	5	1	4	3	6	200
t17	2	7	5	1	4	3	6	210
t25	2	7	5	1	4	6	3	150
t39	2	7	5	1	4	6	3	200
t17	2	7	5	1	4	6	3	210
t25	2	7	5	1	6	3	4	100
t39	2	7	5	1	6	3	4	200
t17	2	7	5	1	6	3	4	210
t25	2	7	5	1	6	4	3	100
t39	2	7	5	1	6	4	3	200
t17	2	7	5	1	6	4	3	210
t25	2	7	5	3	1	4	6	190
t39	2	7	5	3	1	4	6	200
t17	2	7	5	3	1	4	6	210
t25	2	7	5	3	1	6	4	150
t39	2	7	5	3	1	6	4	200
t17	2	7	5	3	1	6	4	210
t25	2	7	5	3	4	1	6	190
t39	2	7	5	3	4	1	6	200
t17	2	7	5	3	4	1	6	210
t25	2	7	5	3	4	6	1	150
t39	2	7	5	3	4	6	1	200
t17	2	7	5	3	4	6	1	210
t25	2	7	5	3	6	1	4	100
t39	2	7	5	3	6	1	4	200
t17	2	7	5	3	6	1	4	210
t25	2	7	5	3	6	4	1	100
t39	2	7	5	3	6	4	1	200
t17	2	7	5	3	6	4	1	210
t25	2	7	5	4	1	3	6	190
t39	2	7	5	4	1	3	6	200
t17	2	7	5	4	1	3	6	210
t25	2	7	5	4	1	6	3	150
t39	2	7	5	4	1	6	3	200
t17	2	7	5	4	1	6	3	210
t25	2	7	5	4	3	1	6	190
t39	2	7	5	4	3	1	6	200
t17	2	7	5	4	3	1	6	210
t25	2	7	5	4	3	6	1	150
t39	2	7	5	4	3	6	1	200
t17	2	7	5	4	3	6	1	210
t25	2	7	5	4	6	1	3	100
t39	2	7	5	4	6	1	3	200
t17	2	7	5	4	6	1	3	210
t25	2	7	5	4	6	3	1	100
t39	2	7	5	4	6	3	1	200
t17	2	7	5	4	6	3	1	210
t25	2	7	5	6	1	3	4	190
t39	2	7	5	6	1	3	4	150
t17	2	7	5	6	1	3	4	210
t25	2	7	5	6	1	4	3	190
t39	2	7	5	6	1	4	3	150
t17	2	7	5	6	1	4	3	210
t25	2	7	5	6	3	1	4	190
t39	2	7	5	6	3	1	4	150
t17	2	7	5	6	3	1	4	210
t25	2	7	5	6	3	4	1	190
t39	2	7	5	6	3	4	1	150
t17	2	7	5	6	3	4	1	210
t25	2	7	5	6	4	1	3	190
t39	2	7	5	6	4	1	3	150
t17	2	7	5	6	4	1	3	210
t25	2	7	5	6	4	3	1	190
t39	2	7	5	6	4	3	1	150
t17	2	7	5	6	4	3	1	210
t25	2	7	6	1	3	4	5	190
t39	2	7	6	1	3	4	5	150
t17	2	7	6	1	3	4	5	210
t25	2	7	6	1	3	5	4	190
t39	2	7	6	1	3	5	4	150
t17	2	7	6	1	3	5	4	210
t25	2	7	6	1	4	3	5	190
t39	2	7	6	1	4	3	5	150
t17	2	7	6	1	4	3	5	210
t25	2	7	6	1	4	5	3	190
t39	2	7	6	1	4	5	3	150
t17	2	7	6	1	4	5	3	210
t25	2	7	6	1	5	3	4	190
t39	2	7	6	1	5	3	4	150
t17	2	7	6	1	5	3	4	210
t25	2	7	6	1	5	4	3	190
t39	2	7	6	1	5	4	3	150
t17	2	7	6	1	5	4	3	210
t25	2	7	6	3	1	4	5	190
t39	2	7	6	3	1	4	5	150
t17	2	7	6	3	1	4	5	210
t25	2	7	6	3	1	5	4	190
t39	2	7	6	3	1	5	4	150
t17	2	7	6	3	1	5	4	210
t25	2	7	6	3	4	1	5	190
t39	2	7	6	3	4	1	5	150
t17	2	7	6	3	4	1	5	210
t25	2	7	6	3	4	5	1	190
t39	2	7	6	3	4	5	1	150
t17	2	7	6	3	4	5	1	210
t25	2	7	6	3	5	1	4	190
t39	2	7	6	3	5	1	4	150
t17	2	7	6	3	5	1	4	210
t25	2	7	6	3	5	4	1	190
t39	2	7	6	3	5	4	1	150
t17	2	7	6	3	5	4	1	210
t25	2	7	6	4	1	3	5	190
t39	2	7	6	4	1	3	5	150
t17	2	7	6	4	1	3	5	210
t25	2	7	6	4	1	5	3	190
t39	2	7	6	4	1	5	3	150
t17	2	7	6	4	1	5	3	210
t25	2	7	6	4	3	1	5	190
t39	2	7	6	4	3	1	5	150
t17	2	7	6	4	3	1	5	210
t25	2	7	6	4	3	5	1	190
t39	2	7	6	4	3	5	1	150
t17	2	7	6	4	3	5	1	210
t25	2	7	6	4	5	1	3	190
t39	2	7	6	4	5	1	3	150
t17	2	7	6	4	5	1	3	210
t25	2	7	6	4	5	3	1	190
t39	2	7	6	4	5	3	1	150
t17	2	7	6	4	5	3	1	210
t25	2	7	6	5	1	3	4	190
t39	2	7	6	5	1	3	4	150
t17	2	7	6	5	1	3	4	210
t25	2	7	6	5	1	4	3	190
t39	2	7	6	5	1	4	3	150
t17	2	7	6	5	1	4	3	210
t25	2	7	6	5	3	1	4	190
t39	2	7	6	5	3	1	4	150
t17	2	7	6	5	3	1	4	210
t25	2	7	6	5	3	4	1	190
t39	2	7	6	5	3	4	1	150
t17	2	7	6	5	3	4	1	210
t25	2	7	6	5	4	1	3	190
t39	2	7	6	5	4	1	3	150
t17	2	7	6	5	4	1	3	210
t25	2	7	6	5	4	3	1	190
t39	2	7	6	5	4	3	1	150
t17	2	7	6	5	4	3	1	210
t25	3	1	2	4	5	6	7	210
t39	3	1	2	4	5	6	7	210
t17	3	1	2	4	5	6	7	210
t25	3	1	2	4	5	7	6	160
t39	3	1	2	4	5	7	6	210
t17	3	1	2	4	5	7	6	160
t25	3	1	2	4	6	5	7	210
t39	3	1	2	4	6	5	7	210
t17	3	1	2	4	6	5	7	210
t25	3	1	2	4	6	7	5	120
t39	3	1	2	4	6	7	5	210
t17	3	1	2	4	6	7	5	120
t25	3	1	2	4	7	5	6	120
t39	3	1	2	4	7	5	6	210
t17	3	1	2	4	7	5	6	120
t25	3	1	2	4	7	6	5	120
t39	3	1	2	4	7	6	5	210
t17	3	1	2	4	7	6	5	120
t25	3	1	2	5	4	6	7	210
t39	3	1	2	5	4	6	7	210
t17	3	1	2	5	4	6	7	210
t25	3	1	2	5	4	7	6	160
t39	3	1	2	5	4	7	6	210
t17	3	1	2	5	4	7	6	160
t25	3	1	2	5	6	4	7	210
t39	3	1	2	5	6	4	7	210
t17	3	1	2	5	6	4	7	210
t25	3	1	2	5	6	7	4	120
t39	3	1	2	5	6	7	4	210
t17	3	1	2	5	6	7	4	80
t25	3	1	2	5	7	4	6	120
t39	3	1	2	5	7	4	6	210
t17	3	1	2	5	7	4	6	120
t25	3	1	2	5	7	6	4	120
t39	3	1	2	5	7	6	4	210
t17	3	1	2	5	7	6	4	80
t25	3	1	2	6	4	5	7	210
t39	3	1	2	6	4	5	7	210
t17	3	1	2	6	4	5	7	210
t25	3	1	2	6	4	7	5	160
t39	3	1	2	6	4	7	5	210
t17	3	1	2	6	4	7	5	150
t25	3	1	2	6	5	4	7	210
t39	3	1	2	6	5	4	7	210
t17	3	1	2	6	5	4	7	210
t25	3	1	2	6	5	7	4	160
t39	3	1	2	6	5	7	4	210
t17	3	1	2	6	5	7	4	80
t25	3	1	2	6	7	4	5	120
t39	3	1	2	6	7	4	5	210
t17	3	1	2	6	7	4	5	100
t25	3	1	2	6	7	5	4	120
t39	3	1	2	6	7	5	4	210
t17	3	1	2	6	7	5	4	80
t25	3	1	2	7	4	5	6	210
t39	3	1	2	7	4	5	6	180
t17	3	1	2	7	4	5	6	170
t25	3	1	2	7	4	6	5	210
t39	3	1	2	7	4	6	5	180
t17	3	1	2	7	4	6	5	150
t25	3	1	2	7	5	4	6	210
t39	3	1	2	7	5	4	6	180
t17	3	1	2	7	5	4	6	170
t25	3	1	2	7	5	6	4	210
t39	3	1	2	7	5	6	4	180
t17	3	1	2	7	5	6	4	80
t25	3	1	2	7	6	4	5	210
t39	3	1	2	7	6	4	5	180
t17	3	1	2	7	6	4	5	100
t25	3	1	2	7	6	5	4	210
t39	3	1	2	7	6	5	4	180
t17	3	1	2	7	6	5	4	80
t25	3	1	4	2	5	6	7	210
t39	3	1	4	2	5	6	7	210
t17	3	1	4	2	5	6	7	210
t25	3	1	4	2	5	7	6	160
t39	3	1	4	2	5	7	6	210
t17	3	1	4	2	5	7	6	160
t25	3	1	4	2	6	5	7	210
t39	3	1	4	2	6	5	7	210
t17	3	1	4	2	6	5	7	210
t25	3	1	4	2	6	7	5	120
t39	3	1	4	2	6	7	5	210
t17	3	1	4	2	6	7	5	120
t25	3	1	4	2	7	5	6	120
t39	3	1	4	2	7	5	6	210
t17	3	1	4	2	7	5	6	120
t25	3	1	4	2	7	6	5	120
t39	3	1	4	2	7	6	5	210
t17	3	1	4	2	7	6	5	120
t25	3	1	4	5	2	6	7	210
t39	3	1	4	5	2	6	7	210
t17	3	1	4	5	2	6	7	210
t25	3	1	4	5	2	7	6	160
t39	3	1	4	5	2	7	6	210
t17	3	1	4	5	2	7	6	160
t25	3	1	4	5	6	2	7	210
t39	3	1	4	5	6	2	7	210
t17	3	1	4	5	6	2	7	210
t25	3	1	4	5	6	7	2	120
t39	3	1	4	5	6	7	2	210
t17	3	1	4	5	6	7	2	80
t25	3	1	4	5	7	2	6	120
t39	3	1	4	5	7	2	6	210
t17	3	1	4	5	7	2	6	120
t25	3	1	4	5	7	6	2	120
t39	3	1	4	5	7	6	2	210
t17	3	1	4	5	7	6	2	80
t25	3	1	4	6	2	5	7	210
t39	3	1	4	6	2	5	7	210
t17	3	1	4	6	2	5	7	210
t25	3	1	4	6	2	7	5	160
t39	3	1	4	6	2	7	5	210
t17	3	1	4	6	2	7	5	150
t25	3	1	4	6	5	2	7	210
t39	3	1	4	6	5	2	7	210
t17	3	1	4	6	5	2	7	210
t25	3	1	4	6	5	7	2	160
t39	3	1	4	6	5	7	2	210
t17	3	1	4	6	5	7	2	80
t25	3	1	4	6	7	2	5	120
t39	3	1	4	6	7	2	5	210
t17	3	1	4	6	7	2	5	100
t25	3	1	4	6	7	5	2	120
t39	3	1	4	6	7	5	2	210
t17	3	1	4	6	7	5	2	80
t25	3	1	4	7	2	5	6	210
t39	3	1	4	7	2	5	6	180
t17	3	1	4	7	2	5	6	170
t25	3	1	4	7	2	6	5	210
t39	3	1	4	7	2	6	5	180
t17	3	1	4	7	2	6	5	150
t25	3	1	4	7	5	2	6	210
t39	3	1	4	7	5	2	6	180
t17	3	1	4	7	5	2	6	170
t25	3	1	4	7	5	6	2	210
t39	3	1	4	7	5	6	2	180
t17	3	1	4	7	5	6	2	80
t25	3	1	4	7	6	2	5	210
t39	3	1	4	7	6	2	5	180
t17	3	1	4	7	6	2	5	100
t25	3	1	4	7	6	5	2	210
t39	3	1	4	7	6	5	2	180
t17	3	1	4	7	6	5	2	80
t25	3	1	5	2	4	6	7	210
t39	3	1	5	2	4	6	7	210
t17	3	1	5	2	4	6	7	210
t25	3	1	5	2	4	7	6	160
t39	3	1	5	2	4	7	6	210
t17	3	1	5	2	4	7	6	160
t25	3	1	5	2	6	4	7	210
t39	3	1	5	2	6	4	7	210
t17	3	1	5	2	6	4	7	210
t25	3	1	5	2	6	7	4	120
t39	3	1	5	2	6	7	4	210
t17	3	1	5	2	6	7	4	100
t25	3	1	5	2	7	4	6	120
t39	3	1	5	2	7	4	6	210
t17	3	1	5	2	7	4	6	120
t25	3	1	5	2	7	6	4	120
t39	3	1	5	2	7	6	4	210
t17	3	1	5	2	7	6	4	100
t25	3	1	5	4	2	6	7	210
t39	3	1	5	4	2	6	7	210
t17	3	1	5	4	2	6	7	210
t25	3	1	5	4	2	7	6	160
t39	3	1	5	4	2	7	6	210
t17	3	1	5	4	2	7	6	160
t25	3	1	5	4	6	2	7	210
t39	3	1	5	4	6	2	7	210
t17	3	1	5	4	6	2	7	210
t25	3	1	5	4	6	7	2	120
t39	3	1	5	4	6	7	2	210
t17	3	1	5	4	6	7	2	80
t25	3	1	5	4	7	2	6	120
t39	3	1	5	4	7	2	6	210
t17	3	1	5	4	7	2	6	120
t25	3	1	5	4	7	6	2	120
t39	3	1	5	4	7	6	2	210
t17	3	1	5	4	7	6	2	80
t25	3	1	5	6	2	4	7	210
t39	3	1	5	6	2	4	7	210
t17	3	1	5	6	2	4	7	210
t25	3	1	5	6	2	7	4	160
t39	3	1	5	6	2	7	4	210
t17	3	1	5	6	2	7	4	150
t25	3	1	5	6	4	2	7	210
t39	3	1	5	6	4	2	7	210
t17	3	1	5	6	4	2	7	210
t25	3	1	5	6	4	7	2	160
t39	3	1	5	6	4	7	2	210
t17	3	1	5	6	4	7	2	80
t25	3	1	5	6	7	2	4	120
t39	3	1	5	6	7	2	4	210
t17	3	1	5	6	7	2	4	100
t25	3	1	5	6	7	4	2	120
t39	3	1	5	6	7	4	2	210
t17	3	1	5	6	7	4	2	80
t25	3	1	5	7	2	4	6	210
t39	3	1	5	7	2	4	6	180
t17	3	1	5	7	2	4	6	170
t25	3	1	5	7	2	6	4	210
t39	3	1	5	7	2	6	4	180
t17	3	1	5	7	2	6	4	150
t25	3	1	5	7	4	2	6	210
t39	3	1	5	7	4	2	6	180
t17	3	1	5	7	4	2	6	170
t25	3	1	5	7	4	6	2	210
t39	3	1	5	7	4	6	2	180
t17	3	1	5	7	4	6	2	80
t25	3	1	5	7	6	2	4	210
t39	3	1	5	7	6	2	4	180
t17	3	1	5	7	6	2	4	100
t25	3	1	5	7	6	4	2	210
t39	3	1	5	7	6	4	2	180
t17	3	1	5	7	6	4	2	80
t25	3	1	6	2	4	5	7	210
t39	3	1	6	2	4	5	7	210
t17	3	1	6	2	4	5	7	210
t25	3	1	6	2	4	7	5	160
t39	3	1	6	2	4	7	5	210
t17	3	1	6	2	4	7	5	150
t25	3	1	6	2	5	4	7	210
t39	3	1	6	2	5	4	7	210
t17	3	1	6	2	5	4	7	210
t25	3	1	6	2	5	7	4	160
t39	3	1	6	2	5	7	4	210
t17	3	1	6	2	5	7	4	100
t25	3	1	6	2	7	4	5	120
t39	3	1	6	2	7	4	5	210
t17	3	1	6	2	7	4	5	100
t25	3	1	6	2	7	5	4	120
t39	3	1	6	2	7	5	4	210
t17	3	1	6	2	7	5	4	100
t25	3	1	6	4	2	5	7	210
t39	3	1	6	4	2	5	7	210
t17	3	1	6	4	2	5	7	210
t25	3	1	6	4	2	7	5	160
t39	3	1	6	4	2	7	5	210
t17	3	1	6	4	2	7	5	150
t25	3	1	6	4	5	2	7	210
t39	3	1	6	4	5	2	7	210
t17	3	1	6	4	5	2	7	210
t25	3	1	6	4	5	7	2	160
t39	3	1	6	4	5	7	2	210
t17	3	1	6	4	5	7	2	80
t25	3	1	6	4	7	2	5	120
t39	3	1	6	4	7	2	5	210
t17	3	1	6	4	7	2	5	100
t25	3	1	6	4	7	5	2	120
t39	3	1	6	4	7	5	2	210
