Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	Mixed
t17	4	3	6	5	7	2	1	100
t25	4	3	6	7	1	2	5	210
t39	4	3	6	7	1	2	5	170
t17	4	3	6	7	1	2	5	170
t25	4	3	6	7	1	5	2	210
t39	4	3	6	7	1	5	2	170
t17	4	3	6	7	1	5	2	150
t25	4	3	6	7	2	1	5	210
t39	4	3	6	7	2	1	5	170
t17	4	3	6	7	2	1	5	170
t25	4	3	6	7	2	5	1	210
t39	4	3	6	7	2	5	1	170
t17	4	3	6	7	2	5	1	150
t25	4	3	6	7	5	1	2	210
t39	4	3	6	7	5	1	2	170
t17	4	3	6	7	5	1	2	100
t25	4	3	6	7	5	2	1	210
t39	4	3	6	7	5	2	1	170
t17	4	3	6	7	5	2	1	100
t25	4	3	7	1	2	5	6	210
t39	4	3	7	1	2	5	6	190
t17	4	3	7	1	2	5	6	190
t25	4	3	7	1	2	6	5	210
t39	4	3	7	1	2	6	5	190
t17	4	3	7	1	2	6	5	150
t25	4	3	7	1	5	2	6	210
t39	4	3	7	1	5	2	6	190
t17	4	3	7	1	5	2	6	190
t25	4	3	7	1	5	6	2	210
t39	4	3	7	1	5	6	2	190
t17	4	3	7	1	5	6	2	100
t25	4	3	7	1	6	2	5	210
t39	4	3	7	1	6	2	5	190
t17	4	3	7	1	6	2	5	100
t25	4	3	7	1	6	5	2	210
t39	4	3	7	1	6	5	2	190
t17	4	3	7	1	6	5	2	100
t25	4	3	7	2	1	5	6	210
t39	4	3	7	2	1	5	6	190
t17	4	3	7	2	1	5	6	190
t25	4	3	7	2	1	6	5	210
t39	4	3	7	2	1	6	5	190
t17	4	3	7	2	1	6	5	150
t25	4	3	7	2	5	1	6	210
t39	4	3	7	2	5	1	6	190
t17	4	3	7	2	5	1	6	190
t25	4	3	7	2	5	6	1	210
t39	4	3	7	2	5	6	1	190
t17	4	3	7	2	5	6	1	100
t25	4	3	7	2	6	1	5	210
t39	4	3	7	2	6	1	5	190
t17	4	3	7	2	6	1	5	100
t25	4	3	7	2	6	5	1	210
t39	4	3	7	2	6	5	1	190
t17	4	3	7	2	6	5	1	100
t25	4	3	7	5	1	2	6	210
t39	4	3	7	5	1	2	6	190
t17	4	3	7	5	1	2	6	190
t25	4	3	7	5	1	6	2	210
t39	4	3	7	5	1	6	2	190
t17	4	3	7	5	1	6	2	150
t25	4	3	7	5	2	1	6	210
t39	4	3	7	5	2	1	6	190
t17	4	3	7	5	2	1	6	190
t25	4	3	7	5	2	6	1	210
t39	4	3	7	5	2	6	1	190
t17	4	3	7	5	2	6	1	150
t25	4	3	7	5	6	1	2	210
t39	4	3	7	5	6	1	2	190
t17	4	3	7	5	6	1	2	100
t25	4	3	7	5	6	2	1	210
t39	4	3	7	5	6	2	1	190
t17	4	3	7	5	6	2	1	100
t25	4	3	7	6	1	2	5	210
t39	4	3	7	6	1	2	5	170
t17	4	3	7	6	1	2	5	170
t25	4	3	7	6	1	5	2	210
t39	4	3	7	6	1	5	2	170
t17	4	3	7	6	1	5	2	150
t25	4	3	7	6	2	1	5	210
t39	4	3	7	6	2	1	5	170
t17	4	3	7	6	2	1	5	170
t25	4	3	7	6	2	5	1	210
t39	4	3	7	6	2	5	1	170
t17	4	3	7	6	2	5	1	150
t25	4	3	7	6	5	1	2	210
t39	4	3	7	6	5	1	2	170
t17	4	3	7	6	5	1	2	100
t25	4	3	7	6	5	2	1	210
t39	4	3	7	6	5	2	1	170
t17	4	3	7	6	5	2	1	100
t25	4	5	1	2	3	6	7	210
t39	4	5	1	2	3	6	7	210
t17	4	5	1	2	3	6	7	210
t25	4	5	1	2	3	7	6	160
t39	4	5	1	2	3	7	6	210
t17	4	5	1	2	3	7	6	160
t25	4	5	1	2	6	3	7	210
t39	4	5	1	2	6	3	7	210
t17	4	5	1	2	6	3	7	210
t25	4	5	1	2	6	7	3	100
t39	4	5	1	2	6	7	3	210
t17	4	5	1	2	6	7	3	120
t25	4	5	1	2	7	3	6	120
t39	4	5	1	2	7	3	6	210
t17	4	5	1	2	7	3	6	120
t25	4	5	1	2	7	6	3	100
t39	4	5	1	2	7	6	3	210
t17	4	5	1	2	7	6	3	120
t25	4	5	1	3	2	6	7	210
t39	4	5	1	3	2	6	7	210
t17	4	5	1	3	2	6	7	210
t25	4	5	1	3	2	7	6	160
t39	4	5	1	3	2	7	6	210
t17	4	5	1	3	2	7	6	160
t25	4	5	1	3	6	2	7	210
t39	4	5	1	3	6	2	7	210
t17	4	5	1	3	6	2	7	210
t25	4	5	1	3	6	7	2	100
t39	4	5	1	3	6	7	2	210
t17	4	5	1	3	6	7	2	120
t25	4	5	1	3	7	2	6	120
t39	4	5	1	3	7	2	6	210
t17	4	5	1	3	7	2	6	120
t25	4	5	1	3	7	6	2	100
t39	4	5	1	3	7	6	2	210
t17	4	5	1	3	7	6	2	120
t25	4	5	1	6	2	3	7	210
t39	4	5	1	6	2	3	7	210
t17	4	5	1	6	2	3	7	210
t25	4	5	1	6	2	7	3	160
t39	4	5	1	6	2	7	3	210
t17	4	5	1	6	2	7	3	150
t25	4	5	1	6	3	2	7	210
t39	4	5	1	6	3	2	7	210
t17	4	5	1	6	3	2	7	210
t25	4	5	1	6	3	7	2	160
t39	4	5	1	6	3	7	2	210
t17	4	5	1	6	3	7	2	150
t25	4	5	1	6	7	2	3	120
t39	4	5	1	6	7	2	3	210
t17	4	5	1	6	7	2	3	100
t25	4	5	1	6	7	3	2	120
t39	4	5	1	6	7	3	2	210
t17	4	5	1	6	7	3	2	100
t25	4	5	1	7	2	3	6	210
t39	4	5	1	7	2	3	6	180
t17	4	5	1	7	2	3	6	170
t25	4	5	1	7	2	6	3	210
t39	4	5	1	7	2	6	3	180
t17	4	5	1	7	2	6	3	150
t25	4	5	1	7	3	2	6	210
t39	4	5	1	7	3	2	6	180
t17	4	5	1	7	3	2	6	170
t25	4	5	1	7	3	6	2	210
t39	4	5	1	7	3	6	2	180
t17	4	5	1	7	3	6	2	150
t25	4	5	1	7	6	2	3	210
t39	4	5	1	7	6	2	3	180
t17	4	5	1	7	6	2	3	100
t25	4	5	1	7	6	3	2	210
t39	4	5	1	7	6	3	2	180
t17	4	5	1	7	6	3	2	100
t25	4	5	2	1	3	6	7	210
t39	4	5	2	1	3	6	7	210
t17	4	5	2	1	3	6	7	210
t25	4	5	2	1	3	7	6	160
t39	4	5	2	1	3	7	6	210
t17	4	5	2	1	3	7	6	160
t25	4	5	2	1	6	3	7	210
t39	4	5	2	1	6	3	7	210
t17	4	5	2	1	6	3	7	210
t25	4	5	2	1	6	7	3	100
t39	4	5	2	1	6	7	3	210
t17	4	5	2	1	6	7	3	120
t25	4	5	2	1	7	3	6	120
t39	4	5	2	1	7	3	6	210
t17	4	5	2	1	7	3	6	120
t25	4	5	2	1	7	6	3	100
t39	4	5	2	1	7	6	3	210
t17	4	5	2	1	7	6	3	120
t25	4	5	2	3	1	6	7	210
t39	4	5	2	3	1	6	7	210
t17	4	5	2	3	1	6	7	210
t25	4	5	2	3	1	7	6	160
t39	4	5	2	3	1	7	6	210
t17	4	5	2	3	1	7	6	160
t25	4	5	2	3	6	1	7	210
t39	4	5	2	3	6	1	7	210
t17	4	5	2	3	6	1	7	210
t25	4	5	2	3	6	7	1	100
t39	4	5	2	3	6	7	1	210
t17	4	5	2	3	6	7	1	120
t25	4	5	2	3	7	1	6	120
t39	4	5	2	3	7	1	6	210
t17	4	5	2	3	7	1	6	120
t25	4	5	2	3	7	6	1	100
t39	4	5	2	3	7	6	1	210
t17	4	5	2	3	7	6	1	120
t25	4	5	2	6	1	3	7	210
t39	4	5	2	6	1	3	7	210
t17	4	5	2	6	1	3	7	210
t25	4	5	2	6	1	7	3	160
t39	4	5	2	6	1	7	3	210
t17	4	5	2	6	1	7	3	150
t25	4	5	2	6	3	1	7	210
t39	4	5	2	6	3	1	7	210
t17	4	5	2	6	3	1	7	210
t25	4	5	2	6	3	7	1	160
t39	4	5	2	6	3	7	1	210
t17	4	5	2	6	3	7	1	150
t25	4	5	2	6	7	1	3	120
t39	4	5	2	6	7	1	3	210
t17	4	5	2	6	7	1	3	100
t25	4	5	2	6	7	3	1	120
t39	4	5	2	6	7	3	1	210
t17	4	5	2	6	7	3	1	100
t25	4	5	2	7	1	3	6	210
t39	4	5	2	7	1	3	6	180
t17	4	5	2	7	1	3	6	170
t25	4	5	2	7	1	6	3	210
t39	4	5	2	7	1	6	3	180
t17	4	5	2	7	1	6	3	150
t25	4	5	2	7	3	1	6	210
t39	4	5	2	7	3	1	6	180
t17	4	5	2	7	3	1	6	170
t25	4	5	2	7	3	6	1	210
t39	4	5	2	7	3	6	1	180
t17	4	5	2	7	3	6	1	150
t25	4	5	2	7	6	1	3	210
t39	4	5	2	7	6	1	3	180
t17	4	5	2	7	6	1	3	100
t25	4	5	2	7	6	3	1	210
t39	4	5	2	7	6	3	1	180
t17	4	5	2	7	6	3	1	100
t25	4	5	3	1	2	6	7	210
t39	4	5	3	1	2	6	7	210
t17	4	5	3	1	2	6	7	210
t25	4	5	3	1	2	7	6	160
t39	4	5	3	1	2	7	6	210
t17	4	5	3	1	2	7	6	160
t25	4	5	3	1	6	2	7	210
t39	4	5	3	1	6	2	7	210
t17	4	5	3	1	6	2	7	210
t25	4	5	3	1	6	7	2	100
t39	4	5	3	1	6	7	2	210
t17	4	5	3	1	6	7	2	120
t25	4	5	3	1	7	2	6	120
t39	4	5	3	1	7	2	6	210
t17	4	5	3	1	7	2	6	120
t25	4	5	3	1	7	6	2	100
t39	4	5	3	1	7	6	2	210
t17	4	5	3	1	7	6	2	120
t25	4	5	3	2	1	6	7	210
t39	4	5	3	2	1	6	7	210
t17	4	5	3	2	1	6	7	210
t25	4	5	3	2	1	7	6	160
t39	4	5	3	2	1	7	6	210
t17	4	5	3	2	1	7	6	160
t25	4	5	3	2	6	1	7	210
t39	4	5	3	2	6	1	7	210
t17	4	5	3	2	6	1	7	210
t25	4	5	3	2	6	7	1	100
t39	4	5	3	2	6	7	1	210
t17	4	5	3	2	6	7	1	120
t25	4	5	3	2	7	1	6	120
t39	4	5	3	2	7	1	6	210
t17	4	5	3	2	7	1	6	120
t25	4	5	3	2	7	6	1	100
t39	4	5	3	2	7	6	1	210
t17	4	5	3	2	7	6	1	120
t25	4	5	3	6	1	2	7	210
t39	4	5	3	6	1	2	7	210
t17	4	5	3	6	1	2	7	210
t25	4	5	3	6	1	7	2	160
t39	4	5	3	6	1	7	2	210
t17	4	5	3	6	1	7	2	150
t25	4	5	3	6	2	1	7	210
t39	4	5	3	6	2	1	7	210
t17	4	5	3	6	2	1	7	210
t25	4	5	3	6	2	7	1	160
t39	4	5	3	6	2	7	1	210
t17	4	5	3	6	2	7	1	150
t25	4	5	3	6	7	1	2	120
t39	4	5	3	6	7	1	2	210
t17	4	5	3	6	7	1	2	100
t25	4	5	3	6	7	2	1	120
t39	4	5	3	6	7	2	1	210
t17	4	5	3	6	7	2	1	100
t25	4	5	3	7	1	2	6	210
t39	4	5	3	7	1	2	6	180
t17	4	5	3	7	1	2	6	170
t25	4	5	3	7	1	6	2	210
t39	4	5	3	7	1	6	2	180
t17	4	5	3	7	1	6	2	150
t25	4	5	3	7	2	1	6	210
t39	4	5	3	7	2	1	6	180
t17	4	5	3	7	2	1	6	170
t25	4	5	3	7	2	6	1	210
t39	4	5	3	7	2	6	1	180
t17	4	5	3	7	2	6	1	150
t25	4	5	3	7	6	1	2	210
t39	4	5	3	7	6	1	2	180
t17	4	5	3	7	6	1	2	100
t25	4	5	3	7	6	2	1	210
t39	4	5	3	7	6	2	1	180
t17	4	5	3	7	6	2	1	100
t25	4	5	6	1	2	3	7	210
t39	4	5	6	1	2	3	7	210
t17	4	5	6	1	2	3	7	210
t25	4	5	6	1	2	7	3	160
t39	4	5	6	1	2	7	3	210
t17	4	5	6	1	2	7	3	150
t25	4	5	6	1	3	2	7	210
t39	4	5	6	1	3	2	7	210
t17	4	5	6	1	3	2	7	210
t25	4	5	6	1	3	7	2	160
t39	4	5	6	1	3	7	2	210
t17	4	5	6	1	3	7	2	150
t25	4	5	6	1	7	2	3	120
t39	4	5	6	1	7	2	3	210
t17	4	5	6	1	7	2	3	100
t25	4	5	6	1	7	3	2	120
t39	4	5	6	1	7	3	2	210
t17	4	5	6	1	7	3	2	100
t25	4	5	6	2	1	3	7	210
t39	4	5	6	2	1	3	7	210
t17	4	5	6	2	1	3	7	210
t25	4	5	6	2	1	7	3	160
t39	4	5	6	2	1	7	3	210
t17	4	5	6	2	1	7	3	150
t25	4	5	6	2	3	1	7	210
t39	4	5	6	2	3	1	7	210
t17	4	5	6	2	3	1	7	210
t25	4	5	6	2	3	7	1	160
t39	4	5	6	2	3	7	1	210
t17	4	5	6	2	3	7	1	150
t25	4	5	6	2	7	1	3	120
t39	4	5	6	2	7	1	3	210
t17	4	5	6	2	7	1	3	100
t25	4	5	6	2	7	3	1	120
t39	4	5	6	2	7	3	1	210
t17	4	5	6	2	7	3	1	100
t25	4	5	6	3	1	2	7	210
t39	4	5	6	3	1	2	7	210
t17	4	5	6	3	1	2	7	210
t25	4	5	6	3	1	7	2	160
t39	4	5	6	3	1	7	2	210
t17	4	5	6	3	1	7	2	150
t25	4	5	6	3	2	1	7	210
t39	4	5	6	3	2	1	7	210
t17	4	5	6	3	2	1	7	210
t25	4	5	6	3	2	7	1	160
t39	4	5	6	3	2	7	1	210
t17	4	5	6	3	2	7	1	150
t25	4	5	6	3	7	1	2	120
t39	4	5	6	3	7	1	2	210
t17	4	5	6	3	7	1	2	100
t25	4	5	6	3	7	2	1	120
t39	4	5	6	3	7	2	1	210
t17	4	5	6	3	7	2	1	100
t25	4	5	6	7	1	2	3	210
t39	4	5	6	7	1	2	3	90
t17	4	5	6	7	1	2	3	170
t25	4	5	6	7	1	3	2	210
t39	4	5	6	7	1	3	2	90
t17	4	5	6	7	1	3	2	170
t25	4	5	6	7	2	1	3	210
t39	4	5	6	7	2	1	3	90
t17	4	5	6	7	2	1	3	170
t25	4	5	6	7	2	3	1	210
t39	4	5	6	7	2	3	1	90
t17	4	5	6	7	2	3	1	170
t25	4	5	6	7	3	1	2	210
t39	4	5	6	7	3	1	2	90
t17	4	5	6	7	3	1	2	170
t25	4	5	6	7	3	2	1	210
t39	4	5	6	7	3	2	1	90
t17	4	5	6	7	3	2	1	170
t25	4	5	7	1	2	3	6	210
t39	4	5	7	1	2	3	6	190
t17	4	5	7	1	2	3	6	190
t25	4	5	7	1	2	6	3	210
t39	4	5	7	1	2	6	3	190
t17	4	5	7	1	2	6	3	150
t25	4	5	7	1	3	2	6	210
t39	4	5	7	1	3	2	6	190
t17	4	5	7	1	3	2	6	190
t25	4	5	7	1	3	6	2	210
t39	4	5	7	1	3	6	2	190
t17	4	5	7	1	3	6	2	150
t25	4	5	7	1	6	2	3	210
t39	4	5	7	1	6	2	3	190
t17	4	5	7	1	6	2	3	100
t25	4	5	7	1	6	3	2	210
t39	4	5	7	1	6	3	2	190
t17	4	5	7	1	6	3	2	100
t25	4	5	7	2	1	3	6	210
t39	4	5	7	2	1	3	6	190
t17	4	5	7	2	1	3	6	190
t25	4	5	7	2	1	6	3	210
t39	4	5	7	2	1	6	3	190
t17	4	5	7	2	1	6	3	150
t25	4	5	7	2	3	1	6	210
t39	4	5	7	2	3	1	6	190
t17	4	5	7	2	3	1	6	190
t25	4	5	7	2	3	6	1	210
t39	4	5	7	2	3	6	1	190
t17	4	5	7	2	3	6	1	150
t25	4	5	7	2	6	1	3	210
t39	4	5	7	2	6	1	3	190
t17	4	5	7	2	6	1	3	100
t25	4	5	7	2	6	3	1	210
t39	4	5	7	2	6	3	1	190
t17	4	5	7	2	6	3	1	100
t25	4	5	7	3	1	2	6	210
t39	4	5	7	3	1	2	6	190
t17	4	5	7	3	1	2	6	190
t25	4	5	7	3	1	6	2	210
t39	4	5	7	3	1	6	2	190
t17	4	5	7	3	1	6	2	150
t25	4	5	7	3	2	1	6	210
t39	4	5	7	3	2	1	6	190
t17	4	5	7	3	2	1	6	190
t25	4	5	7	3	2	6	1	210
t39	4	5	7	3	2	6	1	190
t17	4	5	7	3	2	6	1	150
t25	4	5	7	3	6	1	2	210
t39	4	5	7	3	6	1	2	190
t17	4	5	7	3	6	1	2	100
t25	4	5	7	3	6	2	1	210
t39	4	5	7	3	6	2	1	190
t17	4	5	7	3	6	2	1	100
t25	4	5	7	6	1	2	3	210
t39	4	5	7	6	1	2	3	90
t17	4	5	7	6	1	2	3	170
t25	4	5	7	6	1	3	2	210
t39	4	5	7	6	1	3	2	90
t17	4	5	7	6	1	3	2	170
t25	4	5	7	6	2	1	3	210
t39	4	5	7	6	2	1	3	90
t17	4	5	7	6	2	1	3	170
t25	4	5	7	6	2	3	1	210
t39	4	5	7	6	2	3	1	90
t17	4	5	7	6	2	3	1	170
t25	4	5	7	6	3	1	2	210
t39	4	5	7	6	3	1	2	90
t17	4	5	7	6	3	1	2	170
t25	4	5	7	6	3	2	1	210
t39	4	5	7	6	3	2	1	90
t17	4	5	7	6	3	2	1	170
t25	4	6	1	2	3	5	7	210
t39	4	6	1	2	3	5	7	210
t17	4	6	1	2	3	5	7	210
t25	4	6	1	2	3	7	5	150
t39	4	6	1	2	3	7	5	210
t17	4	6	1	2	3	7	5	160
t25	4	6	1	2	5	3	7	210
t39	4	6	1	2	5	3	7	210
t17	4	6	1	2	5	3	7	210
t25	4	6	1	2	5	7	3	100
t39	4	6	1	2	5	7	3	210
t17	4	6	1	2	5	7	3	160
t25	4	6	1	2	7	3	5	100
t39	4	6	1	2	7	3	5	210
t17	4	6	1	2	7	3	5	120
t25	4	6	1	2	7	5	3	100
t39	4	6	1	2	7	5	3	210
t17	4	6	1	2	7	5	3	120
t25	4	6	1	3	2	5	7	210
t39	4	6	1	3	2	5	7	210
t17	4	6	1	3	2	5	7	210
t25	4	6	1	3	2	7	5	150
t39	4	6	1	3	2	7	5	210
t17	4	6	1	3	2	7	5	160
t25	4	6	1	3	5	2	7	210
t39	4	6	1	3	5	2	7	210
t17	4	6	1	3	5	2	7	210
t25	4	6	1	3	5	7	2	100
t39	4	6	1	3	5	7	2	210
t17	4	6	1	3	5	7	2	160
t25	4	6	1	3	7	2	5	100
t39	4	6	1	3	7	2	5	210
t17	4	6	1	3	7	2	5	120
t25	4	6	1	3	7	5	2	100
t39	4	6	1	3	7	5	2	210
t17	4	6	1	3	7	5	2	120
t25	4	6	1	5	2	3	7	210
t39	4	6	1	5	2	3	7	210
t17	4	6	1	5	2	3	7	210
t25	4	6	1	5	2	7	3	150
t39	4	6	1	5	2	7	3	210
t17	4	6	1	5	2	7	3	160
t25	4	6	1	5	3	2	7	210
t39	4	6	1	5	3	2	7	210
t17	4	6	1	5	3	2	7	210
t25	4	6	1	5	3	7	2	150
t39	4	6	1	5	3	7	2	210
t17	4	6	1	5	3	7	2	160
t25	4	6	1	5	7	2	3	100
t39	4	6	1	5	7	2	3	210
t17	4	6	1	5	7	2	3	120
t25	4	6	1	5	7	3	2	100
t39	4	6	1	5	7	3	2	210
t17	4	6	1	5	7	3	2	120
t25	4	6	1	7	2	3	5	210
t39	4	6	1	7	2	3	5	160
t17	4	6	1	7	2	3	5	170
t25	4	6	1	7	2	5	3	210
t39	4	6	1	7	2	5	3	160
t17	4	6	1	7	2	5	3	170
t25	4	6	1	7	3	2	5	210
t39	4	6	1	7	3	2	5	160
t17	4	6	1	7	3	2	5	170
t25	4	6	1	7	3	5	2	210
t39	4	6	1	7	3	5	2	160
t17	4	6	1	7	3	5	2	170
t25	4	6	1	7	5	2	3	210
t39	4	6	1	7	5	2	3	160
t17	4	6	1	7	5	2	3	170
t25	4	6	1	7	5	3	2	210
t39	4	6	1	7	5	3	2	160
t17	4	6	1	7	5	3	2	170
t25	4	6	2	1	3	5	7	210
t39	4	6	2	1	3	5	7	210
t17	4	6	2	1	3	5	7	210
t25	4	6	2	1	3	7	5	150
t39	4	6	2	1	3	7	5	210
t17	4	6	2	1	3	7	5	160
t25	4	6	2	1	5	3	7	210
t39	4	6	2	1	5	3	7	210
t17	4	6	2	1	5	3	7	210
t25	4	6	2	1	5	7	3	100
t39	4	6	2	1	5	7	3	210
t17	4	6	2	1	5	7	3	160
t25	4	6	2	1	7	3	5	100
t39	4	6	2	1	7	3	5	210
t17	4	6	2	1	7	3	5	120
t25	4	6	2	1	7	5	3	100
t39	4	6	2	1	7	5	3	210
t17	4	6	2	1	7	5	3	120
t25	4	6	2	3	1	5	7	210
t39	4	6	2	3	1	5	7	210
t17	4	6	2	3	1	5	7	210
t25	4	6	2	3	1	7	5	150
t39	4	6	2	3	1	7	5	210
t17	4	6	2	3	1	7	5	160
t25	4	6	2	3	5	1	7	210
t39	4	6	2	3	5	1	7	210
t17	4	6	2	3	5	1	7	210
t25	4	6	2	3	5	7	1	100
t39	4	6	2	3	5	7	1	210
t17	4	6	2	3	5	7	1	160
t25	4	6	2	3	7	1	5	100
t39	4	6	2	3	7	1	5	210
t17	4	6	2	3	7	1	5	120
t25	4	6	2	3	7	5	1	100
t39	4	6	2	3	7	5	1	210
t17	4	6	2	3	7	5	1	120
t25	4	6	2	5	1	3	7	210
t39	4	6	2	5	1	3	7	210
t17	4	6	2	5	1	3	7	210
t25	4	6	2	5	1	7	3	150
t39	4	6	2	5	1	7	3	210
t17	4	6	2	5	1	7	3	160
t25	4	6	2	5	3	1	7	210
t39	4	6	2	5	3	1	7	210
t17	4	6	2	5	3	1	7	210
t25	4	6	2	5	3	7	1	150
t39	4	6	2	5	3	7	1	210
t17	4	6	2	5	3	7	1	160
t25	4	6	2	5	7	1	3	100
t39	4	6	2	5	7	1	3	210
t17	4	6	2	5	7	1	3	120
t25	4	6	2	5	7	3	1	100
t39	4	6	2	5	7	3	1	210
t17	4	6	2	5	7	3	1	120
t25	4	6	2	7	1	3	5	210
t39	4	6	2	7	1	3	5	160
t17	4	6	2	7	1	3	5	170
t25	4	6	2	7	1	5	3	210
t39	4	6	2	7	1	5	3	160
t17	4	6	2	7	1	5	3	170
t25	4	6	2	7	3	1	5	210
t39	4	6	2	7	3	1	5	160
t17	4	6	2	7	3	1	5	170
t25	4	6	2	7	3	5	1	210
t39	4	6	2	7	3	5	1	160
t17	4	6	2	7	3	5	1	170
t25	4	6	2	7	5	1	3	210
t39	4	6	2	7	5	1	3	160
t17	4	6	2	7	5	1	3	170
t25	4	6	2	7	5	3	1	210
t39	4	6	2	7	5	3	1	160
t17	4	6	2	7	5	3	1	170
t25	4	6	3	1	2	5	7	210
t39	4	6	3	1	2	5	7	210
t17	4	6	3	1	2	5	7	210
t25	4	6	3	1	2	7	5	150
t39	4	6	3	1	2	7	5	210
t17	4	6	3	1	2	7	5	160
t25	4	6	3	1	5	2	7	210
t39	4	6	3	1	5	2	7	210
t17	4	6	3	1	5	2	7	210
t25	4	6	3	1	5	7	2	100
t39	4	6	3	1	5	7	2	210
t17	4	6	3	1	5	7	2	160
t25	4	6	3	1	7	2	5	100
t39	4	6	3	1	7	2	5	210
t17	4	6	3	1	7	2	5	120
t25	4	6	3	1	7	5	2	100
t39	4	6	3	1	7	5	2	210
t17	4	6	3	1	7	5	2	120
t25	4	6	3	2	1	5	7	210
t39	4	6	3	2	1	5	7	210
t17	4	6	3	2	1	5	7	210
t25	4	6	3	2	1	7	5	150
t39	4	6	3	2	1	7	5	210
t17	4	6	3	2	1	7	5	160
t25	4	6	3	2	5	1	7	210
t39	4	6	3	2	5	1	7	210
t17	4	6	3	2	5	1	7	210
t25	4	6	3	2	5	7	1	100
t39	4	6	3	2	5	7	1	210
t17	4	6	3	2	5	7	1	160
t25	4	6	3	2	7	1	5	100
t39	4	6	3	2	7	1	5	210
t17	4	6	3	2	7	1	5	120
t25	4	6	3	2	7	5	1	100
t39	4	6	3	2	7	5	1	210
t17	4	6	3	2	7	5	1	120
t25	4	6	3	5	1	2	7	210
t39	4	6	3	5	1	2	7	210
t17	4	6	3	5	1	2	7	210
t25	4	6	3	5	1	7	2	150
t39	4	6	3	5	1	7	2	210
t17	4	6	3	5	1	7	2	160
t25	4	6	3	5	2	1	7	210
t39	4	6	3	5	2	1	7	210
t17	4	6	3	5	2	1	7	210
t25	4	6	3	5	2	7	1	150
t39	4	6	3	5	2	7	1	210
t17	4	6	3	5	2	7	1	160
t25	4	6	3	5	7	1	2	100
t39	4	6	3	5	7	1	2	210
t17	4	6	3	5	7	1	2	120
t25	4	6	3	5	7	2	1	100
t39	4	6	3	5	7	2	1	210
t17	4	6	3	5	7	2	1	120
t25	4	6	3	7	1	2	5	210
t39	4	6	3	7	1	2	5	160
t17	4	6	3	7	1	2	5	170
t25	4	6	3	7	1	5	2	210
t39	4	6	3	7	1	5	2	160
t17	4	6	3	7	1	5	2	170
t25	4	6	3	7	2	1	5	210
t39	4	6	3	7	2	1	5	160
t17	4	6	3	7	2	1	5	170
t25	4	6	3	7	2	5	1	210
t39	4	6	3	7	2	5	1	160
t17	4	6	3	7	2	5	1	170
t25	4	6	3	7	5	1	2	210
t39	4	6	3	7	5	1	2	160
t17	4	6	3	7	5	1	2	170
t25	4	6	3	7	5	2	1	210
t39	4	6	3	7	5	2	1	160
t17	4	6	3	7	5	2	1	170
t25	4	6	5	1	2	3	7	210
t39	4	6	5	1	2	3	7	210
t17	4	6	5	1	2	3	7	210
t25	4	6	5	1	2	7	3	150
t39	4	6	5	1	2	7	3	210
t17	4	6	5	1	2	7	3	160
t25	4	6	5	1	3	2	7	210
t39	4	6	5	1	3	2	7	210
t17	4	6	5	1	3	2	7	210
t25	4	6	5	1	3	7	2	150
t39	4	6	5	1	3	7	2	210
t17	4	6	5	1	3	7	2	160
t25	4	6	5	1	7	2	3	100
t39	4	6	5	1	7	2	3	210
t17	4	6	5	1	7	2	3	120
t25	4	6	5	1	7	3	2	100
t39	4	6	5	1	7	3	2	210
t17	4	6	5	1	7	3	2	120
t25	4	6	5	2	1	3	7	210
t39	4	6	5	2	1	3	7	210
t17	4	6	5	2	1	3	7	210
t25	4	6	5	2	1	7	3	150
t39	4	6	5	2	1	7	3	210
t17	4	6	5	2	1	7	3	160
t25	4	6	5	2	3	1	7	210
t39	4	6	5	2	3	1	7	210
t17	4	6	5	2	3	1	7	210
t25	4	6	5	2	3	7	1	150
t39	4	6	5	2	3	7	1	210
t17	4	6	5	2	3	7	1	160
t25	4	6	5	2	7	1	3	100
t39	4	6	5	2	7	1	3	210
t17	4	6	5	2	7	1	3	120
t25	4	6	5	2	7	3	1	100
t39	4	6	5	2	7	3	1	210
t17	4	6	5	2	7	3	1	120
t25	4	6	5	3	1	2	7	210
t39	4	6	5	3	1	2	7	210
t17	4	6	5	3	1	2	7	210
t25	4	6	5	3	1	7	2	150
t39	4	6	5	3	1	7	2	210
t17	4	6	5	3	1	7	2	160
t25	4	6	5	3	2	1	7	210
t39	4	6	5	3	2	1	7	210
t17	4	6	5	3	2	1	7	210
t25	4	6	5	3	2	7	1	150
t39	4	6	5	3	2	7	1	210
t17	4	6	5	3	2	7	1	160
t25	4	6	5	3	7	1	2	100
t39	4	6	5	3	7	1	2	210
t17	4	6	5	3	7	1	2	120
t25	4	6	5	3	7	2	1	100
t39	4	6	5	3	7	2	1	210
t17	4	6	5	3	7	2	1	120
t25	4	6	5	7	1	2	3	210
t39	4	6	5	7	1	2	3	90
t17	4	6	5	7	1	2	3	170
t25	4	6	5	7	1	3	2	210
t39	4	6	5	7	1	3	2	90
t17	4	6	5	7	1	3	2	170
t25	4	6	5	7	2	1	3	210
t39	4	6	5	7	2	1	3	90
t17	4	6	5	7	2	1	3	170
t25	4	6	5	7	2	3	1	210
t39	4	6	5	7	2	3	1	90
t17	4	6	5	7	2	3	1	170
t25	4	6	5	7	3	1	2	210
