Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Mixed	Time
2	131	False	13	98	0	2	0	model-131.graphml	SCHED	0.03017020299999995
2	132	False	13	98	0	2	0	model-132.graphml	SCHED	0.030110754999999934
2	133	False	13	98	0	2	0	model-133.graphml	SCHED	0.030800075999999343
2	134	False	13	98	0	2	0	model-134.graphml	SCHED	0.029857121000000042
2	135	False	13	98	0	2	0	model-135.graphml	SCHED	0.029760615999999906
2	136	False	13	98	0	2	0	model-136.graphml	SCHED	0.029611123999999656
2	137	False	13	98	0	2	0	model-137.graphml	SCHED	0.029938244000000225
2	138	False	13	98	0	2	0	model-138.graphml	SCHED	0.029690079999999952
2	139	False	13	98	0	2	0	model-139.graphml	SCHED	0.029776450000000843
2	140	False	13	98	0	2	0	model-140.graphml	SCHED	0.029419820000000207
1	141	False	13	50	0	2	1	model-141.graphml	SCHED	0.03145157400000009
1	142	False	13	50	0	2	1	model-142.graphml	SCHED	0.03180524000000062
1	143	False	13	50	0	2	1	model-143.graphml	SCHED	0.031570851000000566
1	144	False	13	50	0	2	1	model-144.graphml	SCHED	0.03142219799999957
1	145	False	13	50	0	2	1	model-145.graphml	SCHED	0.031423032000000184
1	146	False	13	50	0	2	1	model-146.graphml	SCHED	0.031055559999999538
1	147	False	13	50	0	2	1	model-147.graphml	SCHED	0.03499043299999993
1	148	False	13	50	0	2	1	model-148.graphml	SCHED	0.03146677099999984
1	149	False	13	50	0	2	1	model-149.graphml	SCHED	0.03155454600000063
1	150	False	13	50	0	2	1	model-150.graphml	SCHED	0.03088835199999984
1	151	False	13	60	0	2	1	model-151.graphml	SCHED	0.030531788000000226
1	152	False	13	60	0	2	1	model-152.graphml	SCHED	0.0309628549999994
1	153	False	13	60	0	2	1	model-153.graphml	SCHED	0.030698396000000017
1	154	False	13	60	0	2	1	model-154.graphml	SCHED	0.03128216699999964
1	155	False	13	60	0	2	1	model-155.graphml	SCHED	0.03172542899999975
1	156	False	13	60	0	2	1	model-156.graphml	SCHED	0.030460085000000525
1	157	False	13	60	0	2	1	model-157.graphml	SCHED	0.0318699269999998
1	158	False	13	60	0	2	1	model-158.graphml	SCHED	0.031637136999999704
1	159	False	13	60	0	2	1	model-159.graphml	SCHED	0.030402046999999932
1	160	False	13	60	0	2	1	model-160.graphml	SCHED	0.03171985999999993
1	161	False	13	70	0	2	1	model-161.graphml	SCHED	0.03092896199999995
1	162	False	13	70	0	2	1	model-162.graphml	SCHED	0.03132101799999987
1	163	False	13	70	0	2	1	model-163.graphml	SCHED	0.030590008999999974
1	164	False	13	70	0	2	1	model-164.graphml	SCHED	0.03091946699999948
1	165	False	13	70	0	2	1	model-165.graphml	SCHED	0.031519167999999986
1	166	False	13	70	0	2	1	model-166.graphml	SCHED	0.031211178000000395
1	167	False	13	70	0	2	1	model-167.graphml	SCHED	0.030897779000000014
1	168	False	13	70	0	2	1	model-168.graphml	SCHED	0.03150343099999997
1	169	False	13	70	0	2	1	model-169.graphml	SCHED	0.031186743999999322
1	170	False	13	70	0	2	1	model-170.graphml	SCHED	0.030572689999999625
1	171	False	13	80	0	2	1	model-171.graphml	SCHED	0.03139639200000044
1	172	False	13	80	0	2	1	model-172.graphml	SCHED	0.03116553100000008
1	173	False	13	80	0	2	1	model-173.graphml	SCHED	0.031647035000000656
1	174	False	13	80	0	2	1	model-174.graphml	SCHED	0.03159533299999939
1	175	False	13	80	0	2	1	model-175.graphml	SCHED	0.031609320000000274
1	176	False	13	80	0	2	1	model-176.graphml	SCHED	0.03133226899999997
1	177	False	13	80	0	2	1	model-177.graphml	SCHED	0.031335742000000444
1	178	False	13	80	0	2	1	model-178.graphml	SCHED	0.031448563999999735
1	179	False	13	80	0	2	1	model-179.graphml	SCHED	0.031206334999999363
1	180	False	13	80	0	2	1	model-180.graphml	SCHED	0.03134425000000007
1	181	False	13	90	0	2	1	model-181.graphml	SCHED	0.03185978899999942
1	182	False	13	90	0	2	1	model-182.graphml	SCHED	0.03202408400000056
1	183	False	13	90	0	2	1	model-183.graphml	SCHED	0.031094066999999725
1	184	False	13	90	0	2	1	model-184.graphml	SCHED	0.03142203400000021
1	185	False	13	90	0	2	1	model-185.graphml	SCHED	0.03109770799999989
1	186	False	13	90	0	2	1	model-186.graphml	SCHED	0.0319106360000001
1	187	False	13	90	0	2	1	model-187.graphml	SCHED	0.03139561899999954
1	188	False	13	90	0	2	1	model-188.graphml	SCHED	0.03127780099999988
1	189	False	13	90	0	2	1	model-189.graphml	SCHED	0.03179108000000053
1	190	False	13	90	0	2	1	model-190.graphml	SCHED	0.031415157000000526
1	191	False	13	95	0	2	1	model-191.graphml	SCHED	0.03192299300000023
1	192	False	13	95	0	2	1	model-192.graphml	SCHED	0.032115258000000146
1	193	False	13	95	0	2	1	model-193.graphml	SCHED	0.032471422000000416
1	194	False	13	95	0	2	1	model-194.graphml	SCHED	0.031846243000000385
1	195	False	13	95	0	2	1	model-195.graphml	SCHED	0.032447874999999904
1	196	False	13	95	0	2	1	model-196.graphml	SCHED	0.03291146200000039
1	197	False	13	95	0	2	1	model-197.graphml	SCHED	0.031970854999999965
1	198	False	13	95	0	2	1	model-198.graphml	SCHED	0.032434779999999996
1	199	False	13	95	0	2	1	model-199.graphml	SCHED	0.0318562
1	200	False	13	95	0	2	1	model-200.graphml	SCHED	0.03226891999999992
1	201	False	13	98	0	2	1	model-201.graphml	SCHED	0.04023653700000018
1	202	False	13	98	0	2	1	model-202.graphml	SCHED	0.04037713400000076
1	203	False	13	98	0	2	1	model-203.graphml	SCHED	0.03560440200000059
1	204	False	13	98	0	2	1	model-204.graphml	SCHED	0.035783922000000246
1	205	False	13	98	0	2	1	model-205.graphml	SCHED	0.040541834000000776
1	206	False	13	98	0	2	1	model-206.graphml	SCHED	0.040345251000001525
1	207	False	13	98	0	2	1	model-207.graphml	SCHED	0.040536975999998504
1	208	False	13	98	0	2	1	model-208.graphml	SCHED	0.0411406449999987
1	209	False	13	98	0	2	1	model-209.graphml	SCHED	0.040759260999999825
1	210	False	13	98	0	2	1	model-210.graphml	SCHED	0.040395554999999916
2	211	False	13	50	0	2	1	model-211.graphml	SCHED	0.029356308000000553
2	212	False	13	50	0	2	1	model-212.graphml	SCHED	0.0290147919999999
2	213	False	13	50	0	2	1	model-213.graphml	SCHED	0.029672648000000024
2	214	False	13	50	0	2	1	model-214.graphml	SCHED	0.029579743000001102
2	215	False	13	50	0	2	1	model-215.graphml	SCHED	0.029296399999999778
2	216	False	13	50	0	2	1	model-216.graphml	SCHED	0.029293221000001424
2	217	False	13	50	0	2	1	model-217.graphml	SCHED	0.028922108999999807
2	218	False	13	50	0	2	1	model-218.graphml	SCHED	0.029779265000000166
2	219	False	13	50	0	2	1	model-219.graphml	SCHED	0.029216460000000666
2	220	False	13	50	0	2	1	model-220.graphml	SCHED	0.029948035000000317
2	221	False	13	60	0	2	1	model-221.graphml	SCHED	0.029457201000001376
2	222	False	13	60	0	2	1	model-222.graphml	SCHED	0.028939199000001636
2	223	False	13	60	0	2	1	model-223.graphml	SCHED	0.02925512999999924
2	224	False	13	60	0	2	1	model-224.graphml	SCHED	0.029051659000000285
2	225	False	13	60	0	2	1	model-225.graphml	SCHED	0.039208590999999515
2	226	False	13	60	0	2	1	model-226.graphml	SCHED	0.036425406000001104
2	227	False	13	60	0	2	1	model-227.graphml	SCHED	0.02941700899999944
2	228	False	13	60	0	2	1	model-228.graphml	SCHED	0.02917375
2	229	False	13	60	0	2	1	model-229.graphml	SCHED	0.028969516000000084
2	230	False	13	60	0	2	1	model-230.graphml	SCHED	0.029540017000000418
2	231	False	13	70	0	2	1	model-231.graphml	SCHED	0.029103578999999158
2	232	False	13	70	0	2	1	model-232.graphml	SCHED	0.028915328000000073
2	233	False	13	70	0	2	1	model-233.graphml	SCHED	0.029179186000000357
2	234	False	13	70	0	2	1	model-234.graphml	SCHED	0.02909785199999959
2	235	False	13	70	0	2	1	model-235.graphml	SCHED	0.02904917899999937
2	236	False	13	70	0	2	1	model-236.graphml	SCHED	0.029133069000000233
2	237	False	13	70	0	2	1	model-237.graphml	SCHED	0.029452763000000104
2	238	False	13	70	0	2	1	model-238.graphml	SCHED	0.029447132000001375
2	239	False	13	70	0	2	1	model-239.graphml	SCHED	0.029043243000000274
2	240	False	13	70	0	2	1	model-240.graphml	SCHED	0.028763982000000965
2	241	False	13	80	0	2	1	model-241.graphml	SCHED	0.029211871999999417
2	242	False	13	80	0	2	1	model-242.graphml	SCHED	0.028788179999999386
2	243	False	13	80	0	2	1	model-243.graphml	SCHED	0.028853584000000154
2	244	False	13	80	0	2	1	model-244.graphml	SCHED	0.029137989999998837
2	245	False	13	80	0	2	1	model-245.graphml	SCHED	0.028944454999999536
2	246	False	13	80	0	2	1	model-246.graphml	SCHED	0.02965185199999887
2	247	False	13	80	0	2	1	model-247.graphml	SCHED	0.028775149999999527
2	248	False	13	80	0	2	1	model-248.graphml	SCHED	0.0288085149999997
2	249	False	13	80	0	2	1	model-249.graphml	SCHED	0.029474217000000635
2	250	False	13	80	0	2	1	model-250.graphml	SCHED	0.02917246200000001
