Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	CPA
t25	2	3	6	4	1	5	7	1160
t39	2	3	6	4	1	7	5	1265
t17	2	3	6	4	1	7	5	930
t25	2	3	6	4	1	7	5	1240
t39	2	3	6	4	5	1	7	1510
t17	2	3	6	4	5	1	7	740
t25	2	3	6	4	5	1	7	1010
t39	2	3	6	4	5	7	1	1430
t17	2	3	6	4	5	7	1	770
t25	2	3	6	4	5	7	1	1060
t39	2	3	6	4	7	1	5	1670
t17	2	3	6	4	7	1	5	580
t25	2	3	6	4	7	1	5	930
t39	2	3	6	4	7	5	1	1460
t17	2	3	6	4	7	5	1	770
t25	2	3	6	4	7	5	1	940
t39	2	3	6	5	1	4	7	1265
t17	2	3	6	5	1	4	7	950
t25	2	3	6	5	1	4	7	1170
t39	2	3	6	5	1	7	4	1185
t17	2	3	6	5	1	7	4	840
t25	2	3	6	5	1	7	4	1350
t39	2	3	6	5	4	1	7	1430
t17	2	3	6	5	4	1	7	740
t25	2	3	6	5	4	1	7	1130
t39	2	3	6	5	4	7	1	1265
t17	2	3	6	5	4	7	1	770
t25	2	3	6	5	4	7	1	1160
t39	2	3	6	5	7	1	4	1510
t17	2	3	6	5	7	1	4	540
t25	2	3	6	5	7	1	4	1010
t39	2	3	6	5	7	4	1	1400
t17	2	3	6	5	7	4	1	770
t25	2	3	6	5	7	4	1	960
t39	2	3	6	7	1	4	5	980
t17	2	3	6	7	1	4	5	770
t25	2	3	6	7	1	4	5	1280
t39	2	3	6	7	1	5	4	1020
t17	2	3	6	7	1	5	4	800
t25	2	3	6	7	1	5	4	1270
t39	2	3	6	7	4	1	5	1195
t17	2	3	6	7	4	1	5	640
t25	2	3	6	7	4	1	5	1310
t39	2	3	6	7	4	5	1	1180
t17	2	3	6	7	4	5	1	750
t25	2	3	6	7	4	5	1	1140
t39	2	3	6	7	5	1	4	1315
t17	2	3	6	7	5	1	4	540
t25	2	3	6	7	5	1	4	1230
t39	2	3	6	7	5	4	1	1170
t17	2	3	6	7	5	4	1	710
t25	2	3	6	7	5	4	1	1130
t39	2	3	7	1	4	5	6	1555
t17	2	3	7	1	4	5	6	770
t25	2	3	7	1	4	5	6	1060
t39	2	3	7	1	4	6	5	1605
t17	2	3	7	1	4	6	5	750
t25	2	3	7	1	4	6	5	1040
t39	2	3	7	1	5	4	6	1500
t17	2	3	7	1	5	4	6	750
t25	2	3	7	1	5	4	6	1040
t39	2	3	7	1	5	6	4	1725
t17	2	3	7	1	5	6	4	630
t25	2	3	7	1	5	6	4	920
t39	2	3	7	1	6	4	5	1620
t17	2	3	7	1	6	4	5	630
t25	2	3	7	1	6	4	5	940
t39	2	3	7	1	6	5	4	1705
t17	2	3	7	1	6	5	4	630
t25	2	3	7	1	6	5	4	940
t39	2	3	7	4	1	5	6	1195
t17	2	3	7	4	1	5	6	900
t25	2	3	7	4	1	5	6	1250
t39	2	3	7	4	1	6	5	1245
t17	2	3	7	4	1	6	5	930
t25	2	3	7	4	1	6	5	1260
t39	2	3	7	4	5	1	6	1430
t17	2	3	7	4	5	1	6	700
t25	2	3	7	4	5	1	6	1130
t39	2	3	7	4	5	6	1	1360
t17	2	3	7	4	5	6	1	770
t25	2	3	7	4	5	6	1	1080
t39	2	3	7	4	6	1	5	1510
t17	2	3	7	4	6	1	5	580
t25	2	3	7	4	6	1	5	1010
t39	2	3	7	4	6	5	1	1310
t17	2	3	7	4	6	5	1	770
t25	2	3	7	4	6	5	1	1060
t39	2	3	7	5	1	4	6	1175
t17	2	3	7	5	1	4	6	900
t25	2	3	7	5	1	4	6	1270
t39	2	3	7	5	1	6	4	1040
t17	2	3	7	5	1	6	4	800
t25	2	3	7	5	1	6	4	1270
t39	2	3	7	5	4	1	6	1315
t17	2	3	7	5	4	1	6	700
t25	2	3	7	5	4	1	6	1230
t39	2	3	7	5	4	6	1	1200
t17	2	3	7	5	4	6	1	750
t25	2	3	7	5	4	6	1	1120
t39	2	3	7	5	6	1	4	1430
t17	2	3	7	5	6	1	4	540
t25	2	3	7	5	6	1	4	1130
t39	2	3	7	5	6	4	1	1285
t17	2	3	7	5	6	4	1	770
t25	2	3	7	5	6	4	1	1060
t39	2	3	7	6	1	4	5	980
t17	2	3	7	6	1	4	5	770
t25	2	3	7	6	1	4	5	1280
t39	2	3	7	6	1	5	4	1020
t17	2	3	7	6	1	5	4	800
t25	2	3	7	6	1	5	4	1270
t39	2	3	7	6	4	1	5	1195
t17	2	3	7	6	4	1	5	640
t25	2	3	7	6	4	1	5	1310
t39	2	3	7	6	4	5	1	1180
t17	2	3	7	6	4	5	1	750
t25	2	3	7	6	4	5	1	1140
t39	2	3	7	6	5	1	4	1315
t17	2	3	7	6	5	1	4	540
t25	2	3	7	6	5	1	4	1230
t39	2	3	7	6	5	4	1	1170
t17	2	3	7	6	5	4	1	710
t25	2	3	7	6	5	4	1	1130
t39	2	4	1	3	5	6	7	1775
t17	2	4	1	3	5	6	7	850
t25	2	4	1	3	5	6	7	780
t39	2	4	1	3	5	7	6	1790
t17	2	4	1	3	5	7	6	810
t25	2	4	1	3	5	7	6	740
t39	2	4	1	3	6	5	7	1755
t17	2	4	1	3	6	5	7	850
t25	2	4	1	3	6	5	7	780
t39	2	4	1	3	6	7	5	1910
t17	2	4	1	3	6	7	5	690
t25	2	4	1	3	6	7	5	620
t39	2	4	1	3	7	5	6	1920
t17	2	4	1	3	7	5	6	730
t25	2	4	1	3	7	5	6	660
t39	2	4	1	3	7	6	5	1930
t17	2	4	1	3	7	6	5	690
t25	2	4	1	3	7	6	5	620
t39	2	4	1	5	3	6	7	1615
t17	2	4	1	5	3	6	7	870
t25	2	4	1	5	3	6	7	900
t39	2	4	1	5	3	7	6	1665
t17	2	4	1	5	3	7	6	850
t25	2	4	1	5	3	7	6	880
t39	2	4	1	5	6	3	7	1725
t17	2	4	1	5	6	3	7	840
t25	2	4	1	5	6	3	7	820
t39	2	4	1	5	6	7	3	1790
t17	2	4	1	5	6	7	3	700
t25	2	4	1	5	6	7	3	760
t39	2	4	1	5	7	3	6	1885
t17	2	4	1	5	7	3	6	720
t25	2	4	1	5	7	3	6	700
t39	2	4	1	5	7	6	3	1805
t17	2	4	1	5	7	6	3	700
t25	2	4	1	5	7	6	3	760
t39	2	4	1	6	3	5	7	1595
t17	2	4	1	6	3	5	7	870
t25	2	4	1	6	3	5	7	920
t39	2	4	1	6	3	7	5	1585
t17	2	4	1	6	3	7	5	810
t25	2	4	1	6	3	7	5	1020
t39	2	4	1	6	5	3	7	1645
t17	2	4	1	6	5	3	7	840
t25	2	4	1	6	5	3	7	940
t39	2	4	1	6	5	7	3	1705
t17	2	4	1	6	5	7	3	700
t25	2	4	1	6	5	7	3	880
t39	2	4	1	6	7	3	5	1805
t17	2	4	1	6	7	3	5	680
t25	2	4	1	6	7	3	5	860
t39	2	4	1	6	7	5	3	1785
t17	2	4	1	6	7	5	3	700
t25	2	4	1	6	7	5	3	780
t39	2	4	1	7	3	5	6	1515
t17	2	4	1	7	3	5	6	830
t25	2	4	1	7	3	5	6	1060
t39	2	4	1	7	3	6	5	1565
t17	2	4	1	7	3	6	5	810
t25	2	4	1	7	3	6	5	1040
t39	2	4	1	7	5	3	6	1490
t17	2	4	1	7	5	3	6	760
t25	2	4	1	7	5	3	6	1040
t39	2	4	1	7	5	6	3	1685
t17	2	4	1	7	5	6	3	700
t25	2	4	1	7	5	6	3	900
t39	2	4	1	7	6	3	5	1610
t17	2	4	1	7	6	3	5	640
t25	2	4	1	7	6	3	5	940
t39	2	4	1	7	6	5	3	1665
t17	2	4	1	7	6	5	3	700
t25	2	4	1	7	6	5	3	900
t39	2	4	3	1	5	6	7	1775
t17	2	4	3	1	5	6	7	850
t25	2	4	3	1	5	6	7	780
t39	2	4	3	1	5	7	6	1790
t17	2	4	3	1	5	7	6	810
t25	2	4	3	1	5	7	6	740
t39	2	4	3	1	6	5	7	1755
t17	2	4	3	1	6	5	7	850
t25	2	4	3	1	6	5	7	780
t39	2	4	3	1	6	7	5	1910
t17	2	4	3	1	6	7	5	690
t25	2	4	3	1	6	7	5	620
t39	2	4	3	1	7	5	6	1920
t17	2	4	3	1	7	5	6	730
t25	2	4	3	1	7	5	6	660
t39	2	4	3	1	7	6	5	1930
t17	2	4	3	1	7	6	5	690
t25	2	4	3	1	7	6	5	620
t39	2	4	3	5	1	6	7	1310
t17	2	4	3	5	1	6	7	1010
t25	2	4	3	5	1	6	7	1120
t39	2	4	3	5	1	7	6	1425
t17	2	4	3	5	1	7	6	1010
t25	2	4	3	5	1	7	6	1120
t39	2	4	3	5	6	1	7	1665
t17	2	4	3	5	6	1	7	800
t25	2	4	3	5	6	1	7	910
t39	2	4	3	5	6	7	1	1510
t17	2	4	3	5	6	7	1	800
t25	2	4	3	5	6	7	1	940
t39	2	4	3	5	7	1	6	1825
t17	2	4	3	5	7	1	6	680
t25	2	4	3	5	7	1	6	790
t39	2	4	3	5	7	6	1	1480
t17	2	4	3	5	7	6	1	790
t25	2	4	3	5	7	6	1	900
t39	2	4	3	6	1	5	7	1285
t17	2	4	3	6	1	5	7	1010
t25	2	4	3	6	1	5	7	1140
t39	2	4	3	6	1	7	5	1265
t17	2	4	3	6	1	7	5	950
t25	2	4	3	6	1	7	5	1220
t39	2	4	3	6	5	1	7	1510
t17	2	4	3	6	5	1	7	760
t25	2	4	3	6	5	1	7	990
t39	2	4	3	6	5	7	1	1430
t17	2	4	3	6	5	7	1	790
t25	2	4	3	6	5	7	1	1040
t39	2	4	3	6	7	1	5	1670
t17	2	4	3	6	7	1	5	600
t25	2	4	3	6	7	1	5	910
t39	2	4	3	6	7	5	1	1460
t17	2	4	3	6	7	5	1	790
t25	2	4	3	6	7	5	1	920
t39	2	4	3	7	1	5	6	1195
t17	2	4	3	7	1	5	6	920
t25	2	4	3	7	1	5	6	1230
t39	2	4	3	7	1	6	5	1245
t17	2	4	3	7	1	6	5	950
t25	2	4	3	7	1	6	5	1240
t39	2	4	3	7	5	1	6	1430
t17	2	4	3	7	5	1	6	720
t25	2	4	3	7	5	1	6	1110
t39	2	4	3	7	5	6	1	1360
t17	2	4	3	7	5	6	1	790
t25	2	4	3	7	5	6	1	1060
t39	2	4	3	7	6	1	5	1510
t17	2	4	3	7	6	1	5	600
t25	2	4	3	7	6	1	5	990
t39	2	4	3	7	6	5	1	1310
t17	2	4	3	7	6	5	1	790
t25	2	4	3	7	6	5	1	1040
t39	2	4	5	1	3	6	7	1615
t17	2	4	5	1	3	6	7	870
t25	2	4	5	1	3	6	7	900
t39	2	4	5	1	3	7	6	1665
t17	2	4	5	1	3	7	6	850
t25	2	4	5	1	3	7	6	880
t39	2	4	5	1	6	3	7	1725
t17	2	4	5	1	6	3	7	840
t25	2	4	5	1	6	3	7	820
t39	2	4	5	1	6	7	3	1790
t17	2	4	5	1	6	7	3	700
t25	2	4	5	1	6	7	3	760
t39	2	4	5	1	7	3	6	1885
t17	2	4	5	1	7	3	6	720
t25	2	4	5	1	7	3	6	700
t39	2	4	5	1	7	6	3	1805
t17	2	4	5	1	7	6	3	700
t25	2	4	5	1	7	6	3	760
t39	2	4	5	3	1	6	7	1310
t17	2	4	5	3	1	6	7	1010
t25	2	4	5	3	1	6	7	1120
t39	2	4	5	3	1	7	6	1425
t17	2	4	5	3	1	7	6	1010
t25	2	4	5	3	1	7	6	1120
t39	2	4	5	3	6	1	7	1665
t17	2	4	5	3	6	1	7	800
t25	2	4	5	3	6	1	7	910
t39	2	4	5	3	6	7	1	1510
t17	2	4	5	3	6	7	1	800
t25	2	4	5	3	6	7	1	940
t39	2	4	5	3	7	1	6	1825
t17	2	4	5	3	7	1	6	680
t25	2	4	5	3	7	1	6	790
t39	2	4	5	3	7	6	1	1480
t17	2	4	5	3	7	6	1	790
t25	2	4	5	3	7	6	1	900
t39	2	4	5	6	1	3	7	1245
t17	2	4	5	6	1	3	7	950
t25	2	4	5	6	1	3	7	1170
t39	2	4	5	6	1	7	3	1030
t17	2	4	5	6	1	7	3	850
t25	2	4	5	6	1	7	3	1230
t39	2	4	5	6	3	1	7	1360
t17	2	4	5	6	3	1	7	800
t25	2	4	5	6	3	1	7	1130
t39	2	4	5	6	3	7	1	1180
t17	2	4	5	6	3	7	1	800
t25	2	4	5	6	3	7	1	1100
t39	2	4	5	6	7	1	3	1470
t17	2	4	5	6	7	1	3	600
t25	2	4	5	6	7	1	3	990
t39	2	4	5	6	7	3	1	1390
t17	2	4	5	6	7	3	1	780
t25	2	4	5	6	7	3	1	960
t39	2	4	5	7	1	3	6	1165
t17	2	4	5	7	1	3	6	910
t25	2	4	5	7	1	3	6	1270
t39	2	4	5	7	1	6	3	1000
t17	2	4	5	7	1	6	3	810
t25	2	4	5	7	1	6	3	1220
t39	2	4	5	7	3	1	6	1275
t17	2	4	5	7	3	1	6	750
t25	2	4	5	7	3	1	6	1230
t39	2	4	5	7	3	6	1	1160
t17	2	4	5	7	3	6	1	800
t25	2	4	5	7	3	6	1	1120
t39	2	4	5	7	6	1	3	1360
t17	2	4	5	7	6	1	3	600
t25	2	4	5	7	6	1	3	1110
t39	2	4	5	7	6	3	1	1275
t17	2	4	5	7	6	3	1	780
t25	2	4	5	7	6	3	1	1060
t39	2	4	6	1	3	5	7	1595
t17	2	4	6	1	3	5	7	870
t25	2	4	6	1	3	5	7	920
t39	2	4	6	1	3	7	5	1585
t17	2	4	6	1	3	7	5	810
t25	2	4	6	1	3	7	5	1020
t39	2	4	6	1	5	3	7	1645
t17	2	4	6	1	5	3	7	840
t25	2	4	6	1	5	3	7	940
t39	2	4	6	1	5	7	3	1705
t17	2	4	6	1	5	7	3	700
t25	2	4	6	1	5	7	3	880
t39	2	4	6	1	7	3	5	1805
t17	2	4	6	1	7	3	5	680
t25	2	4	6	1	7	3	5	860
t39	2	4	6	1	7	5	3	1785
t17	2	4	6	1	7	5	3	700
t25	2	4	6	1	7	5	3	780
t39	2	4	6	3	1	5	7	1285
t17	2	4	6	3	1	5	7	1010
t25	2	4	6	3	1	5	7	1140
t39	2	4	6	3	1	7	5	1265
t17	2	4	6	3	1	7	5	950
t25	2	4	6	3	1	7	5	1220
t39	2	4	6	3	5	1	7	1510
t17	2	4	6	3	5	1	7	760
t25	2	4	6	3	5	1	7	990
t39	2	4	6	3	5	7	1	1430
t17	2	4	6	3	5	7	1	790
t25	2	4	6	3	5	7	1	1040
t39	2	4	6	3	7	1	5	1670
t17	2	4	6	3	7	1	5	600
t25	2	4	6	3	7	1	5	910
t39	2	4	6	3	7	5	1	1460
t17	2	4	6	3	7	5	1	790
t25	2	4	6	3	7	5	1	920
t39	2	4	6	5	1	3	7	1245
t17	2	4	6	5	1	3	7	950
t25	2	4	6	5	1	3	7	1170
t39	2	4	6	5	1	7	3	1030
t17	2	4	6	5	1	7	3	850
t25	2	4	6	5	1	7	3	1230
t39	2	4	6	5	3	1	7	1360
t17	2	4	6	5	3	1	7	800
t25	2	4	6	5	3	1	7	1130
t39	2	4	6	5	3	7	1	1180
t17	2	4	6	5	3	7	1	800
t25	2	4	6	5	3	7	1	1100
t39	2	4	6	5	7	1	3	1470
t17	2	4	6	5	7	1	3	600
t25	2	4	6	5	7	1	3	990
t39	2	4	6	5	7	3	1	1390
t17	2	4	6	5	7	3	1	780
t25	2	4	6	5	7	3	1	960
t39	2	4	6	7	1	3	5	970
t17	2	4	6	7	1	3	5	780
t25	2	4	6	7	1	3	5	1280
t39	2	4	6	7	1	5	3	980
t17	2	4	6	7	1	5	3	810
t25	2	4	6	7	1	5	3	1240
t39	2	4	6	7	3	1	5	1120
t17	2	4	6	7	3	1	5	670
t25	2	4	6	7	3	1	5	1290
t39	2	4	6	7	3	5	1	1140
t17	2	4	6	7	3	5	1	760
t25	2	4	6	7	3	5	1	1130
t39	2	4	6	7	5	1	3	1275
t17	2	4	6	7	5	1	3	600
t25	2	4	6	7	5	1	3	1190
t39	2	4	6	7	5	3	1	1150
t17	2	4	6	7	5	3	1	710
t25	2	4	6	7	5	3	1	1130
t39	2	4	7	1	3	5	6	1515
t17	2	4	7	1	3	5	6	830
t25	2	4	7	1	3	5	6	1060
t39	2	4	7	1	3	6	5	1565
t17	2	4	7	1	3	6	5	810
t25	2	4	7	1	3	6	5	1040
t39	2	4	7	1	5	3	6	1490
t17	2	4	7	1	5	3	6	760
t25	2	4	7	1	5	3	6	1040
t39	2	4	7	1	5	6	3	1685
t17	2	4	7	1	5	6	3	700
t25	2	4	7	1	5	6	3	900
t39	2	4	7	1	6	3	5	1610
t17	2	4	7	1	6	3	5	640
t25	2	4	7	1	6	3	5	940
t39	2	4	7	1	6	5	3	1665
t17	2	4	7	1	6	5	3	700
t25	2	4	7	1	6	5	3	900
t39	2	4	7	3	1	5	6	1195
t17	2	4	7	3	1	5	6	920
t25	2	4	7	3	1	5	6	1230
t39	2	4	7	3	1	6	5	1245
t17	2	4	7	3	1	6	5	950
t25	2	4	7	3	1	6	5	1240
t39	2	4	7	3	5	1	6	1430
t17	2	4	7	3	5	1	6	720
t25	2	4	7	3	5	1	6	1110
t39	2	4	7	3	5	6	1	1360
t17	2	4	7	3	5	6	1	790
t25	2	4	7	3	5	6	1	1060
t39	2	4	7	3	6	1	5	1510
t17	2	4	7	3	6	1	5	600
t25	2	4	7	3	6	1	5	990
t39	2	4	7	3	6	5	1	1310
t17	2	4	7	3	6	5	1	790
t25	2	4	7	3	6	5	1	1040
t39	2	4	7	5	1	3	6	1165
t17	2	4	7	5	1	3	6	910
t25	2	4	7	5	1	3	6	1270
t39	2	4	7	5	1	6	3	1000
t17	2	4	7	5	1	6	3	810
t25	2	4	7	5	1	6	3	1220
t39	2	4	7	5	3	1	6	1275
t17	2	4	7	5	3	1	6	750
t25	2	4	7	5	3	1	6	1230
t39	2	4	7	5	3	6	1	1160
t17	2	4	7	5	3	6	1	800
t25	2	4	7	5	3	6	1	1120
t39	2	4	7	5	6	1	3	1360
t17	2	4	7	5	6	1	3	600
t25	2	4	7	5	6	1	3	1110
t39	2	4	7	5	6	3	1	1275
t17	2	4	7	5	6	3	1	780
t25	2	4	7	5	6	3	1	1060
t39	2	4	7	6	1	3	5	970
t17	2	4	7	6	1	3	5	780
t25	2	4	7	6	1	3	5	1280
t39	2	4	7	6	1	5	3	980
t17	2	4	7	6	1	5	3	810
t25	2	4	7	6	1	5	3	1240
t39	2	4	7	6	3	1	5	1120
t17	2	4	7	6	3	1	5	670
t25	2	4	7	6	3	1	5	1290
t39	2	4	7	6	3	5	1	1140
t17	2	4	7	6	3	5	1	760
t25	2	4	7	6	3	5	1	1130
t39	2	4	7	6	5	1	3	1275
t17	2	4	7	6	5	1	3	600
t25	2	4	7	6	5	1	3	1190
t39	2	4	7	6	5	3	1	1150
t17	2	4	7	6	5	3	1	710
t25	2	4	7	6	5	3	1	1130
t39	2	5	1	3	4	6	7	1735
t17	2	5	1	3	4	6	7	910
t25	2	5	1	3	4	6	7	780
t39	2	5	1	3	4	7	6	1745
t17	2	5	1	3	4	7	6	870
t25	2	5	1	3	4	7	6	740
t39	2	5	1	3	6	4	7	1745
t17	2	5	1	3	6	4	7	860
t25	2	5	1	3	6	4	7	780
t39	2	5	1	3	6	7	4	1870
t17	2	5	1	3	6	7	4	760
t25	2	5	1	3	6	7	4	600
t39	2	5	1	3	7	4	6	1905
t17	2	5	1	3	7	4	6	740
t25	2	5	1	3	7	4	6	660
t39	2	5	1	3	7	6	4	1890
t17	2	5	1	3	7	6	4	760
t25	2	5	1	3	7	6	4	600
t39	2	5	1	4	3	6	7	1615
t17	2	5	1	4	3	6	7	890
t25	2	5	1	4	3	6	7	880
t39	2	5	1	4	3	7	6	1665
t17	2	5	1	4	3	7	6	870
t25	2	5	1	4	3	7	6	860
t39	2	5	1	4	6	3	7	1725
t17	2	5	1	4	6	3	7	860
t25	2	5	1	4	6	3	7	800
t39	2	5	1	4	6	7	3	1790
t17	2	5	1	4	6	7	3	720
t25	2	5	1	4	6	7	3	740
t39	2	5	1	4	7	3	6	1885
t17	2	5	1	4	7	3	6	740
t25	2	5	1	4	7	3	6	680
t39	2	5	1	4	7	6	3	1805
t17	2	5	1	4	7	6	3	720
t25	2	5	1	4	7	6	3	740
t39	2	5	1	6	3	4	7	1585
t17	2	5	1	6	3	4	7	880
t25	2	5	1	6	3	4	7	920
t39	2	5	1	6	3	7	4	1545
t17	2	5	1	6	3	7	4	880
t25	2	5	1	6	3	7	4	1000
t39	2	5	1	6	4	3	7	1565
t17	2	5	1	6	4	3	7	880
t25	2	5	1	6	4	3	7	920
t39	2	5	1	6	4	7	3	1665
t17	2	5	1	6	4	7	3	760
t25	2	5	1	6	4	7	3	880
t39	2	5	1	6	7	3	4	1725
t17	2	5	1	6	7	3	4	730
t25	2	5	1	6	7	3	4	820
t39	2	5	1	6	7	4	3	1775
t17	2	5	1	6	7	4	3	710
t25	2	5	1	6	7	4	3	780
t39	2	5	1	7	3	4	6	1505
t17	2	5	1	7	3	4	6	840
t25	2	5	1	7	3	4	6	1060
t39	2	5	1	7	3	6	4	1525
t17	2	5	1	7	3	6	4	880
t25	2	5	1	7	3	6	4	1020
t39	2	5	1	7	4	3	6	1450
t17	2	5	1	7	4	3	6	820
t25	2	5	1	7	4	3	6	1020
t39	2	5	1	7	4	6	3	1645
t17	2	5	1	7	4	6	3	760
t25	2	5	1	7	4	6	3	900
t39	2	5	1	7	6	3	4	1570
t17	2	5	1	7	6	3	4	700
t25	2	5	1	7	6	3	4	900
t39	2	5	1	7	6	4	3	1655
t17	2	5	1	7	6	4	3	710
t25	2	5	1	7	6	4	3	900
t39	2	5	3	1	4	6	7	1735
t17	2	5	3	1	4	6	7	910
t25	2	5	3	1	4	6	7	780
t39	2	5	3	1	4	7	6	1745
t17	2	5	3	1	4	7	6	870
t25	2	5	3	1	4	7	6	740
t39	2	5	3	1	6	4	7	1745
t17	2	5	3	1	6	4	7	860
t25	2	5	3	1	6	4	7	780
t39	2	5	3	1	6	7	4	1870
t17	2	5	3	1	6	7	4	760
t25	2	5	3	1	6	7	4	600
t39	2	5	3	1	7	4	6	1905
t17	2	5	3	1	7	4	6	740
t25	2	5	3	1	7	4	6	660
t39	2	5	3	1	7	6	4	1890
t17	2	5	3	1	7	6	4	760
t25	2	5	3	1	7	6	4	600
t39	2	5	3	4	1	6	7	1310
t17	2	5	3	4	1	6	7	1030
t25	2	5	3	4	1	6	7	1100
t39	2	5	3	4	1	7	6	1425
t17	2	5	3	4	1	7	6	1030
t25	2	5	3	4	1	7	6	1100
t39	2	5	3	4	6	1	7	1665
t17	2	5	3	4	6	1	7	820
t25	2	5	3	4	6	1	7	890
t39	2	5	3	4	6	7	1	1510
t17	2	5	3	4	6	7	1	820
t25	2	5	3	4	6	7	1	920
t39	2	5	3	4	7	1	6	1825
t17	2	5	3	4	7	1	6	700
t25	2	5	3	4	7	1	6	770
t39	2	5	3	4	7	6	1	1480
t17	2	5	3	4	7	6	1	810
t25	2	5	3	4	7	6	1	880
t39	2	5	3	6	1	4	7	1275
t17	2	5	3	6	1	4	7	1020
t25	2	5	3	6	1	4	7	1140
t39	2	5	3	6	1	7	4	1225
t17	2	5	3	6	1	7	4	970
t25	2	5	3	6	1	7	4	1190
t39	2	5	3	6	4	1	7	1470
t17	2	5	3	6	4	1	7	820
t25	2	5	3	6	4	1	7	990
t39	2	5	3	6	4	7	1	1350
t17	2	5	3	6	4	7	1	850
t25	2	5	3	6	4	7	1	1040
t39	2	5	3	6	7	1	4	1630
t17	2	5	3	6	7	1	4	660
t25	2	5	3	6	7	1	4	850
t39	2	5	3	6	7	4	1	1450
t17	2	5	3	6	7	4	1	800
t25	2	5	3	6	7	4	1	920
t39	2	5	3	7	1	4	6	1185
t17	2	5	3	7	1	4	6	930
t25	2	5	3	7	1	4	6	1230
t39	2	5	3	7	1	6	4	1205
t17	2	5	3	7	1	6	4	970
t25	2	5	3	7	1	6	4	1190
t39	2	5	3	7	4	1	6	1360
t17	2	5	3	7	4	1	6	780
t25	2	5	3	7	4	1	6	1110
t39	2	5	3	7	4	6	1	1290
t17	2	5	3	7	4	6	1	850
t25	2	5	3	7	4	6	1	1040
t39	2	5	3	7	6	1	4	1470
t17	2	5	3	7	6	1	4	660
t25	2	5	3	7	6	1	4	970
t39	2	5	3	7	6	4	1	1295
t17	2	5	3	7	6	4	1	800
t25	2	5	3	7	6	4	1	1040
t39	2	5	4	1	3	6	7	1615
t17	2	5	4	1	3	6	7	890
t25	2	5	4	1	3	6	7	880
t39	2	5	4	1	3	7	6	1665
t17	2	5	4	1	3	7	6	870
t25	2	5	4	1	3	7	6	860
t39	2	5	4	1	6	3	7	1725
t17	2	5	4	1	6	3	7	860
t25	2	5	4	1	6	3	7	800
t39	2	5	4	1	6	7	3	1790
t17	2	5	4	1	6	7	3	720
t25	2	5	4	1	6	7	3	740
t39	2	5	4	1	7	3	6	1885
t17	2	5	4	1	7	3	6	740
t25	2	5	4	1	7	3	6	680
t39	2	5	4	1	7	6	3	1805
t17	2	5	4	1	7	6	3	720
t25	2	5	4	1	7	6	3	740
t39	2	5	4	3	1	6	7	1310
t17	2	5	4	3	1	6	7	1030
t25	2	5	4	3	1	6	7	1100
t39	2	5	4	3	1	7	6	1425
t17	2	5	4	3	1	7	6	1030
t25	2	5	4	3	1	7	6	1100
t39	2	5	4	3	6	1	7	1665
t17	2	5	4	3	6	1	7	820
t25	2	5	4	3	6	1	7	890
t39	2	5	4	3	6	7	1	1510
t17	2	5	4	3	6	7	1	820
t25	2	5	4	3	6	7	1	920
t39	2	5	4	3	7	1	6	1825
t17	2	5	4	3	7	1	6	700
t25	2	5	4	3	7	1	6	770
t39	2	5	4	3	7	6	1	1480
t17	2	5	4	3	7	6	1	810
t25	2	5	4	3	7	6	1	880
t39	2	5	4	6	1	3	7	1245
t17	2	5	4	6	1	3	7	980
t25	2	5	4	6	1	3	7	1150
t39	2	5	4	6	1	7	3	1030
t17	2	5	4	6	1	7	3	870
t25	2	5	4	6	1	7	3	1210
t39	2	5	4	6	3	1	7	1360
t17	2	5	4	6	3	1	7	820
t25	2	5	4	6	3	1	7	1110
t39	2	5	4	6	3	7	1	1180
t17	2	5	4	6	3	7	1	820
t25	2	5	4	6	3	7	1	1080
t39	2	5	4	6	7	1	3	1470
t17	2	5	4	6	7	1	3	620
t25	2	5	4	6	7	1	3	970
t39	2	5	4	6	7	3	1	1390
t17	2	5	4	6	7	3	1	800
t25	2	5	4	6	7	3	1	940
t39	2	5	4	7	1	3	6	1165
t17	2	5	4	7	1	3	6	930
t25	2	5	4	7	1	3	6	1250
t39	2	5	4	7	1	6	3	1000
t17	2	5	4	7	1	6	3	830
t25	2	5	4	7	1	6	3	1200
t39	2	5	4	7	3	1	6	1275
t17	2	5	4	7	3	1	6	770
t25	2	5	4	7	3	1	6	1210
t39	2	5	4	7	3	6	1	1160
t17	2	5	4	7	3	6	1	820
t25	2	5	4	7	3	6	1	1100
t39	2	5	4	7	6	1	3	1360
t17	2	5	4	7	6	1	3	620
t25	2	5	4	7	6	1	3	1090
t39	2	5	4	7	6	3	1	1275
t17	2	5	4	7	6	3	1	800
t25	2	5	4	7	6	3	1	1040
t39	2	5	6	1	3	4	7	1585
t17	2	5	6	1	3	4	7	880
t25	2	5	6	1	3	4	7	920
t39	2	5	6	1	3	7	4	1545
t17	2	5	6	1	3	7	4	880
t25	2	5	6	1	3	7	4	1000
t39	2	5	6	1	4	3	7	1565
t17	2	5	6	1	4	3	7	880
t25	2	5	6	1	4	3	7	920
t39	2	5	6	1	4	7	3	1665
t17	2	5	6	1	4	7	3	760
t25	2	5	6	1	4	7	3	880
t39	2	5	6	1	7	3	4	1725
t17	2	5	6	1	7	3	4	730
t25	2	5	6	1	7	3	4	820
