Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	CPA
t25	6	5	2	3	1	7	4	860
t39	6	5	2	3	4	1	7	1360
t17	6	5	2	3	4	1	7	1240
t25	6	5	2	3	4	1	7	800
t39	6	5	2	3	4	7	1	1180
t17	6	5	2	3	4	7	1	1200
t25	6	5	2	3	4	7	1	800
t39	6	5	2	3	7	1	4	1470
t17	6	5	2	3	7	1	4	1120
t25	6	5	2	3	7	1	4	600
t39	6	5	2	3	7	4	1	1390
t17	6	5	2	3	7	4	1	1020
t25	6	5	2	3	7	4	1	780
t39	6	5	2	4	1	3	7	1225
t17	6	5	2	4	1	3	7	1230
t25	6	5	2	4	1	3	7	980
t39	6	5	2	4	1	7	3	900
t17	6	5	2	4	1	7	3	1260
t25	6	5	2	4	1	7	3	890
t39	6	5	2	4	3	1	7	1275
t17	6	5	2	4	3	1	7	1230
t25	6	5	2	4	3	1	7	900
t39	6	5	2	4	3	7	1	1030
t17	6	5	2	4	3	7	1	1190
t25	6	5	2	4	3	7	1	860
t39	6	5	2	4	7	1	3	1360
t17	6	5	2	4	7	1	3	1080
t25	6	5	2	4	7	1	3	720
t39	6	5	2	4	7	3	1	1370
t17	6	5	2	4	7	3	1	1020
t25	6	5	2	4	7	3	1	800
t39	6	5	2	7	1	3	4	790
t17	6	5	2	7	1	3	4	1190
t25	6	5	2	7	1	3	4	1010
t39	6	5	2	7	1	4	3	820
t17	6	5	2	7	1	4	3	1170
t25	6	5	2	7	1	4	3	990
t39	6	5	2	7	3	1	4	850
t17	6	5	2	7	3	1	4	1190
t25	6	5	2	7	3	1	4	950
t39	6	5	2	7	3	4	1	940
t17	6	5	2	7	3	4	1	1050
t25	6	5	2	7	3	4	1	930
t39	6	5	2	7	4	1	3	970
t17	6	5	2	7	4	1	3	1110
t25	6	5	2	7	4	1	3	870
t39	6	5	2	7	4	3	1	940
t17	6	5	2	7	4	3	1	1050
t25	6	5	2	7	4	3	1	930
t39	6	5	3	1	2	4	7	1370
t17	6	5	3	1	2	4	7	1240
t25	6	5	3	1	2	4	7	880
t39	6	5	3	1	2	7	4	1225
t17	6	5	3	1	2	7	4	1470
t25	6	5	3	1	2	7	4	810
t39	6	5	3	1	4	2	7	1410
t17	6	5	3	1	4	2	7	1240
t25	6	5	3	1	4	2	7	780
t39	6	5	3	1	4	7	2	1350
t17	6	5	3	1	4	7	2	1350
t25	6	5	3	1	4	7	2	720
t39	6	5	3	1	7	2	4	1490
t17	6	5	3	1	7	2	4	1120
t25	6	5	3	1	7	2	4	580
t39	6	5	3	1	7	4	2	1510
t17	6	5	3	1	7	4	2	1060
t25	6	5	3	1	7	4	2	660
t39	6	5	3	2	1	4	7	1245
t17	6	5	3	2	1	4	7	1230
t25	6	5	3	2	1	4	7	960
t39	6	5	3	2	1	7	4	1030
t17	6	5	3	2	1	7	4	1370
t25	6	5	3	2	1	7	4	860
t39	6	5	3	2	4	1	7	1360
t17	6	5	3	2	4	1	7	1240
t25	6	5	3	2	4	1	7	800
t39	6	5	3	2	4	7	1	1180
t17	6	5	3	2	4	7	1	1200
t25	6	5	3	2	4	7	1	800
t39	6	5	3	2	7	1	4	1470
t17	6	5	3	2	7	1	4	1120
t25	6	5	3	2	7	1	4	600
t39	6	5	3	2	7	4	1	1390
t17	6	5	3	2	7	4	1	1020
t25	6	5	3	2	7	4	1	780
t39	6	5	3	4	1	2	7	1205
t17	6	5	3	4	1	2	7	1190
t25	6	5	3	4	1	2	7	990
t39	6	5	3	4	1	7	2	810
t17	6	5	3	4	1	7	2	1180
t25	6	5	3	4	1	7	2	980
t39	6	5	3	4	2	1	7	1195
t17	6	5	3	4	2	1	7	1190
t25	6	5	3	4	2	1	7	990
t39	6	5	3	4	2	7	1	930
t17	6	5	3	4	2	7	1	1100
t25	6	5	3	4	2	7	1	900
t39	6	5	3	4	7	1	2	1240
t17	6	5	3	4	7	1	2	1020
t25	6	5	3	4	7	1	2	820
t39	6	5	3	4	7	2	1	1315
t17	6	5	3	4	7	2	1	1020
t25	6	5	3	4	7	2	1	820
t39	6	5	3	7	1	2	4	770
t17	6	5	3	7	1	2	4	1190
t25	6	5	3	7	1	2	4	1030
t39	6	5	3	7	1	4	2	740
t17	6	5	3	7	1	4	2	1130
t25	6	5	3	7	1	4	2	1090
t39	6	5	3	7	2	1	4	770
t17	6	5	3	7	2	1	4	1190
t25	6	5	3	7	2	1	4	1030
t39	6	5	3	7	2	4	1	860
t17	6	5	3	7	2	4	1	1050
t25	6	5	3	7	2	4	1	1010
t39	6	5	3	7	4	1	2	890
t17	6	5	3	7	4	1	2	1070
t25	6	5	3	7	4	1	2	970
t39	6	5	3	7	4	2	1	920
t17	6	5	3	7	4	2	1	1050
t25	6	5	3	7	4	2	1	950
t39	6	5	4	1	2	3	7	1305
t17	6	5	4	1	2	3	7	1240
t25	6	5	4	1	2	3	7	900
t39	6	5	4	1	2	7	3	1030
t17	6	5	4	1	2	7	3	1330
t25	6	5	4	1	2	7	3	860
t39	6	5	4	1	3	2	7	1295
t17	6	5	4	1	3	2	7	1230
t25	6	5	4	1	3	2	7	880
t39	6	5	4	1	3	7	2	1225
t17	6	5	4	1	3	7	2	1300
t25	6	5	4	1	3	7	2	810
t39	6	5	4	1	7	2	3	1410
t17	6	5	4	1	7	2	3	1080
t25	6	5	4	1	7	2	3	700
t39	6	5	4	1	7	3	2	1490
t17	6	5	4	1	7	3	2	1060
t25	6	5	4	1	7	3	2	680
t39	6	5	4	2	1	3	7	1225
t17	6	5	4	2	1	3	7	1230
t25	6	5	4	2	1	3	7	980
t39	6	5	4	2	1	7	3	900
t17	6	5	4	2	1	7	3	1260
t25	6	5	4	2	1	7	3	890
t39	6	5	4	2	3	1	7	1275
t17	6	5	4	2	3	1	7	1230
t25	6	5	4	2	3	1	7	900
t39	6	5	4	2	3	7	1	1030
t17	6	5	4	2	3	7	1	1190
t25	6	5	4	2	3	7	1	860
t39	6	5	4	2	7	1	3	1360
t17	6	5	4	2	7	1	3	1080
t25	6	5	4	2	7	1	3	720
t39	6	5	4	2	7	3	1	1370
t17	6	5	4	2	7	3	1	1020
t25	6	5	4	2	7	3	1	800
t39	6	5	4	3	1	2	7	1205
t17	6	5	4	3	1	2	7	1190
t25	6	5	4	3	1	2	7	990
t39	6	5	4	3	1	7	2	810
t17	6	5	4	3	1	7	2	1180
t25	6	5	4	3	1	7	2	980
t39	6	5	4	3	2	1	7	1195
t17	6	5	4	3	2	1	7	1190
t25	6	5	4	3	2	1	7	990
t39	6	5	4	3	2	7	1	930
t17	6	5	4	3	2	7	1	1100
t25	6	5	4	3	2	7	1	900
t39	6	5	4	3	7	1	2	1240
t17	6	5	4	3	7	1	2	1020
t25	6	5	4	3	7	1	2	820
t39	6	5	4	3	7	2	1	1315
t17	6	5	4	3	7	2	1	1020
t25	6	5	4	3	7	2	1	820
t39	6	5	4	7	1	2	3	690
t17	6	5	4	7	1	2	3	1150
t25	6	5	4	7	1	2	3	1130
t39	6	5	4	7	1	3	2	720
t17	6	5	4	7	1	3	2	1130
t25	6	5	4	7	1	3	2	1110
t39	6	5	4	7	2	1	3	690
t17	6	5	4	7	2	1	3	1150
t25	6	5	4	7	2	1	3	1130
t39	6	5	4	7	2	3	1	840
t17	6	5	4	7	2	3	1	1050
t25	6	5	4	7	2	3	1	1030
t39	6	5	4	7	3	1	2	810
t17	6	5	4	7	3	1	2	1070
t25	6	5	4	7	3	1	2	1050
t39	6	5	4	7	3	2	1	840
t17	6	5	4	7	3	2	1	1050
t25	6	5	4	7	3	2	1	1030
t39	6	5	7	1	2	3	4	870
t17	6	5	7	1	2	3	4	1190
t25	6	5	7	1	2	3	4	930
t39	6	5	7	1	2	4	3	900
t17	6	5	7	1	2	4	3	1170
t25	6	5	7	1	2	4	3	930
t39	6	5	7	1	3	2	4	870
t17	6	5	7	1	3	2	4	1190
t25	6	5	7	1	3	2	4	930
t39	6	5	7	1	3	4	2	1020
t17	6	5	7	1	3	4	2	1130
t25	6	5	7	1	3	4	2	860
t39	6	5	7	1	4	2	3	990
t17	6	5	7	1	4	2	3	1110
t25	6	5	7	1	4	2	3	870
t39	6	5	7	1	4	3	2	1020
t17	6	5	7	1	4	3	2	1130
t25	6	5	7	1	4	3	2	860
t39	6	5	7	2	1	3	4	790
t17	6	5	7	2	1	3	4	1190
t25	6	5	7	2	1	3	4	1010
t39	6	5	7	2	1	4	3	820
t17	6	5	7	2	1	4	3	1170
t25	6	5	7	2	1	4	3	990
t39	6	5	7	2	3	1	4	850
t17	6	5	7	2	3	1	4	1190
t25	6	5	7	2	3	1	4	950
t39	6	5	7	2	3	4	1	940
t17	6	5	7	2	3	4	1	1050
t25	6	5	7	2	3	4	1	930
t39	6	5	7	2	4	1	3	970
t17	6	5	7	2	4	1	3	1110
t25	6	5	7	2	4	1	3	870
t39	6	5	7	2	4	3	1	940
t17	6	5	7	2	4	3	1	1050
t25	6	5	7	2	4	3	1	930
t39	6	5	7	3	1	2	4	770
t17	6	5	7	3	1	2	4	1190
t25	6	5	7	3	1	2	4	1030
t39	6	5	7	3	1	4	2	740
t17	6	5	7	3	1	4	2	1130
t25	6	5	7	3	1	4	2	1090
t39	6	5	7	3	2	1	4	770
t17	6	5	7	3	2	1	4	1190
t25	6	5	7	3	2	1	4	1030
t39	6	5	7	3	2	4	1	860
t17	6	5	7	3	2	4	1	1050
t25	6	5	7	3	2	4	1	1010
t39	6	5	7	3	4	1	2	890
t17	6	5	7	3	4	1	2	1070
t25	6	5	7	3	4	1	2	970
t39	6	5	7	3	4	2	1	920
t17	6	5	7	3	4	2	1	1050
t25	6	5	7	3	4	2	1	950
t39	6	5	7	4	1	2	3	690
t17	6	5	7	4	1	2	3	1150
t25	6	5	7	4	1	2	3	1130
t39	6	5	7	4	1	3	2	720
t17	6	5	7	4	1	3	2	1130
t25	6	5	7	4	1	3	2	1110
t39	6	5	7	4	2	1	3	690
t17	6	5	7	4	2	1	3	1150
t25	6	5	7	4	2	1	3	1130
t39	6	5	7	4	2	3	1	840
t17	6	5	7	4	2	3	1	1050
t25	6	5	7	4	2	3	1	1030
t39	6	5	7	4	3	1	2	810
t17	6	5	7	4	3	1	2	1070
t25	6	5	7	4	3	1	2	1050
t39	6	5	7	4	3	2	1	840
t17	6	5	7	4	3	2	1	1050
t25	6	5	7	4	3	2	1	1030
t39	6	7	1	2	3	4	5	1165
t17	6	7	1	2	3	4	5	1520
t25	6	7	1	2	3	4	5	710
t39	6	7	1	2	3	5	4	1255
t17	6	7	1	2	3	5	4	1520
t25	6	7	1	2	3	5	4	710
t39	6	7	1	2	4	3	5	1120
t17	6	7	1	2	4	3	5	1450
t25	6	7	1	2	4	3	5	680
t39	6	7	1	2	4	5	3	1370
t17	6	7	1	2	4	5	3	1410
t25	6	7	1	2	4	5	3	590
t39	6	7	1	2	5	3	4	1275
t17	6	7	1	2	5	3	4	1370
t25	6	7	1	2	5	3	4	600
t39	6	7	1	2	5	4	3	1320
t17	6	7	1	2	5	4	3	1400
t25	6	7	1	2	5	4	3	590
t39	6	7	1	3	2	4	5	1010
t17	6	7	1	3	2	4	5	1400
t25	6	7	1	3	2	4	5	750
t39	6	7	1	3	2	5	4	1080
t17	6	7	1	3	2	5	4	1430
t25	6	7	1	3	2	5	4	760
t39	6	7	1	3	4	2	5	1100
t17	6	7	1	3	4	2	5	1450
t25	6	7	1	3	4	2	5	700
t39	6	7	1	3	4	5	2	1245
t17	6	7	1	3	4	5	2	1360
t25	6	7	1	3	4	5	2	710
t39	6	7	1	3	5	2	4	1255
t17	6	7	1	3	5	2	4	1370
t25	6	7	1	3	5	2	4	620
t39	6	7	1	3	5	4	2	1200
t17	6	7	1	3	5	4	2	1290
t25	6	7	1	3	5	4	2	680
t39	6	7	1	4	2	3	5	990
t17	6	7	1	4	2	3	5	1400
t25	6	7	1	4	2	3	5	770
t39	6	7	1	4	2	5	3	920
t17	6	7	1	4	2	5	3	1320
t25	6	7	1	4	2	5	3	810
t39	6	7	1	4	3	2	5	950
t17	6	7	1	4	3	2	5	1380
t25	6	7	1	4	3	2	5	750
t39	6	7	1	4	3	5	2	1080
t17	6	7	1	4	3	5	2	1290
t25	6	7	1	4	3	5	2	760
t39	6	7	1	4	5	2	3	1100
t17	6	7	1	4	5	2	3	1310
t25	6	7	1	4	5	2	3	700
t39	6	7	1	4	5	3	2	1170
t17	6	7	1	4	5	3	2	1290
t25	6	7	1	4	5	3	2	680
t39	6	7	1	5	2	3	4	870
t17	6	7	1	5	2	3	4	1290
t25	6	7	1	5	2	3	4	840
t39	6	7	1	5	2	4	3	900
t17	6	7	1	5	2	4	3	1280
t25	6	7	1	5	2	4	3	820
t39	6	7	1	5	3	2	4	870
t17	6	7	1	5	3	2	4	1290
t25	6	7	1	5	3	2	4	840
t39	6	7	1	5	3	4	2	1020
t17	6	7	1	5	3	4	2	1240
t25	6	7	1	5	3	4	2	770
t39	6	7	1	5	4	2	3	990
t17	6	7	1	5	4	2	3	1260
t25	6	7	1	5	4	2	3	770
t39	6	7	1	5	4	3	2	1020
t17	6	7	1	5	4	3	2	1240
t25	6	7	1	5	4	3	2	750
t39	6	7	2	1	3	4	5	1165
t17	6	7	2	1	3	4	5	1520
t25	6	7	2	1	3	4	5	710
t39	6	7	2	1	3	5	4	1255
t17	6	7	2	1	3	5	4	1520
t25	6	7	2	1	3	5	4	710
t39	6	7	2	1	4	3	5	1120
t17	6	7	2	1	4	3	5	1450
t25	6	7	2	1	4	3	5	680
t39	6	7	2	1	4	5	3	1370
t17	6	7	2	1	4	5	3	1410
t25	6	7	2	1	4	5	3	590
t39	6	7	2	1	5	3	4	1275
t17	6	7	2	1	5	3	4	1370
t25	6	7	2	1	5	3	4	600
t39	6	7	2	1	5	4	3	1320
t17	6	7	2	1	5	4	3	1400
t25	6	7	2	1	5	4	3	590
t39	6	7	2	3	1	4	5	890
t17	6	7	2	3	1	4	5	1380
t25	6	7	2	3	1	4	5	810
t39	6	7	2	3	1	5	4	920
t17	6	7	2	3	1	5	4	1360
t25	6	7	2	3	1	5	4	790
t39	6	7	2	3	4	1	5	1080
t17	6	7	2	3	4	1	5	1410
t25	6	7	2	3	4	1	5	710
t39	6	7	2	3	4	5	1	1080
t17	6	7	2	3	4	5	1	1250
t25	6	7	2	3	4	5	1	760
t39	6	7	2	3	5	1	4	1200
t17	6	7	2	3	5	1	4	1350
t25	6	7	2	3	5	1	4	620
t39	6	7	2	3	5	4	1	1040
t17	6	7	2	3	5	4	1	1200
t25	6	7	2	3	5	4	1	750
t39	6	7	2	4	1	3	5	870
t17	6	7	2	4	1	3	5	1330
t25	6	7	2	4	1	3	5	820
t39	6	7	2	4	1	5	3	840
t17	6	7	2	4	1	5	3	1270
t25	6	7	2	4	1	5	3	880
t39	6	7	2	4	3	1	5	930
t17	6	7	2	4	3	1	5	1380
t25	6	7	2	4	3	1	5	770
t39	6	7	2	4	3	5	1	960
t17	6	7	2	4	3	5	1	1150
t25	6	7	2	4	3	5	1	820
t39	6	7	2	4	5	1	3	1080
t17	6	7	2	4	5	1	3	1270
t25	6	7	2	4	5	1	3	710
t39	6	7	2	4	5	3	1	1020
t17	6	7	2	4	5	3	1	1200
t25	6	7	2	4	5	3	1	770
t39	6	7	2	5	1	3	4	790
t17	6	7	2	5	1	3	4	1290
t25	6	7	2	5	1	3	4	920
t39	6	7	2	5	1	4	3	820
t17	6	7	2	5	1	4	3	1270
t25	6	7	2	5	1	4	3	900
t39	6	7	2	5	3	1	4	850
t17	6	7	2	5	3	1	4	1290
t25	6	7	2	5	3	1	4	860
t39	6	7	2	5	3	4	1	940
t17	6	7	2	5	3	4	1	1150
t25	6	7	2	5	3	4	1	840
t39	6	7	2	5	4	1	3	970
t17	6	7	2	5	4	1	3	1210
t25	6	7	2	5	4	1	3	780
t39	6	7	2	5	4	3	1	940
t17	6	7	2	5	4	3	1	1150
t25	6	7	2	5	4	3	1	840
t39	6	7	3	1	2	4	5	1010
t17	6	7	3	1	2	4	5	1400
t25	6	7	3	1	2	4	5	750
t39	6	7	3	1	2	5	4	1080
t17	6	7	3	1	2	5	4	1430
t25	6	7	3	1	2	5	4	760
t39	6	7	3	1	4	2	5	1100
t17	6	7	3	1	4	2	5	1450
t25	6	7	3	1	4	2	5	700
t39	6	7	3	1	4	5	2	1245
t17	6	7	3	1	4	5	2	1360
t25	6	7	3	1	4	5	2	710
t39	6	7	3	1	5	2	4	1255
t17	6	7	3	1	5	2	4	1370
t25	6	7	3	1	5	2	4	620
t39	6	7	3	1	5	4	2	1200
t17	6	7	3	1	5	4	2	1290
t25	6	7	3	1	5	4	2	680
t39	6	7	3	2	1	4	5	890
t17	6	7	3	2	1	4	5	1380
t25	6	7	3	2	1	4	5	810
t39	6	7	3	2	1	5	4	920
t17	6	7	3	2	1	5	4	1360
t25	6	7	3	2	1	5	4	790
t39	6	7	3	2	4	1	5	1080
t17	6	7	3	2	4	1	5	1410
t25	6	7	3	2	4	1	5	710
t39	6	7	3	2	4	5	1	1080
t17	6	7	3	2	4	5	1	1250
t25	6	7	3	2	4	5	1	760
t39	6	7	3	2	5	1	4	1200
t17	6	7	3	2	5	1	4	1350
t25	6	7	3	2	5	1	4	620
t39	6	7	3	2	5	4	1	1040
t17	6	7	3	2	5	4	1	1200
t25	6	7	3	2	5	4	1	750
t39	6	7	3	4	1	2	5	850
t17	6	7	3	4	1	2	5	1330
t25	6	7	3	4	1	2	5	840
t39	6	7	3	4	1	5	2	760
t17	6	7	3	4	1	5	2	1230
t25	6	7	3	4	1	5	2	980
t39	6	7	3	4	2	1	5	850
t17	6	7	3	4	2	1	5	1330
t25	6	7	3	4	2	1	5	840
t39	6	7	3	4	2	5	1	880
t17	6	7	3	4	2	5	1	1150
t25	6	7	3	4	2	5	1	900
t39	6	7	3	4	5	1	2	970
t17	6	7	3	4	5	1	2	1170
t25	6	7	3	4	5	1	2	800
t39	6	7	3	4	5	2	1	1000
t17	6	7	3	4	5	2	1	1160
t25	6	7	3	4	5	2	1	780
t39	6	7	3	5	1	2	4	770
t17	6	7	3	5	1	2	4	1290
t25	6	7	3	5	1	2	4	940
t39	6	7	3	5	1	4	2	740
t17	6	7	3	5	1	4	2	1230
t25	6	7	3	5	1	4	2	1000
t39	6	7	3	5	2	1	4	770
t17	6	7	3	5	2	1	4	1290
t25	6	7	3	5	2	1	4	940
t39	6	7	3	5	2	4	1	860
t17	6	7	3	5	2	4	1	1150
t25	6	7	3	5	2	4	1	920
t39	6	7	3	5	4	1	2	890
t17	6	7	3	5	4	1	2	1170
t25	6	7	3	5	4	1	2	880
t39	6	7	3	5	4	2	1	920
t17	6	7	3	5	4	2	1	1150
t25	6	7	3	5	4	2	1	860
t39	6	7	4	1	2	3	5	990
t17	6	7	4	1	2	3	5	1400
t25	6	7	4	1	2	3	5	770
t39	6	7	4	1	2	5	3	920
t17	6	7	4	1	2	5	3	1320
t25	6	7	4	1	2	5	3	810
t39	6	7	4	1	3	2	5	950
t17	6	7	4	1	3	2	5	1380
t25	6	7	4	1	3	2	5	750
t39	6	7	4	1	3	5	2	1080
t17	6	7	4	1	3	5	2	1290
t25	6	7	4	1	3	5	2	760
t39	6	7	4	1	5	2	3	1100
t17	6	7	4	1	5	2	3	1310
t25	6	7	4	1	5	2	3	700
t39	6	7	4	1	5	3	2	1170
t17	6	7	4	1	5	3	2	1290
t25	6	7	4	1	5	3	2	680
t39	6	7	4	2	1	3	5	870
t17	6	7	4	2	1	3	5	1330
t25	6	7	4	2	1	3	5	820
t39	6	7	4	2	1	5	3	840
t17	6	7	4	2	1	5	3	1270
t25	6	7	4	2	1	5	3	880
t39	6	7	4	2	3	1	5	930
t17	6	7	4	2	3	1	5	1380
t25	6	7	4	2	3	1	5	770
t39	6	7	4	2	3	5	1	960
t17	6	7	4	2	3	5	1	1150
t25	6	7	4	2	3	5	1	820
t39	6	7	4	2	5	1	3	1080
t17	6	7	4	2	5	1	3	1270
t25	6	7	4	2	5	1	3	710
t39	6	7	4	2	5	3	1	1020
t17	6	7	4	2	5	3	1	1200
t25	6	7	4	2	5	3	1	770
t39	6	7	4	3	1	2	5	850
t17	6	7	4	3	1	2	5	1330
t25	6	7	4	3	1	2	5	840
t39	6	7	4	3	1	5	2	760
t17	6	7	4	3	1	5	2	1230
t25	6	7	4	3	1	5	2	980
t39	6	7	4	3	2	1	5	850
t17	6	7	4	3	2	1	5	1330
t25	6	7	4	3	2	1	5	840
t39	6	7	4	3	2	5	1	880
t17	6	7	4	3	2	5	1	1150
t25	6	7	4	3	2	5	1	900
t39	6	7	4	3	5	1	2	970
t17	6	7	4	3	5	1	2	1170
t25	6	7	4	3	5	1	2	800
t39	6	7	4	3	5	2	1	1000
t17	6	7	4	3	5	2	1	1160
t25	6	7	4	3	5	2	1	780
t39	6	7	4	5	1	2	3	690
t17	6	7	4	5	1	2	3	1250
t25	6	7	4	5	1	2	3	1040
t39	6	7	4	5	1	3	2	720
t17	6	7	4	5	1	3	2	1230
t25	6	7	4	5	1	3	2	1020
t39	6	7	4	5	2	1	3	690
t17	6	7	4	5	2	1	3	1250
t25	6	7	4	5	2	1	3	1040
t39	6	7	4	5	2	3	1	840
t17	6	7	4	5	2	3	1	1150
t25	6	7	4	5	2	3	1	940
t39	6	7	4	5	3	1	2	810
t17	6	7	4	5	3	1	2	1170
t25	6	7	4	5	3	1	2	960
t39	6	7	4	5	3	2	1	840
t17	6	7	4	5	3	2	1	1150
t25	6	7	4	5	3	2	1	940
t39	6	7	5	1	2	3	4	870
t17	6	7	5	1	2	3	4	1290
t25	6	7	5	1	2	3	4	840
t39	6	7	5	1	2	4	3	900
t17	6	7	5	1	2	4	3	1280
t25	6	7	5	1	2	4	3	820
t39	6	7	5	1	3	2	4	870
t17	6	7	5	1	3	2	4	1290
t25	6	7	5	1	3	2	4	840
t39	6	7	5	1	3	4	2	1020
t17	6	7	5	1	3	4	2	1240
t25	6	7	5	1	3	4	2	770
t39	6	7	5	1	4	2	3	990
t17	6	7	5	1	4	2	3	1260
t25	6	7	5	1	4	2	3	770
t39	6	7	5	1	4	3	2	1020
t17	6	7	5	1	4	3	2	1240
t25	6	7	5	1	4	3	2	750
t39	6	7	5	2	1	3	4	790
t17	6	7	5	2	1	3	4	1290
t25	6	7	5	2	1	3	4	920
t39	6	7	5	2	1	4	3	820
t17	6	7	5	2	1	4	3	1270
t25	6	7	5	2	1	4	3	900
t39	6	7	5	2	3	1	4	850
t17	6	7	5	2	3	1	4	1290
t25	6	7	5	2	3	1	4	860
t39	6	7	5	2	3	4	1	940
t17	6	7	5	2	3	4	1	1150
t25	6	7	5	2	3	4	1	840
t39	6	7	5	2	4	1	3	970
t17	6	7	5	2	4	1	3	1210
t25	6	7	5	2	4	1	3	780
t39	6	7	5	2	4	3	1	940
t17	6	7	5	2	4	3	1	1150
t25	6	7	5	2	4	3	1	840
t39	6	7	5	3	1	2	4	770
t17	6	7	5	3	1	2	4	1290
t25	6	7	5	3	1	2	4	940
t39	6	7	5	3	1	4	2	740
t17	6	7	5	3	1	4	2	1230
t25	6	7	5	3	1	4	2	1000
t39	6	7	5	3	2	1	4	770
t17	6	7	5	3	2	1	4	1290
t25	6	7	5	3	2	1	4	940
t39	6	7	5	3	2	4	1	860
t17	6	7	5	3	2	4	1	1150
t25	6	7	5	3	2	4	1	920
t39	6	7	5	3	4	1	2	890
t17	6	7	5	3	4	1	2	1170
t25	6	7	5	3	4	1	2	880
t39	6	7	5	3	4	2	1	920
t17	6	7	5	3	4	2	1	1150
t25	6	7	5	3	4	2	1	860
t39	6	7	5	4	1	2	3	690
t17	6	7	5	4	1	2	3	1250
t25	6	7	5	4	1	2	3	1040
t39	6	7	5	4	1	3	2	720
t17	6	7	5	4	1	3	2	1230
t25	6	7	5	4	1	3	2	1020
t39	6	7	5	4	2	1	3	690
t17	6	7	5	4	2	1	3	1250
t25	6	7	5	4	2	1	3	1040
t39	6	7	5	4	2	3	1	840
t17	6	7	5	4	2	3	1	1150
t25	6	7	5	4	2	3	1	940
t39	6	7	5	4	3	1	2	810
t17	6	7	5	4	3	1	2	1170
t25	6	7	5	4	3	1	2	960
t39	6	7	5	4	3	2	1	840
t17	6	7	5	4	3	2	1	1150
t25	6	7	5	4	3	2	1	940
t39	7	1	2	3	4	5	6	1295
t17	7	1	2	3	4	5	6	1370
t25	7	1	2	3	4	5	6	800
t39	7	1	2	3	4	6	5	1380
t17	7	1	2	3	4	6	5	1390
t25	7	1	2	3	4	6	5	790
t39	7	1	2	3	5	4	6	1285
t17	7	1	2	3	5	4	6	1370
t25	7	1	2	3	5	4	6	800
t39	7	1	2	3	5	6	4	1510
t17	7	1	2	3	5	6	4	1270
t25	7	1	2	3	5	6	4	670
t39	7	1	2	3	6	4	5	1400
t17	7	1	2	3	6	4	5	1250
t25	7	1	2	3	6	4	5	680
t39	7	1	2	3	6	5	4	1440
t17	7	1	2	3	6	5	4	1270
t25	7	1	2	3	6	5	4	670
t39	7	1	2	4	3	5	6	1175
t17	7	1	2	4	3	5	6	1350
t25	7	1	2	4	3	5	6	880
t39	7	1	2	4	3	6	5	1265
t17	7	1	2	4	3	6	5	1350
t25	7	1	2	4	3	6	5	880
t39	7	1	2	4	5	3	6	1225
t17	7	1	2	4	5	3	6	1350
t25	7	1	2	4	5	3	6	800
t39	7	1	2	4	5	6	3	1380
t17	7	1	2	4	5	6	3	1230
t25	7	1	2	4	5	6	3	790
t39	7	1	2	4	6	3	5	1350
t17	7	1	2	4	6	3	5	1250
t25	7	1	2	4	6	3	5	700
t39	7	1	2	4	6	5	3	1360
t17	7	1	2	4	6	5	3	1190
t25	7	1	2	4	6	5	3	780
t39	7	1	2	5	3	4	6	1155
t17	7	1	2	5	3	4	6	1350
t25	7	1	2	5	3	4	6	900
t39	7	1	2	5	3	6	4	1100
t17	7	1	2	5	3	6	4	1230
t25	7	1	2	5	3	6	4	950
t39	7	1	2	5	4	3	6	1110
t17	7	1	2	5	4	3	6	1290
t25	7	1	2	5	4	3	6	870
t39	7	1	2	5	4	6	3	1255
t17	7	1	2	5	4	6	3	1190
t25	7	1	2	5	4	6	3	880
t39	7	1	2	5	6	3	4	1265
t17	7	1	2	5	6	3	4	1170
t25	7	1	2	5	6	3	4	810
t39	7	1	2	5	6	4	3	1305
t17	7	1	2	5	6	4	3	1190
t25	7	1	2	5	6	4	3	800
t39	7	1	2	6	3	4	5	960
t17	7	1	2	6	3	4	5	1190
t25	7	1	2	6	3	4	5	940
t39	7	1	2	6	3	5	4	1040
t17	7	1	2	6	3	5	4	1230
t25	7	1	2	6	3	5	4	950
t39	7	1	2	6	4	3	5	960
t17	7	1	2	6	4	3	5	1190
t25	7	1	2	6	4	3	5	940
t39	7	1	2	6	4	5	3	1235
t17	7	1	2	6	4	5	3	1190
t25	7	1	2	6	4	5	3	900
t39	7	1	2	6	5	3	4	1110
t17	7	1	2	6	5	3	4	1150
t25	7	1	2	6	5	3	4	870
t39	7	1	2	6	5	4	3	1180
t17	7	1	2	6	5	4	3	1130
t25	7	1	2	6	5	4	3	870
t39	7	1	3	2	4	5	6	1295
t17	7	1	3	2	4	5	6	1370
t25	7	1	3	2	4	5	6	800
t39	7	1	3	2	4	6	5	1380
t17	7	1	3	2	4	6	5	1390
t25	7	1	3	2	4	6	5	790
t39	7	1	3	2	5	4	6	1285
t17	7	1	3	2	5	4	6	1370
t25	7	1	3	2	5	4	6	800
t39	7	1	3	2	5	6	4	1510
t17	7	1	3	2	5	6	4	1270
t25	7	1	3	2	5	6	4	670
t39	7	1	3	2	6	4	5	1400
t17	7	1	3	2	6	4	5	1250
t25	7	1	3	2	6	4	5	680
t39	7	1	3	2	6	5	4	1440
